-0.002034,0.0042774,-0.0022033,-0.00085479,0.0021777,0.0015561,0.96494,-0.081794,0.0021242,0.012114,0.0061747,-0.0012054,-0.24871,0.010768,0.0011211
-0.0042173,0.037652,-0.003887,-0.001508,-0.0012893,-0.00092126,-0.096589,0.77222,-0.0012576,0.016547,0.029678,-0.0027733,-0.6255,0.021838,0.00078422
0.0099762,-0.23496,0.019212,0.0074534,-0.010341,-0.0073889,-0.041403,-0.1012,-0.010087,0.68276,0.61407,0.0025313,-0.095401,-0.28048,0.032097
0.028154,0.73793,0.05399,0.020946,-0.022655,-0.016188,-0.086575,-0.23757,-0.022098,0.33264,0.049455,0.0072361,-0.20812,0.4788,0.020209
0.017032,-0.45881,0.032581,0.01264,-0.012141,-0.0086749,-0.032382,-0.076308,-0.011842,-0.23908,0.39926,0.0044093,-0.078426,0.7454,0.048933
0.33847,-0.091939,0.65853,0.25548,0.068686,0.049079,-0.12535,-0.32368,0.066998,-0.17323,-0.0805,0.083181,-0.4085,-0.18884,-0.0052739
-0.029329,0.40287,-0.057586,-0.022341,0.012656,0.0090433,0.008999,-0.0066389,0.012345,-0.5628,0.66081,-0.0069971,0.021956,-0.27801,-0.035608
-0.068966,-0.0062474,-0.15757,-0.061132,0.62353,0.44553,-0.025715,-0.054532,0.6082,0.026786,-0.0071276,-0.0075396,-0.063868,0.029254,0.0066682
0.55902,-0.0095421,-0.37137,-0.14408,-0.018019,-0.012875,-0.012197,-0.031545,-0.017576,-0.010335,-0.010094,0.72424,-0.043021,-0.011714,0.008268
-0.031838,0.017186,-0.039683,-0.015395,-0.011593,-0.008284,-0.012979,-0.0326,-0.011308,-0.049748,-0.028797,-0.016778,-0.04014,-0.060919,0.99318
0.29036,0.13085,0.45193,0.18646,0.094311,0.074419,0.18033,0.46319,0.11674,0.12472,0.12652,0.11409,0.55974,0.13495,0.091345
-0.071865,-0.0026063,-0.23222,0.63827,-0.48817,-0.056569,-0.003592,-0.0092262,0.53658,-0.0024843,-0.0025202,0.061987,-0.011149,-0.0026881,-0.0018195
-0.33001,0.00068612,-0.10292,0.60665,0.46888,-0.069593,0.0009456,0.0024288,-0.42831,0.00065399,0.00066345,0.32299,0.0029351,0.00070765,0.00047899
0.59398,-5.0487e-005,-0.33776,0.27112,0.25989,-0.21552,-6.958e-005,-0.00017872,-0.10866,-4.8123e-005,-4.8818e-005,-0.57776,-0.00021597,-5.2071e-005,-3.5245e-005
0.11796,9.4536e-005,-0.10722,0.15862,-0.26553,0.85927,0.00013029,0.00033465,-0.35704,9.0109e-005,9.1412e-005,-0.11443,0.00040441,9.7502e-005,6.5996e-005
