-0.0042664,-0.0043367,-0.018,-0.0031553,0.79405,-0.20444,-0.00058979,0.0018137,0.00056005,0.00017755,-0.57211,-0.0022291,0.00017284
-0.0021718,0.019082,-0.0063928,-0.0016262,0.01133,0.94591,0.02145,0.003176,-0.0003755,-0.0011372,-0.3223,0.017175,0.0083293
0.037637,-0.002035,0.83321,0.023131,-0.32253,-0.13563,0.0040818,0.00010209,0.00017717,-0.00073597,-0.42581,0.0037325,0.0055501
0.0045319,-0.10729,-0.12581,0.004093,-0.10841,-0.067613,0.60267,0.060575,0.0010373,0.0012201,-0.12383,0.50904,0.56122
0.14828,0.85518,-0.10464,0.11031,-0.085862,-0.050176,-0.20593,-0.2089,0.030602,0.053263,-0.10645,-4.499e-006,0.33544
0.68193,-0.049331,-0.2025,0.50522,-0.14594,-0.058714,0.16307,0.2531,0.049537,0.081764,-0.18176,-0.081031,-0.26858
-0.29437,0.45715,-0.0070154,-0.2173,-0.026951,-0.025794,0.44224,0.56123,0.002276,0.0065748,-0.026418,-0.10406,-0.36546
-0.13365,-0.08329,-0.093694,-0.098235,-0.097575,-0.035393,-0.048253,-0.045233,0.4506,0.85097,-0.11705,-0.0034358,-0.026935
-0.0027619,-0.14577,-0.0033976,-0.0020042,-0.0046792,0.0084602,-0.13531,0.50263,0.0078327,0.01539,-0.0040439,-0.59138,0.59803
-0.022214,-0.010585,-0.033828,-0.01423,-0.032883,-0.012733,-0.01274,-0.0060772,0.87278,-0.48298,-0.03898,-0.0063275,-0.0062973
-0.60434,-0.0061654,-0.017406,0.7956,-0.02117,-0.0082364,-0.0079607,-0.0037838,-0.0096325,-0.0075995,-0.025727,-0.0039666,-0.0041714
0.20316,0.13041,0.47678,0.20483,0.46163,0.17973,0.17215,0.078908,0.17795,0.1809,0.55786,0.085382,0.091039
0.00037958,0.00024366,0.00089083,0.0003827,0.00086254,0.00033581,-0.56678,0.55917,0.00033249,0.00033801,0.0010423,0.60505,0.0001701
