-0.0064432,0.0013821,0.046129,-0.0038762,-0.34032,0.93639,-0.0094696,-0.061402,-0.0060688,0.035439,0.00028993,0.0032654
0.018734,-0.0058014,-0.0069153,0.016392,-0.61355,-0.17126,0.016352,0.76979,0.02269,-0.0097972,-0.0078117,-0.0036051
0.0080861,-0.037973,0.97367,0.002127,-0.026207,-0.050742,0.024602,-0.027946,0.018399,-0.21207,-0.013985,-0.017402
0.11043,0.0018872,-0.040407,-0.014228,-0.20835,-0.077252,0.72012,-0.21899,0.60743,0.028729,-0.016397,-0.0013086
0.23483,0.35169,0.1802,0.098267,-0.18278,-0.11697,-0.041652,-0.15912,-0.1538,0.82485,0.0075947,0.028381
0.81478,-0.12939,-0.077426,0.2617,-0.078653,-0.013756,0.13848,-0.089066,-0.35867,-0.28704,-0.017792,-0.0087004
-0.026444,0.22863,-0.018451,0.025065,-0.14525,-0.055603,-0.060454,-0.1172,0.0078449,-0.17493,0.8415,0.40706
-0.029882,-0.035281,-0.018836,0.7783,-0.085838,-0.033126,-0.41206,-0.097804,0.44208,-0.044503,-0.077179,-0.023511
-0.014838,0.59254,-0.034402,-0.024319,-0.035232,-0.0058761,-0.0066119,-0.029599,-0.017196,-0.27071,-0.50196,0.56495
-0.023343,-0.65666,0.037105,0.0031374,-0.013184,-0.018371,0.0034076,-0.012982,-0.019875,0.24348,-0.11556,0.70224
-0.4762,0.016516,-0.002529,0.52543,-0.016803,-0.0056449,0.49651,-0.010072,-0.49958,-0.0075659,0.0066951,-0.016072
0.19804,0.14833,0.080209,0.19572,0.6276,0.25851,0.19881,0.54518,0.17909,0.15772,0.14025,0.14129
