-0.0043542,0.0019998,-0.024756,-0.0011787,0.00068695,-0.26903,0.79376,0.0019512,-0.005824,-0.0019949,-0.0018397,-0.54486,-0.0015913,-0.0032933
0.026144,0.0011053,-0.014605,-0.00070375,-0.00062835,0.92862,0.066246,0.011011,0.025357,-0.0012589,-0.001161,-0.3619,0.022108,0.012362
0.0013867,0.00024356,0.83079,0.035141,-0.0007845,-0.13362,-0.31752,0.0026873,-0.0016177,0.023492,0.021665,-0.43456,0.0011764,0.00091355
0.51961,0.045528,-0.1486,-0.0058498,-0.0019965,-0.089078,-0.13531,0.55762,0.031661,0.0030918,0.0028513,-0.15116,0.57364,0.12527
0.26241,0.097192,-0.073641,-0.0028862,0.0030075,-0.052619,-0.065476,-0.2645,0.67891,0.0078045,0.0071974,-0.078873,-0.21406,0.57111
-0.023353,-0.3664,0.025399,0.0011537,0.0019175,0.013441,0.025121,-0.30523,-0.52158,-0.0055663,-0.0051333,0.027447,0.25388,0.65823
0.75945,-0.34194,0.0334,0.0019696,0.00076935,0.0091667,0.031807,-0.33264,-0.14184,-0.011807,-0.010889,0.036131,-0.22658,-0.34703
-0.029638,-0.023718,-0.16364,-0.13561,0.02958,-0.046675,-0.12201,-0.049861,-0.053216,0.6992,0.64481,-0.15081,-0.038555,-0.035367
0.24969,0.67196,-0.0023861,0.0011159,-0.0026147,0.0098366,-0.0026869,0.13194,-0.47526,-0.0032672,-0.003013,-0.002776,-0.43318,0.23464
-0.024775,-0.014855,-0.09272,0.048965,0.98002,-0.033371,-0.088334,-0.016729,-0.02527,-0.054737,-0.050479,-0.10595,-0.028351,-0.017743
-0.042737,-0.52759,0.017224,-0.029809,-0.0033587,0.011143,0.016086,0.61591,-0.0011321,0.0053315,0.0049167,0.018195,-0.54697,0.19834
-0.02912,-0.033453,-0.1478,0.96749,-0.082842,-0.03724,-0.096215,-0.0098737,-0.02819,0.055981,0.051626,-0.11704,-0.045193,-0.014702
0.12892,0.074256,0.47136,0.2025,0.17826,0.17768,0.45638,0.12466,0.12289,0.20944,0.19646,0.55151,0.13297,0.090003
-0.00031435,-0.00018105,-0.0011493,-0.00049373,-0.00043465,-0.00043323,-0.0011128,-0.00030396,-0.00029963,-0.67845,0.73465,-0.0013447,-0.00032421,-0.00021945
