0.0079455,0.013322,0.11701,0.022417,0.063383,0.020292,0.019875,0.85407,0.054901,0.030467,-0.49202,-0.0028507,0.00042198,-0.0098532,0.018526,-0.011635,-0.05979,0.00028934,-0.0030601,-0.025015,-0.013827,-0.017188,-0.0015266
-0.0030139,0.0097122,0.065708,0.014054,0.063637,0.014793,0.063573,0.43521,0.020999,0.038364,0.82745,-0.00026676,0.081192,0.0035366,0.010432,0.02994,-0.32035,-0.0053991,-0.00028635,0.0084647,-0.017154,-0.021323,-0.00014286
-0.043031,-0.031748,-0.03647,-0.070972,-0.093976,-0.048359,0.28553,0.0013682,0.34382,-0.0057201,-0.0065983,-0.00040716,-0.10975,-0.0056812,-0.067736,-0.031884,-0.076362,0.0013888,-0.00043706,-0.010255,0.54507,0.67754,-0.00021804
0.21581,0.29706,0.27682,0.5312,0.086509,0.45248,-0.044524,-0.11316,-0.03032,-0.11114,-0.044927,-0.0016216,0.034004,-0.0063316,0.45524,-0.052776,-0.16437,-0.0018341,-0.0017407,-0.016033,0.10021,0.12457,-0.00086844
0.287,-0.20275,0.070547,-0.069129,0.60002,-0.30883,-0.18233,-0.090712,-0.080322,0.21833,-0.072848,-0.010286,0.49216,-0.023699,0.083608,0.052517,-0.1063,-0.00085743,-0.011041,-0.066956,0.12831,0.1595,-0.0055084
0.074297,-0.082951,0.2612,-0.058299,0.42477,-0.12635,0.49857,-0.048708,-0.26782,-0.099714,0.012484,0.0091332,-0.44489,-0.030885,-0.0061311,-0.4098,0.020157,0.0012195,0.009804,0.11282,-0.050975,-0.063364,0.0048911
-0.13331,0.16356,-0.53137,0.11213,0.19007,0.24913,0.064847,0.028879,-0.18879,0.6795,-0.0037445,0.0010784,-0.16861,-0.007199,0.0083046,-0.11814,0.0013559,0.015627,0.0011576,-0.12034,0.032625,0.040555,0.0005775
0.45209,-0.13252,-0.029512,0.083618,-0.22619,-0.20185,0.2296,-0.067502,0.56171,0.34662,-0.025348,0.0064303,-0.058249,-0.033446,0.22773,-0.12886,-0.091762,0.0752,0.0069026,0.037013,-0.1944,-0.24164,0.0034436
0.38337,-0.12773,-0.2683,0.075316,-0.11036,-0.19456,0.16741,0.078625,-0.35492,-0.1763,0.015774,0.0011436,-0.26374,0.21558,0.21241,0.4924,0.019565,0.02626,0.0012277,-0.32828,0.044618,0.055462,0.00061246
-0.26283,0.094421,0.35686,-0.052593,0.26691,0.14382,0.26538,-0.14837,0.26202,0.20269,-0.074688,-0.018294,-0.10199,0.16338,-0.15288,0.59537,-0.12824,-0.0028155,-0.019638,-0.1792,-0.10471,-0.13016,-0.0097971
0.046648,-0.0068814,-0.14619,0.032395,0.031946,-0.010482,0.042811,0.00099105,-0.10485,0.054763,-0.070088,0.035947,-0.052569,0.047983,0.049525,0.33998,-0.15347,-0.015345,0.038588,0.89563,0.022452,0.027909,0.019251
0.017911,-0.025478,0.048659,-0.017091,0.10895,-0.038808,-0.39575,0.015783,0.15907,0.031636,0.036797,-0.0044963,-0.26306,0.82778,-0.00078792,-0.19738,0.0021681,-0.0059799,-0.0048266,0.055707,0.027263,0.03389,-0.0024079
