0.0014742,0.0059668,0.0039767,0.006382,-0.00044023,0.0013753,0.01527,0.0068606,0.0086488,0.019361,0.0012743,0.025871,0.0022655,-0.00082158,0.0026526,0.0168,0.0077355,0.036672,0.013494,0.003833,0.0048323,0.0028906,0.24876,0.037885,-0.022069,0.0088176,0.0083789,0.002292,-0.010387,0.0071715,0.0033569,0.0047565,-0.0019992,0.019772,0.0015604,0.029772,-0.002761,0.010086,0.005935,0.3147,0.0083483,0.0018475,0.028898,-0.0039966,-0.0064051,0.011977,0.0036541,-0.0028975,-0.0042728,0.011208,-0.011002,0.0015724,0.031315,0.0040783,0.011609,0.005992,0.0047565,0.0010825,0.010481,0.042847,0.81299,0.01104,0.038125,0.0066705,0.0036294,0.0092982,0.010556,0.0019496,0.016468,0.0066487,-0.087749,0.1181,-0.0072184,0.0036865,0.0051037,0.0070264,0.010168,0.0058545,0.0020915,0.002629,0.021316,-0.00036469,0.0031082,-0.0065387,0.0033845,1.4297e-005,-0.37623,0.015746,0.0085441
8.4683e-005,-0.00074448,-0.002843,0.018495,0.019778,0.0080219,0.028288,0.015794,0.007243,0.048752,0.018832,0.065815,0.023765,0.0066409,0.03165,-0.010157,0.01459,0.04301,-0.0011888,0.0049849,0.015566,0.0025629,-0.038865,0.015021,-0.023662,0.0019157,-0.0027988,0.015558,-0.0069352,0.025452,-0.0014412,-0.0040423,-0.0013653,0.0076157,0.0070966,0.024754,0.15884,0.0024272,0.0086784,0.73827,0.028387,0.0022258,0.058093,0.027108,-0.004418,0.014582,0.027045,0.0034223,-0.002952,0.025599,-0.0074385,0.0018943,0.0061776,-0.0026021,0.0026815,0.020233,-0.0040423,0.021599,0.00092268,0.012351,-0.46549,0.020079,-0.015654,0.0022975,0.019918,-0.0009039,0.00029576,0.01407,0.046093,-0.0041763,-0.05715,0.32228,-0.0048982,0.010792,-0.00038475,0.015955,0.06774,0.0013047,8.5462e-005,0.00050297,0.0037699,0.0087109,-0.00033437,-0.0042633,-0.0024197,0.021917,-0.2684,-0.0088654,0.0043804
0.0024603,0.009398,0.0079005,-0.016215,-0.0089312,0.043602,-0.015779,0.046024,-0.022187,0.023476,-0.0072799,-0.021327,-0.0024203,0.014516,0.023508,-0.016736,0.02412,0.0062303,-0.010223,0.0077092,-0.010653,0.0033357,-0.65502,-0.072685,-0.01893,-0.011798,-0.03727,-0.0050155,-0.00037884,-0.0032313,0.010287,0.0010788,-0.00010354,-0.047448,0.01455,0.024949,0.097836,0.005687,0.026138,-0.23906,0.020834,0.0045793,0.036779,0.032896,-0.00034715,-0.0086479,0.031704,0.003097,-0.00023326,-0.0024153,-0.00045257,0.0038974,-0.034161,-0.026787,0.0015741,0.038507,0.0010788,0.014139,-5.8863e-005,-0.0089243,0.1939,-0.025833,-0.0364,-0.011106,-0.020507,-0.0098453,0.0074693,-0.0034237,0.010201,-0.0083708,0.0011421,0.65665,-0.00030919,0.029182,-0.0021247,0.031384,0.012184,-0.021424,0.0037876,3.7549e-005,-0.036863,0.0235,0.016764,-0.00018485,0.006724,0.013667,-0.02287,-0.00038529,-0.010496
0.014502,-0.0075236,-0.0036709,0.0017602,-0.0029081,0.026466,-0.0063799,0.032017,0.013762,-0.014932,-0.016993,0.010624,-0.02455,0.011674,0.0034187,0.0034935,-0.0075731,-0.022695,0.0429,-0.007752,-0.015578,0.011554,0.63343,0.05442,0.062837,0.021622,0.037635,-0.02183,-0.0034668,-0.0018144,0.0087611,-0.0072927,-0.00091074,0.046386,0.0082857,-0.016894,0.058976,-0.020837,0.023598,-0.43157,0.042365,0.01326,0.011394,0.031567,-0.0031026,0.0075482,0.02096,0.0083985,-0.0020899,-0.0080193,-0.0041705,0.011286,0.01406,0.026093,-0.0084107,0.0052092,-0.0072927,0.0047709,-0.026505,0.00040196,-0.21265,-0.020469,0.056557,0.0094167,0.0090597,0.024122,0.00092274,-0.019314,0.051117,5.1455e-006,-0.01357,0.53007,-0.002846,0.026755,0.0089393,-0.0030749,0.038253,0.011013,0.0026448,-0.0037395,0.022046,0.02019,0.0075355,-0.0016509,-0.0031243,0.00045054,-0.21589,-0.013669,0.0089622
-0.0037612,-0.00020494,0.0010309,-0.00027704,0.0054226,-0.0021276,-0.004317,-0.0014632,-0.0011558,-0.0076188,0.0025067,0.0015669,-0.002866,-0.0021044,-0.0048271,-0.0042145,-0.0019516,-0.0016455,-0.0072623,0.00058339,0.0025271,0.00045924,-0.12105,-0.017058,0.93321,0.012309,-0.0050627,-9.3213e-005,-0.00091736,-0.00018978,-0.0028467,0.0096811,-0.00097783,-0.0066434,-0.0017194,0.015899,0.12194,0.00069052,-0.0031781,-0.051487,0.019721,-0.0041984,-0.0070779,-0.0004954,-0.0035315,0.0040614,0.010954,0.016238,-0.0023992,0.010874,-0.0023044,-0.0035732,0.0015946,-0.0068776,0.001385,-0.0027256,0.0096811,0.0016535,-2.1718e-005,-0.0084283,-0.018939,-0.00010137,0.002704,0.024934,0.0017584,0.0040715,-0.0016497,-0.0010765,0.0060491,0.0014707,0.03127,-0.13667,-0.0018319,-0.0092263,-0.0041194,-0.0047794,0.0015409,-0.0046965,0.0036354,0.00042496,-0.0048192,-0.0073995,-0.0030855,0.00081043,0.00087741,-0.0026011,-0.27118,0.0063626,-0.0043806
-0.0057568,-0.0072366,0.0056512,0.016736,0.057518,0.010318,-0.048853,0.02493,-0.021623,-0.030955,0.025126,0.026181,-0.027703,0.0022484,0.00075911,0.00018486,0.0055552,-0.011357,-0.016814,0.0057977,0.020067,-0.012969,-0.030561,-0.014174,-0.2232,-0.0016468,0.033154,-0.015332,0.0031212,0.044105,-0.0037587,-0.00070184,-0.00057476,-0.0016194,0.0062252,0.021162,0.86582,0.0015241,-0.021932,-0.14835,0.12974,-0.0090993,-0.013996,0.048249,-0.0021864,-0.02451,0.11728,0.091733,-0.0014961,0.02494,0.0017027,-0.0077443,-0.02122,-0.0016673,0.0098701,0.013735,-0.00070184,-0.0039999,-0.0050668,-0.020678,0.026916,0.024003,0.04798,0.065663,0.021329,-0.0092437,-0.0065077,-0.017031,0.1042,-0.00089709,0.076974,-0.24469,0.0006954,-0.019743,-0.0058867,-0.016917,0.043967,-0.0030058,0.0036379,0.0043891,-0.014955,-0.02358,-0.0092117,0.0035884,0.0048097,0.0050006,-0.16812,-0.0042148,-0.016911
1.2241e-005,0.0071917,0.0033479,-0.0058304,-0.013567,0.0018831,0.020513,-0.01051,0.0033801,0.0025917,-0.010092,-0.0020199,0.010684,-0.0042644,-0.0014051,0.0066361,-0.0031792,0.0011377,-0.0026568,0.0013099,-0.0071478,0.00017835,-0.096637,-0.0053471,-0.16835,0.0002355,-0.0070477,0.0099615,0.048971,-0.015761,-0.002262,0.0012006,-0.002546,7.9827e-006,-0.0044606,0.0057009,-0.2235,0.0044412,0.00020567,-0.073735,-0.02995,-0.00065315,-0.01038,-0.014669,-0.0095455,0.008635,-0.031065,-0.022243,-0.0065189,0.0051899,0.038671,-0.00055589,0.012637,-0.0050074,0.00020493,-0.0065656,0.0012006,-0.00092992,-0.00060305,0.0022531,-0.070051,-0.0056984,-0.022338,-0.017161,-0.0057626,-0.0019536,-0.0021099,0.0089354,-0.034107,-0.00011579,0.8016,-0.088776,0.021502,-0.0016639,-0.00058189,0.00736,-0.023569,0.0014061,0.00096123,-0.00021657,-0.00025792,-0.0018843,0.00050706,0.043691,0.0028494,-0.008959,-0.48744,0.0050429,0.0036562
-0.0090883,0.11586,-0.001584,-0.049708,-0.039747,0.09032,0.4329,-0.03606,0.043743,-0.1297,-0.011073,0.23888,-0.072069,-0.014906,-0.10827,-0.077487,-0.064643,0.22623,-0.0046167,-0.017613,-0.038834,0.018462,-0.063385,0.10668,-0.050583,0.061146,-0.045316,0.20785,-0.0086412,-0.0073895,0.00048094,0.010771,0.0012785,-0.019669,-0.012775,0.34639,-0.040723,-0.0017805,0.084167,-0.0977,0.096603,-0.0022115,-0.15938,-0.10348,0.0032882,0.18931,-0.011856,0.040018,0.0021056,0.43751,-0.0076129,-0.0018822,0.14664,-0.021378,-0.066117,-0.077629,0.010771,-0.0063054,-0.014022,-0.072268,-0.037864,0.2005,0.079927,0.045323,0.0090977,-0.011335,-0.013832,-0.05796,-0.14438,-0.0038481,-0.11966,-0.029923,-0.0042837,0.010518,-0.017521,-0.06242,0.042752,-0.020171,0.0047953,0.0023521,-0.017936,0.0033583,0.00466,-0.0066117,-0.0013481,-0.052219,-0.08437,-0.053645,0.029457
0.010438,0.0070856,-0.023844,-0.043548,-0.034613,-0.19071,-0.045356,0.0028364,-0.043556,-0.20374,0.11202,-0.23588,-0.19912,0.0078769,-0.15385,-0.16147,-0.036906,0.28062,0.037165,-0.011051,0.038578,-0.0055007,0.090253,0.054052,0.066536,0.01558,-0.11996,0.059638,0.012772,0.16648,0.021543,-0.021637,-0.0035204,-0.19416,0.014073,-0.1758,0.12676,-0.0045148,0.11258,0.11392,-0.20606,0.0080203,-0.068211,-0.071425,-0.0090789,-0.19141,0.085764,-0.0097204,-0.0058171,-0.063077,0.011243,0.006826,-0.040525,0.02151,-0.047073,-0.09558,-0.021637,-0.065504,0.0048089,-0.2583,0.049888,0.25256,0.036852,-0.082137,-0.10107,-0.015246,0.019431,-0.17578,-0.17368,-0.0027648,0.18193,0.12286,0.0060622,0.094511,0.0013974,-0.17399,-0.1757,-0.041935,0.0023326,0.006838,-0.02385,0.051966,-0.0046144,0.009449,-0.020294,0.044035,0.15859,-0.12593,-0.042191
-0.0033811,-0.027961,0.0025147,-0.077843,-0.10638,0.14223,0.033431,0.11251,-0.057435,0.31124,0.024714,0.085671,0.26024,-0.026855,0.36649,-0.14766,-0.022287,0.19213,0.032909,-0.0072748,-0.038979,-0.02245,0.053463,0.005971,-0.0026543,-0.032657,-0.10959,0.062034,-0.0020725,0.045223,-0.0034658,-0.0046142,0.00097265,-0.17015,-0.016665,-0.1184,0.0078325,0.033728,0.054234,-0.04434,-0.041392,-0.037655,-0.17266,0.23981,0.0024896,-0.054384,0.1918,-0.0030885,0.0015926,0.034679,-0.0018483,-0.032048,-0.12035,0.032868,-0.08516,0.10634,-0.0046142,-0.10995,-0.021088,0.10115,-0.011398,0.15932,0.040981,-0.06506,-0.14356,-0.060804,-0.024049,0.26964,-0.17388,0.0050595,-0.039841,-0.052247,-0.0009393,0.073894,-0.012822,0.26347,-0.21631,-0.042402,-0.022136,0.011246,-0.093469,-0.024971,0.048885,-0.0014291,0.0021402,-0.031403,-0.040227,-0.10798,0.0088306
