0.0093213,-0.0046135,-0.0017703,0.053941,-0.034341,-0.0024762,-0.0018775,0.041586,-0.079421,-0.020919,-0.005289,-0.0099431,-0.015327,-0.0027327,-0.16712,-0.0023584,0.025188,-0.04091,0.014942,0.978
-0.014824,0.0063587,0.00244,-0.026886,0.2787,0.0034128,0.0025877,0.001103,0.80642,0.18758,0.059077,0.047096,0.076732,0.0037665,-0.32266,0.0032505,-0.011125,0.34088,-0.043821,0.04301
0.29393,0.01623,0.0062277,0.58895,0.0024545,0.0087107,0.0066048,0.4623,-0.014632,0.0088279,0.00059153,0.0051097,0.025437,0.0096134,-0.18511,0.0082963,0.29318,-0.01409,0.4697,-0.10218
-0.018815,0.45653,0.17518,-0.049695,0.2951,0.24503,0.18579,-0.014205,-0.15485,-0.20123,0.056112,0.42301,0.39565,0.27042,-0.17354,0.23337,-0.008538,-0.11288,-0.046518,-0.020868
0.20137,0.0010622,0.0004076,-0.57659,-0.046772,0.00057011,0.00043228,0.33747,-0.079843,0.16237,-0.011169,-0.035072,0.063019,0.00062919,-0.040757,0.00054299,0.66204,0.054282,-0.1729,-0.0076409
-0.080499,0.22379,0.085874,0.097658,-0.4179,0.12011,0.091074,-0.0563,-0.17359,0.75555,-0.05992,-0.024699,0.1099,0.13256,-0.10388,0.1144,-0.13789,0.21891,-0.0086502,-0.016262
-0.10473,-0.22672,-0.086997,0.078353,0.44107,-0.12168,-0.092265,0.067004,-0.46353,0.08854,0.25947,0.075561,0.15626,-0.13429,-0.012418,-0.11589,-0.05176,0.58566,-0.064243,0.00051099
0.63256,0.0015953,0.00061216,-0.21367,0.031943,0.00085624,0.00064924,-0.57398,-0.064143,0.026529,0.065205,0.048709,-0.029548,0.00094497,-0.015316,0.00081551,0.0087674,0.15059,0.43342,0.023879
0.56181,0.11286,0.043306,0.11918,-0.1012,0.060573,0.045928,0.22718,-0.022645,-0.21456,-0.22338,-0.043117,-0.16986,0.066849,0.025351,0.057691,-0.29023,0.31373,-0.51928,-0.0018364
-0.36534,0.19483,0.074761,-0.073853,-0.13391,0.10457,0.079288,-0.069814,-0.034891,-0.35869,-0.36629,-0.12488,-0.2444,0.1154,0.00096444,0.099594,0.19808,0.53986,0.29015,0.0034825
-0.019485,-0.19762,-0.07583,-0.0028696,-0.022023,-0.10606,-0.080422,0.014745,0.0050458,0.14005,-0.49447,0.78752,-0.15963,-0.11705,0.041374,-0.10102,0.018815,-0.0097994,0.020951,0.0089722
-0.044,-0.010203,-0.003915,-0.020472,-0.53237,-0.005476,-0.0041521,0.066454,0.098032,-0.22788,0.65741,0.40513,-0.13188,-0.0060434,-0.0014422,-0.0052155,0.01969,0.18404,-0.0076736,-0.004321
0.0268,-0.18616,-0.071435,0.083655,-0.36531,-0.099918,-0.075761,-0.11978,0.08559,-0.2334,-0.22562,-0.049865,0.79427,-0.11027,0.019458,-0.095164,0.064312,0.121,-0.050379,0.0056312
-0.019997,0.029938,0.011488,0.46581,0.040601,0.016068,0.012184,-0.49941,-0.010526,0.024669,0.04631,0.023804,-0.13772,0.017733,-0.0095718,0.015304,0.56343,-0.010715,-0.4351,-0.014467
0.0038827,0.6376,-0.069931,0.0078086,0.0098092,-0.17009,-0.50674,0.0075017,0.01727,0.010539,0.0053088,0.0051409,0.0096611,-0.54124,0.07234,0.059285,0.0069883,0.0096611,0.0067892,0.014008
0.047459,0.07971,0.029631,0.095444,0.1199,0.092284,0.10914,0.091692,0.21108,0.12882,0.064889,0.062837,0.11809,0.11004,0.88421,0.059721,0.085418,0.11809,0.082984,0.17122
0.0014857,-0.10529,0.90068,0.0029879,0.0037535,-0.2985,-0.27185,0.0028705,0.0066081,0.0040329,0.0020314,0.0019672,0.0036968,0.10726,0.027681,-0.047389,0.0026741,0.0036968,0.0025979,0.0053601
-0.00043846,0.0091109,0.22082,-0.00088179,-0.0011077,-0.2311,0.71478,-0.00084713,-0.0019502,-0.0011902,-0.0005995,-0.00058054,-0.001091,-0.59645,-0.0081691,0.17607,-0.00078917,-0.001091,-0.00076668,-0.0015819
0.00023104,-0.064803,-0.23189,0.00046465,0.0005837,-0.62673,-0.061482,0.00044638,0.0010276,0.00062714,0.0003159,0.00030591,0.00057488,0.28354,0.0043046,0.68194,0.00041584,0.00057488,0.00040399,0.00083354
4.3733e-05,-0.36892,0.1278,8.7952e-05,0.00011049,0.54933,-0.26562,8.4495e-05,0.00019452,0.00011871,5.9796e-05,5.7905e-05,0.00010882,-0.30733,0.0008148,0.61709,7.8713e-05,0.00010882,7.647e-05,0.00015778
