0.0029594,-0.012344,-0.4597,-0.0049903,-0.0081008,0.0031192,0.83826,-5.5e-005,-0.29272,0.0044469,-0.0057029
0.0053883,-0.0069759,-0.69641,-0.0013307,-0.0093643,0.0088094,-0.13624,0.0041576,0.70434,0.0097045,0.002587
0.41309,0.0472,-0.19723,0.023168,0.030972,0.39432,-0.2016,0.24622,-0.25202,0.68297,-0.004667
-0.019636,0.77237,-0.18771,0.37212,0.32126,-0.044837,-0.15368,-0.046766,-0.19949,-0.19818,0.13876
0.44288,-0.089047,-0.014657,-0.04284,-0.032015,0.64463,-0.018436,-0.14981,-0.021759,-0.5948,-0.01591
0.066298,-0.043403,-0.04245,0.29353,-0.64074,-0.073788,-0.044681,0.055449,-0.060933,-0.038589,0.69246
0.58299,-0.07077,-0.028814,-0.094018,0.121,-0.5314,-0.025542,0.52748,-0.029936,-0.26049,-0.027867
-0.092612,-0.26033,-0.074989,-0.33402,0.58504,0.028654,-0.065871,-0.073567,-0.084005,0.0012558,0.66825
-0.040918,-0.52821,-0.050389,0.78175,0.29882,-0.008658,-0.048418,0.0090401,-0.057854,-0.027942,-0.098582
-0.49801,0.0018739,-0.038092,-0.0368,-0.025179,0.32725,-0.036137,0.77244,-0.047059,-0.20301,-0.007004
0.1739,0.19854,0.46594,0.20017,0.19306,0.17621,0.45114,0.17679,0.54517,0.17039,0.20935
