"1.csv","10.csv","11.csv","12.csv","13.csv","14.csv","15.csv","16.csv","17.csv","18.csv","19.csv","2.csv","20.csv","21.csv","22.csv","23.csv","24.csv","25.csv","26.csv","27.csv","28.csv","29.csv","3.csv","30.csv","31.csv","32.csv","33.csv","34.csv","35.csv","36.csv","37.csv","38.csv","39.csv","4.csv","40.csv","41.csv","42.csv","43.csv","44.csv","45.csv","46.csv","47.csv","48.csv","49.csv","5.csv","50.csv","51.csv","52.csv","53.csv","54.csv","55.csv","56.csv","57.csv","58.csv","59.csv","6.csv","60.csv","7.csv","8.csv","9.csv"
"-0.12142","-0.13971","0.092952","-0.018279","0.13102","-0.16952","-0.28488","-0.02204","-0.17531","-0.056831","-0.15765","0.092905","-0.17131","0.05982","-0.026406","0.0078815","-0.064675","0.19289","-0.17651","0.059075","-0.29435","0.23382","0.39671","-0.23457","-0.094303","-0.10617","-0.043582","0.091504","0.1919","0.20344","0.0035645","0.28149","0.00045397","0.14584","0.072256","0.10279","0.06015","0.20314","0.030664","0.08332","0.00875","0.069871","0.054537","0.062635","0.08243","0.0018534","0.044247","0","0","0","0","0","0","0","0","0","0","0","0","0"
"-0.12064","-0.1532","0.13533","0.095986","-0.036812","0.0055139","0.082698","-0.0069135","0.014913","0.089402","0.070221","0.058127","-0.11074","0.021841","-0.041978","-0.048407","-0.0040577","-0.26995","-0.082471","0.021559","0.0016878","-0.12125","0.28302","-0.062094","-0.049785","0.45582","-0.10646","-0.19168","0.16686","0.12532","0.087663","-0.22955","0.029175","0.1436","0.056871","-0.073376","-0.052394","-0.031012","-0.051896","-0.07929","0.098851","-0.181","-0.0078463","-0.074376","-0.11314","-0.029425","0.05427","0.12005","-0.25532","-0.26619","0.2042","-0.12707","0.12608","0.11992","-0.043327","0.0017887","0.055137","-0.024654","0.010533","-0.0010782"
"-0.13458","0.12649","-0.064595","0.045464","-0.039547","-0.048268","0.18283","0.20105","0.073314","-0.24977","-0.014155","-0.015996","0.02413","-0.11841","0.0078984","-0.057597","0.091968","0.16029","-0.10722","0.22268","0.095861","-0.083259","0.18477","0.025283","-0.16453","-0.084067","0.17675","-0.015933","0.10064","0.095278","0.18228","-0.084917","-0.089412","-0.095565","-0.054535","-0.12258","-0.071861","-0.21191","0.098359","0.24281","0.16814","-0.065316","0.082076","0.15853","0.12218","-0.12055","-0.056637","-0.32472","-0.34033","0.011647","-0.12343","0.13734","-0.078241","-0.027313","0.004787","0.066079","0.059129","0.027321","-0.038785","0.029992"
