0.71148,-0.011837,0.00070262,0.0017894,0.10084,0.0061342,-0.0041777,0.017141,4.3456e-05,0.0093989,-0.69491,-0.0056916,-0.00034886,0.0083067,-0.006851
-0.40051,-0.011148,0.0065884,-0.0079309,0.86803,0.04228,-0.0026378,0.035265,0.00040748,0.023075,-0.28159,-0.015712,-0.016401,0.049965,-0.0022367
0.36914,-0.15798,0.0040382,-0.047721,0.33024,-0.41996,-0.13978,-0.21157,0.00024975,-0.010125,0.42178,-0.40806,-0.33057,-0.18032,-0.021076
-0.012545,-0.060339,-0.006528,-0.012245,-0.082186,0.56636,-0.10395,0.33283,-0.00040374,0.019963,-0.0023253,-0.51098,-0.46811,0.25704,0.014356
-0.11047,0.6871,-0.0069252,0.25125,-0.076571,-0.25454,0.33035,0.071772,-0.00042831,0.17321,-0.13821,-0.1135,-0.3758,-0.18943,0.16879
-0.056014,-0.25838,-0.037374,-0.12121,-0.049926,-0.18756,-0.11112,0.61213,-0.0023115,0.55656,-0.043351,9.9001e-05,0.076706,-0.41121,-0.051546
0.075452,-0.12397,-0.001619,-0.56874,0.051782,0.06865,0.64234,0.044274,-0.00010013,-0.042756,0.082321,0.2795,-0.32887,-0.013095,-0.19612
-0.073679,-0.083704,-0.023258,-0.089507,-0.094949,-0.44533,0.0076834,-0.026044,-0.0014385,0.38396,-0.077835,-0.027469,-0.049881,0.78371,-0.0015514
0.008523,0.043972,0.0031702,-0.45686,0.0044759,0.0075298,-0.13982,-0.002403,0.00019607,-0.035858,-0.0013492,0.036724,0.018568,-0.018837,0.87538
-0.033699,-0.056892,0.10219,-0.032931,-0.03237,0.35215,0.021251,-0.62659,0.0063199,0.65893,-0.043527,-0.03745,-0.032078,-0.16529,0.010058
-0.059507,-0.47769,0.068121,0.36449,-0.044758,-0.053788,0.60083,-0.0084278,0.0042131,-0.062405,-0.064267,-0.33272,0.21096,-0.028528,0.31741
-0.10335,-0.032102,0.95476,-0.084433,-0.087592,-0.11399,-0.089573,0.024027,0.059049,-0.10046,-0.11803,-0.029222,-0.083786,-0.037035,-0.059821
-0.015828,-0.3567,-0.014494,0.42753,-0.011958,-0.0097411,-0.15082,-0.010447,-0.00089642,-0.010335,-0.016786,0.55928,-0.55779,-0.0091394,0.205
0.39348,0.21972,0.2592,0.23588,0.29933,0.2408,0.15401,0.25893,0.017727,0.24555,0.4537,0.23075,0.22259,0.22259,0.13015
-0.00066629,-0.00037206,-0.062169,-0.00039942,-0.00050687,-0.00040776,-0.0002608,-0.00043846,0.99806,-0.00041581,-0.00076828,-0.00039073,-0.00037691,-0.00037691,-0.00022038
