0.05059,0.044315,0.069103,0.93651,0.083328,0.09536,-0.002091,-0.00095166,-0.31242,-0.0010034
-0.004661,-0.0014374,-0.0052168,-0.067615,-0.0096808,-0.0094855,0.81195,0.36953,-0.21808,0.38963
0.32485,0.57166,0.30368,0.02626,-0.51102,-0.46217,-0.0026965,-0.0012272,0.0022386,-0.001294
0.4682,0.40687,0.25546,-0.21944,0.58147,0.34414,-0.040308,-0.018345,-0.20726,-0.019343
-0.45955,0.14598,0.52569,-0.065862,-0.35908,0.59613,-0.010332,-0.0047021,-0.048576,-0.0049578
-0.46307,0.69226,-0.53104,0.034838,0.1367,0.032855,0.010618,0.0048325,0.056564,0.0050953
0.17108,0.066015,0.074663,0.23242,0.070074,0.18925,0.37437,-0.19562,0.82509,-0.082835
0.14304,0.025265,-0.053605,0.08895,-0.050311,0.15823,-0.42755,0.68069,0.31577,0.44125
-0.44422,0.012854,0.5205,0.045253,0.48851,-0.49141,-0.046537,0.12218,0.16065,0.080745
-0.0020647,-0.00038401,0.00069893,-0.001352,0.00065598,-0.0022841,-0.11731,-0.58867,-0.0047995,0.7998
