0.028747,0.0024572,0.0026565,0.020562,0.00058091,-0.0036319,0.0076806,0.00012488,-9.8925e-05,0.018251,-0.00096492,0.0030446,0.018251,0.00097759,-0.005265,-0.0037098,0.014631,-0.001034,0.00073272,0.005515,0.74644,0.018251,-0.0026808,0.0023004,0.0097932,-0.0014431,-0.0020189,-0.0002998,0.0062361,0.021159,0.0013361,-0.00020253,0.0050255,0.0051274,-0.00044276,0.022562,-0.00038362,0.018095,-0.0013715,-0.63595,0.0042025,-0.0043482,0.18497,-0.0014808,-0.00037108,0.0031358,-0.0014644,-0.0012697
0.62922,0.0073213,0.11143,0.075013,0.011163,0.021125,-0.00045717,0.014307,-0.00018412,-0.0046069,0.0075541,0.016051,-0.0046069,0.014048,0.01557,0.00060317,-0.012011,0.023894,0.038025,-0.0041675,-0.49938,-0.0046069,0.0021406,0.028167,0.12126,-0.002686,0.0042476,0.018046,0.054932,-0.0008485,0.025673,0.0078984,0.0057649,0.005496,0.01392,-0.0086381,0.0064148,-0.014439,0.0012085,-0.55674,0.012521,-0.0077037,-0.010531,0.038715,0.023024,0.018086,0.0012903,0.0022384
-0.39863,0.027183,-0.04799,0.30395,-0.00075358,-0.010298,0.034084,0.03498,-5.0271e-06,-0.04983,0.0063712,0.060692,-0.04983,0.029945,0.0019231,0.0095821,-0.0088712,0.03139,-0.0060185,-0.0042443,-0.31053,-0.04983,-0.0011689,0.021158,-0.046732,-7.3336e-05,-0.0021006,-0.0017747,0.013083,0.049586,-0.0017332,0.033053,-0.018201,0.066147,-0.0041724,-0.0060112,-0.0042049,-0.0090325,0.0040311,-0.15125,0.04649,0.00050892,0.77057,0.027294,0.051348,-0.0012811,0.0043039,-0.0020152
0.43658,0.0033206,-0.0048186,-0.48831,-0.012292,-0.010139,0.019093,-0.15344,0.00015243,-0.14581,-0.026788,-0.057107,-0.14581,-0.1063,-0.029384,-0.034549,0.012527,-0.1491,-0.041034,-0.0021301,0.1003,-0.14581,0.0018277,0.01557,-0.22022,0.0022237,-0.0094202,-0.024735,0.031654,0.019642,-0.028271,-0.10473,-0.0020565,0.03668,-0.014542,-0.070135,0.0037861,0.011526,-0.018967,0.252,0.005679,0.0052798,0.50173,-0.063341,-0.20464,0.01703,-0.020251,0.0039383
-0.12174,0.012144,-0.0068812,-0.37331,0.0030588,0.056181,0.004123,-0.077994,1.6147e-05,0.4629,-0.0081539,-0.020262,0.4629,-0.055725,0.028523,0.039762,-0.022829,-0.081263,0.041239,-0.014855,-0.10393,0.4629,-0.0067475,0.027126,0.28292,0.00023555,0.025937,0.029112,0.024096,-0.0080118,0.0070351,-0.11241,-0.028138,0.029673,0.03268,-0.087038,-0.010016,-0.032931,0.030029,-0.054178,0.02077,0.0020805,0.15971,-0.054194,-0.16123,-0.027739,0.032061,-0.0027704
-0.20714,0.071275,-0.13715,-0.3109,-0.01806,0.087247,-0.018954,-0.081931,-0.00034209,-0.080087,0.17848,0.10477,-0.080087,0.023662,0.34073,0.26044,-0.0064867,0.082295,-0.08357,-0.0052603,-0.099305,-0.080087,0.095982,0.067837,-0.16741,-0.0049904,-0.034213,-0.019279,0.062406,0.081638,-0.041538,-0.10613,0.1116,-0.025269,-0.043172,0.035725,0.00083655,-0.013833,0.076155,-0.18196,0.1219,-0.015232,-0.12563,0.53314,-0.15062,0.28878,0.081309,0.034386
-0.18646,-0.041753,0.1598,-0.25346,0.073472,0.22803,0.00044847,0.061143,-0.00013224,-0.23482,0.012826,0.0044855,-0.23482,-0.0020536,0.13122,0.15835,0.022529,0.047316,0.38414,0.0026379,-0.027455,-0.23482,-0.060031,-0.039295,0.39609,-0.0019291,0.097025,0.19044,-0.060617,-0.018907,0.16898,-0.13828,-0.096624,-0.0032,0.21699,0.03375,-0.017978,0.020737,0.11557,-0.069334,-0.071408,-0.0058388,-0.0088743,-0.16743,-0.076513,-0.25069,0.1234,-0.022851
0.094802,-0.04385,-0.1992,-0.19606,-0.041348,0.059741,0.0076627,0.46449,-6.3296e-05,0.017666,0.17056,-0.016371,0.017666,-0.21353,0.13096,0.017631,0.01765,0.56811,-0.20046,-0.0012589,0.02025,0.017666,-0.021428,-0.073778,0.032013,-0.00092336,-0.040008,-0.043968,-0.080269,-0.075141,-0.095097,-0.076977,-0.036354,0.015332,-0.10739,-0.17463,0.037224,0.01511,0.013667,0.035601,-0.074995,-0.0066231,0.089861,-0.074069,0.34169,-0.11182,0.014592,-0.0007556
-0.13724,0.14088,0.099278,-0.20916,0.027597,-0.27474,-0.027394,0.23105,0.00011208,-0.051609,-0.038382,-0.094,-0.051609,-0.08596,-0.32613,-0.29037,-0.0083553,0.16444,0.22977,-0.0090383,-0.03055,-0.051609,-0.019612,0.24587,0.078917,0.0016351,0.057573,-0.017006,0.2645,0.15304,0.063472,-0.12337,0.12544,-0.034353,0.16157,-0.030484,0.0019284,-0.019166,-0.12132,-0.047041,0.24094,0.013975,-0.042901,-0.036582,0.088178,0.38666,-0.12953,-0.0018321
-0.027395,-0.013291,0.47439,-0.072331,-0.13093,-0.40099,-0.0035597,0.010259,9.0969e-05,-0.0095816,0.13337,0.20727,-0.0095816,0.21539,-0.0047551,0.08556,-0.0027936,0.13414,-0.21743,-0.0048988,0.012219,-0.0095816,0.0077222,0.046207,0.084694,0.0013271,0.18321,-0.30841,0.12451,0.03889,-0.30114,-0.12131,-0.13616,0.0011637,0.050822,0.19696,0.015113,-0.0074022,0.045133,0.026317,-0.022731,0.0060936,0.018624,0.047225,-0.07718,-0.27426,0.048187,-0.022554
