0.028722,-0.45093,-0.0044824,0.023551,-0.0061572,-0.0053716,0.01856,-0.010642,0.023603,0.89092,0.020574,-0.0045628
0.0060131,-0.4692,-0.005994,0.84244,0.012724,0.0070206,0.033831,-0.0011029,-0.00092476,-0.26108,0.023618,0.00036647
0.049815,-0.20175,0.002506,-0.19385,-0.015029,-0.0061485,0.44513,-0.0020906,0.20421,-0.1322,0.81341,0.0019061
0.74762,-0.126,0.002218,-0.1117,0.00044426,0.0028663,0.50817,0.0093421,-0.084339,-0.084456,-0.37427,0.0064161
0.32125,-0.17478,-0.016644,-0.11499,0.27972,0.043804,-0.46303,0.18376,0.71644,-0.10008,-0.027196,0.019299
-0.17247,-0.12256,-0.044106,-0.093355,0.75302,-0.12894,0.12098,0.49251,-0.30668,-0.038228,-0.02296,-0.087536
-0.096639,-0.18322,-0.0492,-0.13191,0.080022,0.84098,-0.0057751,-0.018402,-0.12929,-0.074208,-0.040512,0.44653
-0.023322,-0.049576,-0.08444,-0.023353,-0.55665,0.06172,-0.013803,0.82074,-0.015271,-0.016946,-0.015172,-0.033045
-0.017687,-0.036901,-0.12342,-0.021279,-0.027728,-0.4803,-0.010186,0.035221,-0.0087982,-0.015639,-0.0136,0.86564
-0.036661,-0.099539,0.98093,-0.058104,-0.028736,-0.038463,-0.022004,0.077722,-0.024489,-0.03992,-0.028482,0.10634
-0.50842,-0.019914,-0.007776,-0.019738,0.0036014,0.0031669,0.52872,-0.0037089,0.54427,-0.0092959,-0.40588,-0.0055986
0.18638,0.6532,0.10313,0.44225,0.19083,0.1952,0.18094,0.20544,0.17154,0.30707,0.16862,0.17536
