-0.0045693,-0.014484,-0.028817,0.027353,0.092072,0.64543,-0.0032644,0.16383,-0.0018332,0.0032214,-0.018827,-0.0032644,-0.2637,-0.0079373,-0.0067591,-0.0018332,-0.61623,-0.0066297,-0.076545,-0.003659,-0.014484,0.038395,-0.0070349,0.1613,0.044866,-0.0013613,-0.0056583,-0.016067,-0.0023113,-0.0023113,-0.036227,-0.003659,-0.14151,-0.0069641,-0.0012501,-0.032356,0.085526,-0.013755,-0.14899,-0.057046,-0.0096484,-0.017613,0.044866,0.010362,0.01397,-0.006233,-0.0070349,0.0072295,-0.0018332,0.013886,-0.0047815,0.044866,-0.0023113,-0.0033341,-0.0047815
-0.0088875,-0.011944,0.0031671,0.022759,0.062049,0.58381,-0.017734,0.15156,-0.015177,-0.0065935,0.011321,-0.017734,0.17232,-0.01799,-0.036218,-0.015177,0.63714,-0.021354,-0.03517,-0.01165,-0.011944,-0.011758,-0.013683,0.12243,0.02622,-0.0033851,-0.024966,0.034334,-0.039253,-0.039253,0.028937,-0.01165,0.059166,-0.0047622,-0.021925,0.024928,0.095893,-0.11217,0.11006,-0.34915,-0.022857,-0.0016984,0.02622,-0.0025677,-0.0082688,-0.042307,-0.013683,0.0043424,-0.015177,-0.015642,-0.021097,0.02622,-0.039253,-0.043787,-0.021097
0.0010186,-0.0018285,0.0037939,0.0019577,0.15957,-0.046515,0.030359,-0.10155,0.030477,0.0041648,0.00065374,0.030359,0.015992,0.023718,0.065185,0.030477,0.025399,0.0043183,0.13126,0.0063537,-0.0018285,0.50795,0.0015683,-0.050268,0.3768,-0.0026865,0.041771,-0.012943,0.18619,0.18619,0.0025246,0.0063537,0.0079314,-0.0041891,0.0073717,-0.0014684,-0.051587,0.24246,0.00036624,-0.20948,0.0071475,0.00061035,0.3768,-0.019778,0.021334,0.044338,0.0015683,-0.0017376,0.030477,0.027225,0.035298,0.3768,0.18619,0.17431,0.035298
0.017247,0.018647,0.072684,0.0011041,-0.039584,0.072354,0.074584,0.046555,0.078627,0.028249,-0.00083772,0.074584,0.1061,0.066083,0.21368,0.078627,-0.031101,0.045172,0.18953,0.019465,0.018647,-0.10096,0.026553,0.066438,-0.27832,-0.0014637,0.15821,0.002945,0.16643,0.16643,-5.2885e-05,0.019465,0.035604,-0.0053834,0.055365,0.032486,0.10319,0.50467,-0.022253,-0.25594,0.041519,0.11655,-0.27832,-0.00079485,0.094786,0.19269,0.026553,0.011845,0.078627,0.15439,0.13369,-0.27832,0.16643,0.19714,0.13369
0.12282,0.17712,0.41234,-0.0026729,0.085035,-0.025482,0.046241,-0.075485,-0.0252,0.1308,-0.0053019,0.046241,0.22345,-0.023096,-0.00066456,-0.0252,-0.16693,0.039959,0.068295,0.034713,0.17712,-0.088398,0.1891,-0.091326,0.11425,-0.0087994,0.024463,-0.0077361,-0.21223,-0.21223,-0.0067508,0.034713,0.12462,-0.00039861,0.051337,0.17848,0.14948,-0.043543,-0.064797,-0.17072,0.20193,0.38641,0.11425,-0.0033803,0.097128,0.06839,0.1891,0.11026,-0.0252,0.064739,0.020673,0.11425,-0.21223,-0.19101,0.020673
0.071283,0.10256,0.18598,-0.0077662,-0.066665,0.02946,0.050754,0.039896,-0.088577,0.069853,0.0058232,0.050754,-0.046395,-0.08561,-0.30317,-0.088577,-0.046079,-0.056295,0.32916,0.039203,0.10256,0.12222,0.10975,-0.036488,-0.12861,-0.0074207,-0.24744,-0.0059171,0.26407,0.26407,0.0087567,0.039203,0.090018,-0.0063094,-0.062453,0.044011,0.050758,-0.21374,0.012571,-0.026395,0.13439,0.06709,-0.12861,0.011001,0.038656,-0.2796,0.10975,0.038219,-0.088577,-0.21392,-0.2091,-0.12861,0.26407,0.14118,-0.2091
-0.081302,-0.12698,-0.18434,-0.0045189,0.043191,0.021348,0.33535,-0.027151,-0.17609,-0.012374,0.0056947,0.33535,-0.18771,-0.17397,-0.14121,-0.17609,0.016618,0.025495,0.35796,0.043579,-0.12698,-0.06028,-0.12517,-0.14096,0.028701,0.0061787,0.019576,-0.020056,-0.095512,-0.095512,0.024416,0.043579,0.21341,-0.016735,0.023104,-0.090256,0.12726,0.12238,0.041722,7.1225e-06,-0.073616,-0.090438,0.028701,0.015975,0.37466,0.038507,-0.12517,-0.057294,-0.17609,0.082917,0.016543,0.028701,-0.095512,-0.21849,0.016543
-0.018488,-0.025652,0.022261,0.091263,0.35479,-0.022571,0.14711,-0.16996,0.25131,0.1031,0.016691,0.14711,0.11322,0.25014,0.13628,0.25131,-0.099367,-0.15178,0.1983,0.042359,-0.025652,-0.12471,-0.028464,0.22698,-0.015127,-0.0032927,-0.10026,-0.079258,-0.12309,-0.12309,0.031387,0.042359,0.17744,0.025929,-0.16373,-0.058136,-0.16062,-0.033028,0.060963,-0.074187,0.012537,-0.26716,-0.015127,-0.082381,0.058958,-0.23819,-0.028464,0.071912,0.25131,-0.14657,-0.084728,-0.015127,-0.12309,0.10315,-0.084728
-0.11257,-0.17735,0.07879,-0.075707,0.029638,-0.24218,0.052935,0.44194,0.094382,0.08169,-0.030236,0.052935,0.11479,0.091644,-0.0026434,0.094382,-0.056771,0.023075,-0.13828,-0.019231,-0.17735,0.037055,-0.17332,0.019222,0.037496,-0.024106,-0.097311,0.19637,0.0035747,0.0035747,-0.030429,-0.019231,0.098234,0.0071925,0.039255,0.18072,0.4998,-0.031194,-0.16035,-0.059136,-0.17373,0.019823,0.037496,0.23345,0.027901,-0.052381,-0.17332,0.10977,0.094382,-0.11243,-0.082233,0.037496,0.0035747,0.078803,-0.082233
0.14294,0.21604,-0.24703,-0.064213,-0.11958,-0.15687,0.10356,0.39301,0.10965,-0.31077,0.0087757,0.10356,-0.16523,0.090266,0.056829,0.10965,0.059959,0.028548,0.13842,-0.026232,0.21604,-0.021552,0.22008,0.18084,0.063848,-0.0025254,-0.046663,0.10177,-0.087735,-0.087735,-0.003208,-0.026232,-0.14293,-0.0096033,0.025205,-0.1827,0.04338,0.01492,0.052348,-0.075282,0.17489,0.03868,0.063848,0.1417,0.080355,-0.01936,0.22008,-0.31821,0.10965,-0.057254,-0.039432,0.063848,-0.087735,0.01763,-0.039432
-0.032041,-0.054573,-0.11736,0.067832,0.10447,0.058304,0.066037,-0.32772,0.1293,-0.23531,-0.038414,0.066037,-0.12404,0.11722,-0.076292,0.1293,0.087011,0.22483,-0.17851,-0.093921,-0.054573,-0.0093809,-0.049331,0.01544,-0.030001,0.010728,-0.21386,-0.10562,0.019604,0.019604,-0.041823,-0.093921,-0.017568,0.00061647,0.24286,0.16426,0.00025882,-0.038856,-0.1045,0.043759,-0.12925,0.46727,-0.030001,-0.12133,0.26082,0.026169,-0.049331,-0.16689,0.1293,0.014512,-0.18072,-0.030001,0.019604,0.11979,-0.18072
0.014748,0.0035489,0.096424,0.13496,0.30229,-0.13898,0.0061182,0.024527,-0.036841,0.28821,-0.024401,0.0061182,-0.30589,-0.087358,-0.10346,-0.036841,0.17057,0.31612,0.021689,0.06436,0.0035489,-0.040996,0.022705,0.25945,-0.019193,0.020195,-0.077829,-0.020574,-0.026246,-0.026246,-0.053041,0.06436,-0.22621,-0.059983,0.32452,-0.22228,0.010524,0.12649,-0.03812,-0.041408,0.078554,-0.056612,-0.019193,0.011129,-0.17071,0.22258,0.022705,0.25507,-0.036841,-0.21754,-0.06577,-0.019193,-0.026246,-0.050751,-0.06577
