-0.0016959,-0.00011747,-0.013015,-0.0027046,-0.0008896,-0.00057722,0.0031612,0.91294,0.00087653,0.00087653,-0.0016468,-0.00098566,-0.0027025,-0.40784
-0.067278,0.00021676,-0.53701,-0.079697,0.0016416,-0.022151,0.0011945,0.33321,0.00034834,0.00034834,-0.032205,-0.050026,-0.037658,0.76437
0.49242,0.0010511,-0.43233,0.56482,0.0079604,-0.08527,0.024402,-0.067054,0.01719,0.01719,-0.057295,0.45534,0.086351,-0.14317
-0.36711,8.8923e-05,-0.21672,0.28152,0.00067344,0.17502,0.020694,-0.046728,0.01444,0.01444,0.19059,-0.2867,0.75907,-0.10316
0.0080247,0.0031694,-0.1786,-0.15677,0.024003,0.03173,0.69175,-0.060358,0.45908,0.45908,0.095077,-0.065652,-0.10142,-0.12072
0.39282,0.0042528,-0.20175,-0.27793,0.032208,0.23123,-0.15165,-0.041672,-0.097127,-0.097127,0.77293,-0.13744,-0.070962,-0.090945
-0.17991,0.013295,-0.055643,0.15567,0.10068,0.89911,-0.018852,-0.0094809,-0.010405,-0.010405,-0.1495,0.14355,-0.27857,-0.019316
-0.062654,0.12626,-0.13247,-0.076046,0.95619,-0.13303,-0.057865,-0.045756,-0.029416,-0.029416,-0.073441,-0.043406,-0.021693,-0.099395
0.014689,0.0029109,0.031069,0.014907,0.022046,0.0080547,0.69114,0.0089726,-0.50961,-0.50961,0.015272,0.0057241,0.010971,0.021892
-0.14525,-0.00098279,-0.030308,-0.53986,-0.007443,0.064733,-0.0043448,-0.008202,-0.0055763,-0.0055763,0.013184,0.73412,0.37779,-0.017672
0.58167,-0.00035473,-0.011065,-0.32841,-0.0026865,0.24646,-0.0019305,-0.0035132,-0.0021386,-0.0021386,-0.51693,-0.32019,0.35087,-0.007583
0.26059,0.030546,0.61832,0.25298,0.23715,0.12667,0.12667,0.20274,0.1364,0.13633,0.23983,0.1442,0.23575,0.42932
0.00013892,0.64291,0.00032962,0.00013486,-0.084763,6.7527e-05,6.7527e-05,0.00010808,-0.5382,0.53835,0.00012785,7.6868e-05,0.00012567,0.00022887
0.00014225,0.7547,0.00033753,0.0001381,-0.099521,6.9148e-05,6.9148e-05,0.00011067,0.45862,-0.45847,0.00013092,7.8713e-05,0.00012869,0.00023436
