-0.0094334,-0.31109,-0.17429,-0.0027968,0.016988,0.00070962,0.0027322,-0.077323,-0.028206,-0.0066348,-0.010642,-0.016381,-0.0026032,-0.18792,-0.0046929,0.0034684,-0.0016261,0.00031511,-0.011152,0.013667,3.2329e-05,-0.00091098,0.0063596,-0.012542,-0.002111,-0.0093748,3.3161e-05,-0.10195,-0.024245,-0.0057454,-0.0050522,0.004525,-0.0092088,0.90384,-0.023253,-0.0061378,0.0028693,-0.022533,-0.0037731,-0.0099944,-0.0041107
0.026359,-0.62305,0.67558,-0.026667,-0.0011679,1.7145e-05,0.00074666,-0.091293,-0.044795,-0.0073124,-0.022317,-0.01918,-0.0069678,-0.20904,0.014286,-6.5324e-05,-0.013048,-0.019123,-0.010538,-0.024759,0.0058293,-0.0039919,0.00015365,-0.020297,-0.0049082,0.027276,0.0059793,0.28456,-0.032128,-0.0087532,0.01538,-0.016019,-0.0097196,-0.10741,-0.024869,-0.0076782,0.00078413,-0.029293,-0.0052085,-0.0091725,-0.019732
0.076055,-0.19413,-0.53258,-0.005413,4.6354e-05,1.1021e-05,-0.00078439,0.016228,-0.0050606,0.00019526,-0.00018432,0.00086381,-0.0016443,0.016468,0.011435,2.6756e-05,-0.0033265,-0.0060987,0.0013902,-0.0041777,-0.0068765,-0.0017102,9.8771e-05,-0.0010325,-0.0017571,0.051415,-0.0070535,0.81487,-0.0014311,-0.00062188,0.012311,-0.0042974,-0.0017408,-0.071223,0.0073304,-0.0025857,-0.00082375,0.0037262,-0.0017759,0.00055898,-0.0021255
-0.021903,-0.53451,-0.12622,-0.015808,-0.0018414,0.00011488,0.0004018,0.26957,0.017578,0.011476,0.030836,0.043911,-0.0072633,0.7365,-0.0056294,0.00028828,-0.025763,-0.026864,0.016124,-0.01125,-0.00014298,-0.0066069,0.0010295,0.015202,-0.014701,-0.016968,-0.00014666,-0.23311,0.028681,0.013066,-0.0060603,-0.014794,0.0018876,-0.050845,0.11033,-0.005464,0.00042197,0.07634,-0.010584,0.015523,0.0041347
-0.017443,-0.20915,-0.17659,0.070131,0.0016632,-0.00025157,-0.0011453,0.69029,0.12059,0.02495,0.085249,0.046605,0.011971,-0.5412,-0.0020997,0.00018612,0.038779,-0.009193,0.069787,0.061511,-0.00074823,-0.01025,-0.0022545,0.1038,0.0087418,-0.011415,-0.00076748,-0.17889,0.12993,-0.0173,-0.0022604,0.035427,0.017372,-0.16348,0.08006,-0.0088486,-0.0012028,0.10583,0.030188,0.049841,0.076292
-0.015227,-0.16536,-0.1455,0.20481,-0.023402,-0.00048005,-0.002005,-0.40379,0.19364,0.06464,-0.092829,-0.20598,-0.0081978,-0.10372,0.007403,-0.0027778,0.37078,0.059737,0.30716,0.23319,0.00082625,-0.0070724,-0.0043022,-0.15836,0.086878,-0.0019816,0.00084751,-0.13411,0.0029419,0.09381,0.0079698,0.080972,-0.020415,-0.13763,0.29312,-0.028396,-0.0021056,0.41233,-0.0038052,-0.02363,-0.097703
-0.014733,-0.16148,-0.12627,-0.18444,0.15038,-0.00055523,-0.0022767,-0.31331,0.36353,-0.031129,0.058323,0.051338,0.041781,-0.033734,0.012546,-0.00071299,0.003317,0.12517,-0.080353,0.30619,0.0015633,0.0012742,-0.004976,0.28687,0.15102,0.0025431,0.0016036,-0.11534,0.31492,-0.027779,0.013507,-0.1449,0.10119,-0.11933,-0.21601,-0.058919,-0.0023909,-0.31019,-0.030779,0.13336,0.3402
0.0031261,0.0052665,0.022947,0.28394,-0.17758,0.00094267,0.0038096,-0.032122,0.47788,0.12013,-0.016952,-0.18102,0.076236,0.016664,-0.0038355,0.0017025,-0.31923,-0.0051435,0.076143,-0.33999,0.0014175,-0.0054289,0.0084482,-0.058706,-0.12725,-0.0015066,0.001454,0.021861,0.37102,-0.061639,-0.0041291,-0.15704,0.24632,0.037873,-0.070306,-0.026032,0.0040008,-0.036493,0.079586,-0.12702,-0.32101
-0.011934,-0.10514,-0.090135,0.52311,0.0419,-0.00037493,-0.0015247,-0.13269,-0.26592,0.04551,0.23218,0.31656,0.2401,-0.033727,0.014015,0.0064889,0.14791,0.44166,-0.0038727,-0.26437,0.0019611,-0.021471,-0.0033602,0.069255,0.05427,0.005116,0.0020116,-0.081908,-0.018249,-0.11063,0.015088,-0.12146,-0.14582,-0.082826,-0.16539,-0.010694,-0.0016012,-0.059987,0.00010026,-0.10776,0.039718
0.0012538,0.014941,0.0081338,0.08101,0.63147,-9.7721e-05,-0.00039224,0.048019,0.081016,0.025382,-0.28592,-0.17353,-0.091683,0.0123,-0.0018313,0.0023022,0.060924,-0.078813,0.069171,-0.41134,-0.00055808,0.028263,-0.00087577,-0.17702,0.03402,-0.00079884,-0.00057244,0.0072594,-0.042158,-0.068912,-0.0019715,-0.068135,0.078742,0.0054348,-0.020672,-0.0045489,-0.00041193,0.077853,0.043647,-0.10395,0.45888
