-0.0043168,0.027771,-0.0072771,0.21359,0.19921,-0.0042405,-0.0034746,0.032785,0.92671,-0.22999,0.032638
0.0097487,-0.083436,0.0059576,0.39237,0.85205,0.0082704,0.0055748,-0.10781,-0.28544,-0.089216,-0.10867
-0.007391,-0.0014559,0.99671,-0.0064176,-0.015428,-0.0070745,-0.0056257,-0.0062914,-0.0064075,-0.077812,-0.0029165
0.74115,-0.0068686,-0.012667,-0.032168,-0.04248,0.53854,0.26688,0.020245,-0.049461,-0.28813,0.022908
0.0092533,-0.30287,-0.0025354,0.81116,-0.45734,0.0065817,0.003085,-0.096861,-0.066639,0.014741,-0.16414
-0.077606,-0.30943,-0.0041873,0.10886,0.039134,-0.027824,0.021751,0.68886,-0.10227,-0.12671,0.6185
-0.49825,0.020874,-0.0065831,-0.015341,-0.019505,0.21791,0.82949,-0.046308,-0.014327,-0.10562,-0.039985
-0.018659,0.87746,-0.0060014,0.31532,-0.072952,-0.022776,-0.022753,0.30947,-0.12279,-0.11415,-0.0028655
-0.0061468,0.16878,-0.0037405,0.11779,-0.035625,-0.0074548,-0.007412,-0.62545,-0.035557,-0.026552,0.75036
-0.34207,0.023105,0.023721,0.038098,0.036443,0.811,-0.37841,0.035454,0.048407,0.27105,0.033625
0.28065,0.073103,0.075051,0.12054,0.1153,-0.056953,0.31047,0.11217,0.15316,0.85758,0.10639
