-0.0058386,0.19166,0.014847,-0.66997,-0.0027265,-0.0022425,0.0056892,0.0091952,0.0035639,0.0053277,-0.0038072,0.0011253,0.045499,-0.0086387,0.008433,0.020034,0.23849,-0.0040124,0.018818,0.038182,-0.032287,0.038104,0.033278,-0.0020409,0.00085743,0.00049599,0.6701
0.004027,-0.57545,-0.006015,0.51104,0.0019132,0.00057569,0.0040277,0.0066679,0.0025231,0.0037718,0.0011062,-0.0044402,0.011439,0.0038448,0.0078723,0.010624,0.14332,0.0030456,0.00095305,0.024779,0.016383,0.026675,0.024755,0.0015492,-0.0032842,-0.0023455,0.62004
0.026953,-0.35848,0.057297,-0.23289,0.019358,0.0026095,0.028088,0.011066,0.017595,0.026303,-0.0043219,-0.0038179,0.088352,-0.0026303,0.010472,0.082258,0.43536,0.0076497,0.041361,0.034532,0.72235,0.073799,0.056011,0.0038911,-0.0021635,-0.0020016,-0.27079
-0.022581,-0.044322,0.088943,0.053005,-0.01582,-0.0041213,0.036033,0.01944,0.022572,0.033743,3.7404e-05,-0.0025529,0.14355,-0.0035318,0.018059,0.11723,0.71252,-0.0064646,0.064662,0.063136,-0.59265,0.1112,0.083339,-0.0032883,-0.0012165,-0.0013715,-0.24912
0.0010741,-0.2105,0.25371,-0.13907,3.7189e-05,0.00073254,0.26591,-0.082053,0.16657,0.24901,0.0011884,-0.0014129,0.28221,0.0021307,-0.10414,0.40176,-0.37545,0.0021314,0.31774,-0.17974,-0.11293,0.29869,0.27588,0.0010842,0.013403,0.00043859,-0.019458
0.00047483,-0.029743,0.21344,-0.012596,0.00039543,-0.0013096,0.026551,0.060962,0.016632,0.024863,-0.0022318,-0.0051227,0.68237,-0.0034478,-0.00088533,-0.024889,-0.08782,0.0006839,-0.58228,0.072989,-0.0099883,0.022096,-0.35796,0.00034787,0.030833,-0.0025049,0.003667
0.0038282,-0.083868,0.42443,-0.043353,0.0024662,-0.0027129,-0.14263,0.06184,-0.089347,-0.13356,-0.0051383,-0.013999,0.21716,-0.0075161,0.018717,-0.37944,-0.12462,0.0035983,0.33228,0.53591,-0.03332,-0.27947,0.27416,0.0018303,0.030711,-0.0062019,-0.025415
0.0082572,-0.056463,-0.59031,-0.045951,0.0036812,0.0077162,0.1217,0.034129,0.076234,0.11396,0.0098527,0.013381,0.049828,0.021034,0.025195,0.11139,-0.11851,0.0046057,-0.17394,0.66522,-0.034189,0.22896,0.22614,0.0023427,-0.03999,0.008343,-0.042798
-0.0044331,0.0286,0.33725,0.011788,-0.0038268,0.0070437,-0.024226,-0.14744,-0.015176,-0.022687,0.0098302,0.022848,-0.28544,0.021957,-0.10792,-0.016706,0.012388,-0.0049461,-0.61376,-0.045157,0.0092985,0.074751,0.61833,-0.0025159,0.024968,0.0098882,0.00094564
0.18368,-0.20397,0.16646,-0.1502,0.082805,0.17247,0.23217,0.17085,0.14544,0.21742,0.0051824,0.024334,-0.28974,0.57662,0.26199,0.11489,-0.047116,0.065355,-0.10947,0.11192,-0.11516,-0.32648,-0.18185,0.033244,0.0069097,0.020157,-0.043479
0.087884,-0.055201,-0.1878,-0.042873,0.016834,0.19145,-0.26634,-0.14354,-0.16684,-0.24941,-0.072699,-0.035444,0.20656,0.69229,-0.23708,-0.18443,-0.017088,-0.013762,0.069167,-0.16797,-0.031302,0.26358,0.099354,-0.007,-0.010333,-0.023992,-0.019089
0.6394,-0.16182,-0.070307,-0.11616,0.43804,-0.024055,-0.088034,-0.029921,-0.055148,-0.082439,0.050869,0.043545,-0.0088459,-0.26409,-0.053933,-0.083172,-0.044513,0.42115,-0.029279,-0.074367,-0.12193,0.040951,-0.0016009,0.21422,0.011516,0.036994,-0.042429
-0.084759,-0.1297,-0.035076,-0.090378,-0.052091,0.0061607,-0.045897,0.0085733,-0.028751,-0.04298,0.8763,-0.11108,-0.011644,0.010571,-0.013301,-0.062667,-0.035124,-0.070468,-0.011914,-0.045272,-0.054923,0.013421,-0.017841,-0.035844,-0.0054304,0.40016,-0.032447
-0.085746,-0.06996,-0.014918,-0.042046,-0.10152,-0.0050741,-0.029179,0.01859,-0.018279,-0.027324,0.076487,0.97899,0.011767,0.0078902,-0.0047317,-0.048069,-0.017692,0.038861,0.010516,-0.029588,-0.024963,0.015766,-0.012871,0.019767,-0.036966,0.021593,-0.016426
-0.21737,-0.028323,-0.0082305,-0.02234,-0.53987,-0.0099316,-0.0072142,-0.00030387,-0.0045192,-0.0067557,-0.008437,-0.11472,-0.0090338,0.041117,-0.0020745,-0.0093623,-0.0081673,0.71539,-0.0081764,-0.0078424,-0.001925,-8.1126e-05,-0.0029317,0.36389,0.010051,0.0066345,-0.0074244
-0.030982,-0.058725,-0.049177,-0.036666,-0.016847,-0.0028336,-0.036702,0.028126,-0.022991,-0.034369,-0.011414,0.024573,-0.045885,-0.015383,0.066144,0.0031102,-0.019124,-0.029269,0.0021891,0.0021976,-0.024958,0.067977,-0.021257,-0.014888,0.98613,-0.019322,-0.015775
-0.028741,-0.048619,-0.10246,-0.034478,-0.015888,0.0079442,0.14511,0.66757,0.090902,0.13589,-0.060701,-0.043106,0.056432,-0.040153,0.21792,-0.49642,-0.022084,-0.027025,-0.021112,-0.28571,-0.023867,0.23091,0.21776,-0.013747,-0.041034,-0.0088317,-0.02357
0.11028,-0.054932,0.14777,-0.036357,-0.21797,0.80535,-0.05527,0.11642,-0.034623,-0.051757,-0.029718,-0.01159,-0.17536,-0.2623,-0.15729,0.019499,-0.034234,-0.088628,-0.001637,0.12578,-0.028137,0.23949,-0.18156,-0.045082,-0.030916,-0.015812,-0.013415
