"d5d4d5","d4d5d5","d5d4d4","d5d5d6","d4d4d4","d5d5d4","d4d4d5","d5d5d5","d5d6d6","d5d6d5","d4d4d3","d6d5d5","d6d6d6","d4d3d4","d3d4d4","d6d6d5"
"-0.00044702","-0.0031851","-0.07605","-0.097124","-0.1131","-0.096612","-0.030562","-0.17381","0.38414","0.81049","-0.34733","0.065733","0.045682","-1.7418e-17","4.4208e-17","-5.6318e-17"
"-0.0012959","-0.02248","-0.0085242","-0.015411","-0.036887","0.063964","-0.33128","0.13773","0.012707","-0.0257","-0.002053","0.68017","-0.34738","-0.025515","0.090835","0.52153"
"-0.002247","-0.097776","-0.0098037","0.0026878","-0.05401","0.027352","-0.35952","-0.035123","-0.62899","0.24302","-0.10436","0.054277","-0.36143","0.024407","-0.08689","-0.49888"
