"d3d3d4","d9d9d9","d3d3d2","d9d9d8","d3d3d3","d3d3d1","d3d2d1","d3d2d2","d1d4d4","d3d2d3","d1d4d5","d8d7d7","d6d5d6","d6d5d5","d6d6d6","d6d5d4","d6d6d7","d6d6d5","d1d5d7","d5d1d1","d4d5d4","d4d5d5","d8d9d9","d5d1d4","d5d8d9","d3d1d1","d3d1d3","d3d4d5","d4d4d4","d4d4d5","d5d3d3","d5d7d7","d4d4d1","d5d6d6","d4d4d3","d4d3d3","d4d3d4","d3d4d4","d4d3d1","d4d3d2","d12d1d5","d8d8d8","d8d8d9","d10d11d10","d1d6d7","d10d11d11","d8d8d7","d9d8d8","d10d10d9","d10d10d11","d5d4d3","d5d4d4","d10d10d10","d11d10d10","d10d9d9","d5d5d6","d4d1d2","d5d5d4","d11d12d11","d4d1d3","d5d5d5","d4d1d5","d10d9d10","d2d3d4","d2d3d3","d9d9d10","d2d2d1","d2d2d2","d9d4d4","d6d7d7","d2d5d6","d9d10d10","d2d1d2","d2d1d1","d6d7d6","d2d1d3","d7d6d5","d12d12d11","d7d6d6","d1d2d3","d1d2d2","d1d1d2","d1d1d3","d2d4d5","d7d8d8","d11d11d10","d7d12d12","d1d1d1","d1d3d4","d11d11d12","d7d7d8","d11d11d11","d7d7d6","d7d7d7","d7d8d9"
"-0.014741","0.0036676","-0.021543","0.015499","-0.054669","0.00046828","0.0035822","-0.00015541","-0.041512","0.036591","-0.051006","0.045495","0.039486","0.043163","-0.039454","-0.017666","0.059222","-0.084013","-0.065185","-0.0048729","-0.0025186","0.041666","-0.025599","0.004858","-0.1792","0.19138","-0.16513","0.095095","-0.16788","-0.10394","0.13075","0.13915","-0.014813","0.14391","-0.12117","0.014266","0.018285","-0.058967","-0.020443","0.051372","0.12468","0.011071","-0.21837","0.045582","-0.044664","0.021966","-0.053542","0.11417","-0.024276","-0.10649","-0.092558","-0.20623","-0.029491","0.062375","-0.040351","0.39608","-0.11256","-0.027923","0.033081","-0.20777","-0.34723","0.0095762","-0.088217","-0.023247","0.048807","-0.11134","0.027905","0.15019","0.027018","0.0039722","-0.021245","-0.059039","0.045591","-0.081782","-0.021245","-0.19203","-0.18141","0.010549","0.089973","-0.088259","-0.07475","0.10876","0.055416","0.019992","0.17678","-0.0013888","-0.10271","0.093573","-0.11612","0.079499","-0.092883","-0.068229","0.027507","-0.0058163","-0.051797"
"-0.011154","0.1621","0.033309","0.2788","0.11241","-0.086181","0.43088","0.80595","0.017959","0.0053035","0.047996","0.097587","-0.088329","-0.0289","0.01348","-0.047979","-0.023124","-0.0042151","-0.0023609","0.0065397","0.0071448","0.037591","0.0055463","-0.017773","0.017703","-0.0045707","0.012921","0.039641","-0.00032891","-0.032413","0.00464","-0.021713","0.0081022","0.04339","-0.0036958","0.053304","-0.0037959","0.013076","-0.0014342","-0.03191","-0.00010195","0.025465","0.027185","0.025131","-0.027772","-0.014414","-0.028306","0.010594","-0.011251","-0.008876","-0.00046341","0.0047904","-0.0014435","0.00054261","-3.4694e-17","8.6736e-17","-1.9082e-16","-5.8981e-17","-6.5919e-17","7.6328e-17","-8.6736e-18","-8.8471e-17","5.2042e-17","-8.6736e-17","-4.5103e-17","6.5919e-17","1.8269e-17","-6.245e-17","9.3241e-18","2.949e-17","6.9389e-18","3.4694e-17","-3.2092e-17","-8.3267e-17","1.3878e-17","5.8981e-17","2.949e-17","2.5587e-17","-5.8981e-17","-3.4911e-17","7.1015e-17","-2.4286e-17","2.3852e-17","-1.4745e-17","-1.648e-17","-1.2143e-17","-6.5919e-17","8.6736e-18","-3.4694e-18","-5.7246e-17","0","-6.8522e-17","-3.5128e-17","6.245e-17","-1.7347e-17"
"-0.021442","-0.0012971","-0.04246","0.021687","-0.082934","0.00026647","-0.0016234","0.0081816","-0.031717","0.054076","-0.035093","0.027576","-0.079827","0.053161","0.0089154","0.046433","0.080644","-0.0096053","-0.20662","0.17639","-0.10265","0.01373","0.025409","-0.035929","-0.19181","-0.020148","0.17409","-0.009775","-0.10784","-0.077465","-0.024643","-0.017899","-0.030203","-0.1267","0.040467","0.018038","-0.041048","-0.029181","0.063499","0.091591","-0.09857","-0.08009","0.019957","0.20564","-0.095257","0.06137","0.13729","-0.066237","-0.015852","0.037677","0.03246","0.085234","0.012227","-0.0059897","0.45933","-0.16927","-0.034815","-0.21365","0.044303","-0.2552","0.057089","0.10503","0.035392","-0.0044969","0.08568","0.16595","-0.054492","0.13402","-0.056376","-0.014379","-0.030466","-0.10631","0.015648","-0.13085","-0.030466","-0.17024","-0.022848","-0.051327","0.13338","0.078948","0.14883","0.0233","0.17323","0.0071222","0.09068","-0.0047429","0.041526","-0.16911","0.057456","-0.065832","-0.09081","0.057768","0.017773","-0.16966","0.011138"
