-0.0033932,-0.0062539,-0.034266,0.011419,0.10256,0.26964,0.15435,0.47137,-0.41901,-0.24275,0.11353,-0.47296,0.18155,0.35951,-0.15748,0.10474,-0.018574,-2.6203e-016,-6.2759e-017
-0.0053527,-0.054108,-0.14655,-0.34814,0.24658,-0.19543,-0.086399,-0.15467,0.23019,0.31485,0.10949,-0.38122,-0.24623,0.18775,-0.4667,-0.091156,-0.30421,8.549e-017,3.5653e-018
-0.026183,-0.97902,0.19659,0.033721,0.0016506,0.010705,0.010161,-0.0093792,-0.015781,-0.0028306,0.0098733,0.014619,-0.0042062,-0.0040605,0.0032012,0.01117,0.00064479,5.4033e-017,-1.1994e-016
-0.00041814,-0.0014672,-0.0030513,-0.0018951,-0.033082,-0.019808,-0.013778,0.00060023,0.026674,0.074628,0.14672,-0.18163,0.10143,-0.19149,0.12762,0.065967,-0.044567,0.80128,-0.47527
-0.00054055,-0.010724,0.006547,-0.012989,-0.19088,0.20912,-0.028211,-0.06017,0.34228,-0.2513,-0.60443,-0.39705,-0.10526,-0.10639,0.013088,0.17813,-0.011822,-0.20236,-0.34117
-0.00023358,-0.0046342,0.0028291,-0.0056128,-0.082483,0.090367,-0.012191,-0.026001,0.14791,-0.10859,-0.26119,-0.17158,-0.045484,-0.045974,0.0056556,0.076973,-0.0051087,0.4683,0.78953
-0.0054241,-0.050491,-0.10973,-0.51564,0.35466,-0.063321,-0.054339,0.5232,0.18139,0.059713,-0.19185,0.070212,0.072521,-0.15748,0.24029,-0.22098,0.31333,2.086e-016,1.1411e-016
-0.0064703,-0.019276,-0.080608,-0.2082,-0.11733,-0.1895,0.53034,0.054876,-0.153,0.06804,-0.30898,0.20371,0.39816,-0.23086,-0.21877,0.066298,-0.4321,-5.8928e-016,1.5377e-016
-0.012793,-0.1653,-0.88205,0.38163,0.14799,-0.1096,-0.014256,-0.016642,0.0233,-0.038999,-0.071123,0.0017857,0.045428,-0.0024634,0.066342,0.014672,0.025649,3.6507e-016,-7.3626e-017
-0.0050184,-0.0229,-0.11518,-0.17342,-0.33854,-0.35508,0.22488,0.009757,-0.37521,0.016539,0.0021782,-0.14684,-0.4717,-0.20399,-0.11585,0.14548,0.45102,4.0997e-016,2.3152e-016
-0.9994,0.029643,0.013671,0.0078582,0.0026713,-0.0040779,-0.0056098,-0.0011596,0.00091213,-0.0016107,-0.001001,0.00067217,-0.0004781,0.00070935,0.0016489,-0.00070903,2.9369e-005,-5.8415e-017,-2.7371e-016
-0.0068065,-0.05175,-0.20448,-0.43485,-0.33934,-0.0070014,-0.26956,-0.03977,-0.02825,0.10279,0.022659,0.16513,0.11143,0.42866,0.28701,0.49969,-0.097757,-2.4481e-016,-4.7434e-017
-0.0052624,-0.044021,-0.14413,-0.041169,-0.66563,0.04651,-0.082162,0.15337,0.2398,-0.020911,0.16375,-0.039185,0.24495,0.080399,-0.21865,-0.53498,0.11536,-1.5734e-016,1.3037e-016
-0.0024201,-0.0021379,-0.011229,-0.10247,0.042354,-0.12123,0.62853,-0.12692,0.4095,-0.35558,0.30218,-0.0318,-0.10998,0.27075,0.29861,-0.021007,0.016105,-9.888e-019,-2.0174e-016
-0.0059782,-0.024693,-0.15502,-0.080844,-0.14829,0.44761,0.085466,0.20535,-0.13252,0.079336,0.069676,0.11714,-0.55113,-0.15836,0.24584,-0.20867,-0.47089,-1.5591e-016,1.6944e-017
-0.0010719,-0.0037611,-0.0078221,-0.0048582,-0.084809,-0.050779,-0.035319,0.0015387,0.068381,0.19131,0.37613,-0.46562,0.26002,-0.49088,0.32716,0.16911,-0.11425,-0.31257,0.18539
-0.00044637,-0.012235,-0.059002,-0.12653,0.030922,-0.072237,-0.27285,0.18013,0.14443,-0.61796,0.29851,0.22294,-0.076381,-0.32433,-0.34799,0.26483,-0.15327,-1.1058e-016,5.938e-017
-0.0094371,-0.030281,-0.18619,-0.27707,0.10818,0.64938,0.18434,-0.38305,-0.011123,0.077869,0.14695,0.09432,0.14093,-0.17339,-0.23823,0.098498,0.34699,3.6082e-016,1.1102e-016
-0.00061541,-0.021213,-0.06068,-0.30281,0.080185,-0.10915,-0.20254,-0.45806,-0.4057,-0.42797,-0.083306,-0.15412,0.11416,-0.029314,0.22977,-0.41913,-0.1191,-5.5511e-017,-5.5511e-017
