-0.032467,-0.0083769,-0.089889,0.54032,0.20499,0.21066,0.088511,-0.54047,0.30466,0.45601,0.011133,0.065416,0.040161,0.037472,0.049245,0.01381,-0.039408,0.012371,0.0014663,4.6146e-016,0,0,0,0,0,0,0,0
-0.0044656,0.0025775,0.016942,-0.051238,0.023619,0.040289,0.056688,-0.059095,0.01618,0.064935,-0.038339,-0.95861,0.23114,0.034948,-0.04303,-0.081254,-0.0038065,-0.0096951,0.0088881,-1.1385e-016,-1.9429e-016,-1.6653e-016,1.0061e-016,5.1619e-016,5.5511e-017,-1.301e-016,1.1059e-017,2.498e-016
-0.00048186,-0.00085074,-0.05283,0.0035309,-0.015665,0.029049,0.0052923,0.024298,-0.15472,0.10717,-0.022324,-0.0065427,0.013729,0.0076723,0.0062657,0.15071,0.040345,0.038557,-0.064165,-0.60731,0.70064,0.14833,-0.16427,-0.02142,0.041144,-0.0077987,-0.048882,0.12642
-0.00071963,-0.00084007,-0.0060095,-0.018876,0.0027629,0.023387,0.00083368,0.0098801,-0.0021729,0.046862,-0.0025766,-0.0046588,-0.18561,-0.063452,0.19193,-0.50209,0.044065,-0.18291,0.23233,-0.63717,-0.37298,-0.026522,0.10361,-0.04341,0.05386,0.064798,0.052007,-0.10819
-0.85261,0.51883,0.014925,0.0016751,-0.0097966,-0.052039,0.006594,0.020352,-0.0071597,0.0055941,-0.016577,0.0040951,0.0022835,0.0021417,-0.0017302,-0.0023177,-0.00018089,-0.0021707,8.1179e-005,2.5345e-016,-5.5511e-017,5.2042e-017,-6.9389e-017,8.3267e-017,1.7347e-017,-2.7756e-017,-3.1225e-017,1.3878e-016
-0.0025625,0.0032331,-0.18207,-0.029213,-0.011776,-0.019545,-0.02754,-0.0070623,0.19019,-0.10814,0.024529,-0.045424,-0.033419,-0.0020017,0.22565,0.27897,0.10711,-0.83625,-0.27105,8.2727e-017,3.1182e-016,4.3737e-016,-4.6295e-016,-4.4827e-016,-2.8948e-016,-2.5191e-016,-3.7798e-016,1.5238e-016
-0.00095382,-0.00073332,-0.0010055,0.016079,-0.0034153,-0.0023374,0.005046,-0.0022842,0.0045397,0.0028883,-0.0067317,0.0093435,0.10965,-0.4439,-0.005919,0.012628,0.0048111,-0.0001131,-0.0012565,-0.00089631,-0.13368,0.53034,-0.25846,-0.32152,-0.53743,-0.081036,-0.081316,-0.13756
-0.00082112,-0.0017271,-0.0054563,0.012684,0.014036,-0.0032551,-0.016419,0.0045168,0.037986,0.07015,-0.01174,-0.047836,-0.27158,-0.055533,-0.48775,0.10439,0.23246,-0.12967,0.23626,-0.00073329,-0.0066254,-0.056082,0.18071,-0.13332,-0.013252,0.21678,-0.65713,0.074818
-0.0023394,0.0032365,0.0058019,0.00090867,-0.005966,-0.043923,0.0071226,0.027075,-0.017472,0.058559,0.42201,-0.02,-0.010036,-0.0087364,0.0056252,0.0067856,0.00049431,0.0056234,-0.0002046,-0.025619,-0.026668,0.46858,0.45733,0.56203,-0.090531,-0.17716,-0.066676,0.15718
-0.0041469,0.0057353,-0.5065,-0.18702,-0.20833,-0.16482,0.074582,-0.22594,0.43155,-0.28298,0.062702,0.02295,0.043314,0.0076868,-0.14819,-0.15226,-0.13158,0.13127,0.054812,-0.012405,0.035934,0.22918,-0.18944,0.081191,0.20574,0.29303,0.0078992,0.03384
