-0.0010846,1.0804e-016,-0.00091594,-0.00020662,-0.00022395,0.0092387,0.46212,-0.089132,0.0016564,0.063365,0.71301,-0.064217,-0.067841,0.50723
-0.00059008,6.8577e-018,-0.00054765,-0.99996,0.00028744,-1.7915e-005,-0.00024303,1.4557e-005,0.0091921,-1.6322e-005,-0.00015163,-1.4138e-016,-1.648e-017,1.0408e-016
-0.0017101,-8.9339e-017,-0.0026194,-0.00012727,-0.00033205,0.013189,0.69069,0.62198,-0.0029118,-0.027797,-0.3676,2.0004e-016,1.4008e-016,1.4958e-015
-6.1757e-007,-2.7091e-017,-7.6905e-007,-0.005018,1.9268e-006,-2.2954e-005,-0.0017387,0.00084981,-0.54589,0.00031347,0.0024723,0.83129,-0.0070497,0.1043
-9.4779e-007,-8.7574e-017,-1.1803e-006,-0.0077013,2.9572e-006,-3.5228e-005,-0.0026684,0.0013042,-0.83779,0.00048109,0.0037943,-0.54165,0.0045934,-0.06796
-0.0011764,1.2531e-016,0.00012035,3.9473e-006,0.0039605,0.02431,-0.017718,0.01939,0.00031829,0.99653,-0.07497,-1.1528e-015,7.5867e-015,1.1133e-015
-0.034406,-1.1704e-017,0.0037291,0.00030506,0.99914,0.022219,8.0654e-005,-0.00012343,-1.8087e-006,-0.0045266,0.00031305,6.6787e-017,-2.2551e-017,-1.1102e-016
-0.0022449,4.651e-017,-0.00082828,-0.00016399,-0.00048243,0.01743,0.52898,-0.56083,-0.0023451,0.023194,0.043889,0.079027,0.083487,-0.62422
-0.0044677,1.7725e-016,0.00045726,1.5112e-005,0.015426,-0.69726,0.016769,-0.0054602,-4.1147e-005,0.017044,-0.0040323,0.0058008,-0.70996,-0.09422
-0.0045849,-1.2107e-016,0.00046926,1.5509e-005,0.015831,-0.71556,0.017209,-0.0056035,-4.2227e-005,0.017491,-0.0041381,-0.0056524,0.6918,0.09181
-0.99653,-1.418e-016,0.075346,0.00053747,-0.034727,0.0055498,-0.0030511,0.0012095,9.9575e-006,-0.0012055,0.00073398,-9.194e-017,-6.9389e-018,-9.3675e-017
-0.001504,-3.2859e-017,-9.2649e-005,4.3107e-006,-0.0003314,0.010945,0.16928,-0.53872,-0.0040713,-0.031211,-0.59067,-0.071646,-0.075689,0.56592
-8.242e-017,1,8.8764e-016,-2.2709e-019,4.2941e-019,4.7132e-017,8.7793e-018,8.8899e-017,2.2518e-017,9.513e-018,-1.0997e-016,1.9489e-018,-1.1974e-016,-1.1157e-017
-0.075425,8.6624e-016,-0.99715,0.00059163,0.0011289,-0.00020972,-0.0029104,-0.00094797,5.5632e-006,2.6762e-005,0.00037297,1.5959e-016,-1.5179e-017,1.7e-016
