-0.0024075,-0.0018386,0.052613,-0.0070741,0.49402,-0.0042204,0.58634,-0.0018194,0.019868,0.41214,-0.0022104,0.48892
-0.0029093,-0.0019385,-0.0034259,-0.015028,-0.010266,-0.99899,-0.0059687,0.038323,-0.0045474,0.011095,-0.0027859,-3.0531e-16
-0.0023548,0.02712,-3.3309e-05,-0.1252,-0.0046113,0.039498,0.00193,0.93588,-0.32507,0.020932,-0.0035414,7.7716e-16
-0.0021986,-0.0016289,0.036366,-0.0071795,0.36383,0.0063587,-0.43668,-0.0023138,0.033849,0.69592,-0.0035198,-0.43594
-0.0048367,0.11842,0.0059038,-0.54209,-0.0059199,-0.0014094,-0.000302,-0.33885,-0.7556,0.033268,0.071847,-3.1464e-16
-0.023068,-0.019417,0.93389,0.004203,0.23581,-0.007398,-0.11219,0.0038057,-0.012701,-0.24186,0.00060035,3.1225e-16
-0.0058331,-0.0049789,0.25318,0.0059867,-0.44052,0.002633,0.61527,-0.0038576,0.013351,0.2629,-0.0010006,-0.54211
-0.0055925,-0.0047693,0.24201,0.0067909,-0.61127,0.011899,-0.27264,-0.0041995,0.023331,0.46434,-0.0018926,0.52634
-0.066374,0.98874,0.018742,0.023675,0.0011852,-0.0020408,-4.8378e-05,0.019266,0.1288,-0.0055082,-0.0090212,1.3878e-17
-0.005784,0.037149,-0.0031719,0.60458,0.0073504,-0.010799,-0.000343,-0.036461,-0.34245,0.022673,0.71678,-3.9031e-18
-0.99744,-0.066361,-0.025869,-0.0057442,-0.0015341,0.0031572,9.3637e-05,-0.0013028,0.00047721,-0.0012076,0.00038437,-1.3878e-17
-0.0061225,0.037653,-0.0034805,0.56914,0.0061191,-0.0075298,-0.00026429,-0.077938,-0.43255,0.020099,-0.6935,-2.6455e-17
