-0.98981,0.11395,-0.076722,0.018537,-0.0092412,0.016701,-0.0045929,0.016001,-0.016433,0.010079,0.0068163,0.0012543,-4.2516e-18
-0.017517,-0.089648,-0.014492,0.16595,-0.055336,-0.62135,-0.37925,-0.41821,-0.1219,0.199,0.0085171,-0.4489,-8.3375e-17
-0.016781,-0.079942,-0.0040153,0.10629,0.68834,-0.10522,-0.20641,-0.28478,-0.03075,0.087814,-0.029202,0.60325,9.0073e-17
-0.082241,-0.075269,0.98277,-0.0055809,-0.0039311,0.0025737,0.023127,0.0079564,-0.14395,0.018841,0.0026889,0.0019158,-6.5032e-18
-0.017337,-0.039458,0.011062,-0.28434,0.21317,-0.47948,0.48671,0.31779,0.26165,0.48471,0.0038843,-0.022879,-3.0747e-17
-0.022324,0.0030663,0.14261,0.097917,-0.051193,0.077977,-0.30315,-0.05069,0.92969,-0.011807,-0.036407,-0.024814,1.1795e-16
-0.012804,-0.013476,0.017441,0.058802,0.20522,-0.46147,-0.062196,0.42027,0.031769,-0.74615,-0.029758,-0.041135,-6.0997e-18
-0.0034849,0.0032672,-0.0039794,0.0097636,-0.0071471,0.017358,-0.0053175,0.027609,-0.038044,0.039816,-0.89767,-0.030203,0.4347
-0.10086,-0.97319,-0.082469,0.11602,-0.052224,0.09881,0.065352,0.070833,0.014676,-0.012997,0.0019819,-0.017402,-9.6488e-18
-0.026513,-0.11273,-0.0093338,-0.70104,-0.42233,-0.22661,-0.25614,-0.12043,-0.010554,-0.097791,-0.02905,0.41796,9.4338e-17
-0.023235,-0.073127,-0.0012829,-0.60146,0.49814,0.2866,-0.10548,-0.13891,0.00963,-0.12722,0.0021679,-0.50534,-5.7358e-18
-0.0016822,0.0015771,-0.0019209,0.0047129,-0.0034499,0.0083787,-0.0025667,0.013327,-0.018364,0.019219,-0.4333,-0.014579,-0.90057
-0.023026,-0.0030189,0.019567,0.0099707,-0.05954,-0.10001,0.63191,-0.65095,0.16496,-0.36405,-0.048794,0.015792,-5.3636e-17
