-0.0036316,0.0058422,0.033496,-0.48054,0.28943,0.40304,0.26563,0.53768,-0.10969,0.33739,-0.17985,0.04128,-0.025356,-0.038297,0.0046213,-3.9333e-016,0,0,0,0,0,0,0,0,0,0,0
-0.011568,-0.093142,-0.0016365,0.21827,0.64162,0.087951,0.034529,-0.53637,0.012774,0.29869,-0.37644,-0.053313,-0.00072954,0.034552,-0.011054,1.053e-016,4.9137e-017,1.0314e-016,-4.7209e-017,1.2413e-017,-3.6119e-019,8.879e-018,-1.5601e-016,2.4198e-016,2.6583e-017,-5.6874e-017,5.9717e-017
-0.00097984,-0.0023014,0.15487,0.015312,-0.014437,-0.0057657,-0.14321,0.040175,-0.010307,0.024047,-0.071598,0.0024378,-0.102,0.0042515,0.10361,0.086209,0.3509,-0.47704,0.24667,0.23564,-0.16419,0.20526,-0.51355,0.33553,0.070837,0.016153,0.035618
-0.0018455,-0.0022396,0.015459,0.029807,-0.013336,-0.064041,0.10358,-0.061652,-0.069925,0.34399,0.37856,0.018957,-0.26057,0.36784,0.036832,0.70177,-0.023658,0.081015,-0.068063,0.026177,0.013155,-0.053486,-0.021894,-0.0014516,-0.0086828,0.0099279,-0.0026007
-0.058296,-0.97122,-0.053063,0.1109,0.026277,-0.035408,-0.0014137,0.16894,-0.005978,-0.048001,0.058043,0.026053,-0.026287,-0.025432,0.00024199,-1.8442e-016,1.5266e-016,-1.3878e-017,2.7756e-017,1.0408e-017,3.4694e-017,8.3267e-017,-7.6328e-017,-1.1276e-016,4.1633e-017,5.2042e-018,7.5027e-017
-0.00084803,-0.0027269,0.0014789,-0.030301,-0.016507,-0.050352,0.018148,-0.035414,-0.0009009,-0.0079464,-0.068285,0.44097,0.03643,0.06123,0.013456,0.075018,0.32009,-0.36684,0.062276,-0.25636,-0.066353,-0.14937,0.57715,0.15431,0.14473,0.26932,0.02943
-0.00075199,0.00029921,0.18192,0.070971,-0.028195,0.027985,0.16311,0.020578,0.026006,-0.12909,-0.10282,-0.017008,-0.12918,0.097855,-0.090319,0.054442,-0.54267,-0.61938,-0.017121,0.045424,0.12896,0.096949,0.040382,-0.33154,-0.084915,0.04601,0.20074
-0.001404,0.0032616,-0.0023593,0.0055555,-0.0072178,-0.014639,-0.0030536,0.055332,0.46988,0.098876,0.0013701,0.0058897,-0.00098171,0.0015514,-0.0011604,-0.039421,-0.0071235,-0.11206,-0.60586,-0.14749,0.32776,0.10059,-0.04722,0.45543,-0.12918,-0.097969,0.097734
-0.0052365,-0.0031213,0.73586,0.26075,-0.038863,0.049866,0.19794,0.027752,-0.025126,0.1173,0.13672,0.055251,0.17284,-0.22903,-0.024693,-0.040267,0.080605,0.098567,-0.21726,0.31852,-0.18041,-0.086011,0.14504,-5.4459e-005,-0.00016161,0.00021876,0.00038978
-0.0007128,0.00028362,0.17244,0.067272,-0.026725,0.026526,0.15461,0.019505,0.024651,-0.12236,-0.097461,-0.016121,-0.12245,0.092755,-0.085612,-0.025301,-0.20974,0.31724,0.10156,-0.17412,0.079163,0.093881,-0.16606,0.24153,0.53012,0.46964,0.30867
