-0.0103,0.0058595,-0.0014102,-0.10206,-0.17624,0.90528,-0.031736,0.37107,0.012102,-0
-0.37985,-0.9248,0.016378,0.011885,0.00030444,0.0030712,-0.0061757,-0.00055503,0.0021185,8.3583e-18
-0.0016069,-0.005512,0.016054,0.015635,0.00075211,0.021689,0.99864,0.037799,-0.016569,-1.6531e-15
-0.92387,0.38033,0.029809,0.028116,-0.0021996,-0.01115,-0.00014537,0.0023296,0.00034768,-8.9481e-19
-0.025262,-0.0022622,-0.89976,0.22099,-0.14157,0.12841,0.020619,-0.32236,0.0089654,3.7911e-17
-0.026488,0.0016887,0.020808,-0.79446,0.09228,0.16506,0.029617,-0.57445,-0.032679,2.5358e-17
-0.018518,-0.0050408,-0.25721,-0.49642,-0.56665,-0.36458,0.001834,0.48269,-0.005404,-5.9819e-17
-0.0015756,-0.0016284,-0.027257,0.011797,0.042922,0.0042162,-0.016337,0.041112,-0.89796,0.4347
-0.00076052,-0.00078604,-0.013157,0.0056945,0.020718,0.0020351,-0.0078856,0.019845,-0.43344,-0.90057
-0.019443,-0.0013894,-0.34858,-0.24859,0.7855,-0.056468,-0.0054144,0.43806,0.064787,-3.4464e-17
