-0.0084586,-0.0051474,0.75053,-0.15758,-0.52865,-0.36219,0.02867,-0.0023798,0.016956,6.6798e-017,7.6518e-017
-0.00027267,-0.003913,-0.02058,-0.015615,-0.026438,-0.067263,-0.89901,6.4956e-005,0.023564,-0.30533,0.30345
-0.00051648,0.00013999,-0.0034236,-0.00061055,-0.00067206,-0.0027,0.00055956,-0.39527,0.0106,0.64746,0.65147
-0.00065649,-0.0017694,0.018148,-0.023527,0.12192,-0.081741,0.028429,0.026764,0.98795,-7.4897e-016,-2.8363e-016
-0.00013004,-0.0018662,-0.0098151,-0.0074473,-0.012609,-0.03208,-0.42877,3.098e-005,0.011238,0.6402,-0.63626
-0.0011996,0.00032516,-0.0079519,-0.0014181,-0.001561,-0.0062713,0.0012997,-0.9181,0.02462,-0.27876,-0.28048
-0.0078307,-0.014506,0.36027,0.86343,0.015776,0.34643,-0.048456,-0.0057797,0.042179,8.6736e-018,-9.541e-017
-0.13601,-0.99047,-0.017178,-0.0091421,-0.0077709,-0.0026585,0.0053009,-2.9277e-006,-0.0011799,5.5511e-017,-1.3878e-016
-0.0074735,-0.009184,0.51056,-0.4477,0.47207,0.55792,-0.060285,-0.009232,-0.030171,5.4817e-016,-1.5613e-016
-0.9906,0.13626,-0.011567,-0.0014779,-0.00087348,-0.00086828,8.2232e-005,0.0014461,-0.00024252,-5.5511e-017,5.5511e-017
-0.003852,-0.0081345,0.21185,0.16816,0.694,-0.65211,0.016979,-0.0025462,-0.13992,-1.1709e-017,1.8215e-017
