-0.00016184,0.0026079,-0.00055464,0.039558,-0.070856,-0.0027053,-0.0034988,0.02195,-0.0001443,0.017882,-0.068759,0.14516,-0.029716,0.15259,-0.021568,0.061606,0.0025571,0.035384,-0.18469,-0.071253,0.15794,-0.11363,-0.028135,-0.098505,0.036632,0.16015,0.046676,0.030849,-0.18256,-0.071076,-0.012349,-0.080637,-0.057875,0.0964,0.036953,0.067343,0.011405,-0.046345,-0.037873,-0.0013025,-0.0083364,-0.0006906,-0.014675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8671
-0.00062302,-7.6998e-005,-0.00016546,0.0013528,0.00039991,0.0018365,-0.024474,0.0077024,-0.01514,-0.022641,-0.0015516,0.015803,-0.0025366,-0.0024557,0.011399,-0.026407,-0.0094773,0.028896,-0.0031414,0.033618,0.018952,0.098725,-0.012303,-0.00046069,0.0028485,0.043229,-0.056263,0.069851,0.020889,0.18928,0.12729,-0.16412,-0.1348,-0.0053248,0.050444,-0.024475,0.16992,0.021468,0.023948,-0.029537,-0.0014119,-0.010407,-0.33698,0.085657,0.17088,-0.41964,-0.44413,-0.17151,-0.094299,0.029193,0.025965,-0.26371,0.25524,-0.071239,-0.03443,0.0010862,0.038436,-0.0073366,-0.035981,-0.063351,-0.076634,0.028302,-0.038072,-0.032743,-0.014266,-0.35089,0.0057032
-0.00027378,6.7816e-005,0.00066263,0.0077177,0.0051891,-0.011414,-0.012863,0.0014271,0.0018318,-0.0069337,-0.0076988,-0.0026009,0.0019897,-0.0087325,-0.00095268,0.024513,0.0062765,-0.023019,0.022897,0.0095347,-0.0045397,-0.012792,0.054202,0.054428,0.033843,0.0078163,0.017304,0.072741,-0.18194,-0.072972,0.37352,0.11323,0.069427,0.18252,-0.18949,-0.045307,-0.043782,0.26663,0.26381,-0.039219,-0.087904,0.024463,0.2325,-0.68457,0.049252,-0.1281,-0.11397,0.0055511,-0.021957,-0.01124,-0.034398,-0.025625,0.026757,0.0088801,0.036471,-0.0049548,-0.0089164,-0.037714,0.027507,0.01919,0.011965,-0.010803,0.012215,0.026771,-0.0083486,-0.049439,-0.003935
-0.0001775,4.3966e-005,0.00042959,0.0050035,0.0033642,-0.0073998,-0.0083395,0.00092519,0.0011876,-0.0044952,-0.0049912,-0.0016862,0.00129,-0.0056614,-0.00061764,0.015892,0.0040692,-0.014924,0.014844,0.0061815,-0.0029432,-0.008293,0.03514,0.035287,0.021941,0.0050674,0.011218,0.047159,-0.11795,-0.047309,0.24216,0.073406,0.045011,0.11833,-0.12285,-0.029373,-0.028385,0.17286,0.17103,-0.025426,-0.056989,0.015859,0.54753,0.65964,0.0095728,-0.18626,-0.088666,0.019852,0.018248,-0.058226,0.046308,0.025808,0.020728,0.058443,-0.012902,0.090874,-0.022475,-0.030685,0.073015,0.0097645,0.033792,-0.038245,-0.0058489,0.04289,-0.05437,-0.078663,-0.0092666
-0.00040671,0.007125,-0.0039275,0.027926,-0.054415,-0.0093756,-0.070741,0.031057,-0.084712,0.049329,0.28219,-0.20484,-0.0016915,0.048947,-0.032368,-0.0087356,-0.003886,-0.064156,0.14348,-0.10379,0.061929,-0.008025,-0.1076,-0.059812,0.062522,0.058467,0.017165,0.089681,0.010079,-0.019505,0.021048,-0.12591,0.11719,-0.0040584,0.089504,-0.0013465,-0.075606,0.028276,0.019782,-0.064182,0.072649,0.081445,-0.070903,0.010174,-0.25017,-0.17113,-0.33916,0.10208,0.034282,-0.0060106,0.11748,0.032665,0.11246,0.17097,-0.023237,-0.25855,-0.058871,0.056852,-0.035698,0.0032633,0.049626,-0.11279,-0.16034,0.13171,-0.12778,0.54124,-0.020939
-0.0012761,0.0018306,-0.0011183,0.020169,-0.043078,-0.0077962,0.026866,0.0077036,0.0016009,0.054414,-0.071751,0.043942,0.1336,-0.1593,-0.0094779,-0.14768,-0.11033,0.05267,0.23121,0.08679,-0.054851,-0.14692,-0.0078011,-0.092956,-0.0014302,-0.085796,-0.10965,0.01227,-0.029503,-0.012745,0.03031,-0.10796,0.040678,0.022174,0.10617,-0.012242,-0.088178,0.042481,-0.0095388,-0.027143,0.051464,0.046995,0.11774,-0.032453,-0.3457,0.16834,0.041665,0.25884,0.22783,-0.03126,0.048962,-0.37116,0.32609,-0.17402,-0.20392,0.18684,0.12816,-0.050935,-0.18182,-0.094037,-0.1456,0.052127,-0.055774,-0.12557,0.041379,-0.056306,-0.065304
-0.0023545,0.00075484,-0.00079361,0.018622,-0.026288,0.0058465,-0.029438,0.012779,-0.011323,-0.010484,0.018617,0.10001,-0.038631,0.12557,-0.073482,-0.080676,-0.072763,0.043429,-0.15733,0.24922,0.088441,-0.014894,0.015102,-0.046615,0.18724,-0.049931,0.089232,0.082542,0.13649,0.41983,0.16048,0.012856,0.27632,0.075735,-0.17494,-0.11106,-0.34866,-0.1356,-0.20285,0.11741,0.04941,0.018347,-0.090723,0.012795,0.10082,-0.05728,-0.052675,0.33327,0.18559,-0.049111,-0.14219,0.075251,0.016534,0.041801,0.010468,-0.013783,0.048115,-0.044836,0.19461,0.018744,0.055915,-0.033624,0.028444,-0.02907,0.08245,-0.042696,0.0015354
-0.0010385,0.0078534,-0.0018175,0.036297,-0.073746,-0.011991,-0.067566,0.031716,-0.086313,0.061953,0.26622,-0.22332,0.011253,0.078162,-0.030315,0.05004,-0.044471,-0.060695,0.17296,-0.11115,-0.023348,0.17629,-0.014573,0.017654,-0.0033517,-0.055677,0.063948,0.011138,0.11389,0.038311,0.016176,0.026939,0.070502,-0.070341,-0.042292,-0.050547,-0.0034154,0.011252,0.037646,-0.016503,0.064082,0.043884,-0.019058,-0.0096719,-0.13491,0.050972,0.094089,0.03584,-0.3138,0.3401,0.0064306,0.046622,0.013561,0.05671,0.0051103,0.2433,0.15283,-0.34151,0.15527,-0.32046,0.1792,-0.18204,0.10903,-0.12263,0.05502,-0.16368,-0.1472
-0.0012176,0.0017467,-0.0010671,0.019245,-0.041104,-0.007439,0.025635,0.0073506,0.0015276,0.051921,-0.068464,0.041929,0.12748,-0.152,-0.0090436,-0.14092,-0.10527,0.050256,0.22061,0.082813,-0.052338,-0.14019,-0.0074437,-0.088697,-0.0013647,-0.081866,-0.10463,0.011708,-0.028151,-0.012161,0.028922,-0.10301,0.038814,0.021158,0.10131,-0.011681,-0.084138,0.040535,-0.0091018,-0.025899,0.049107,0.044842,-0.033621,0.044863,0.076647,-0.14022,0.10685,0.057044,-0.17653,-0.10766,-0.11141,-0.0514,-0.25491,0.31005,0.19732,-0.33497,-0.051156,-0.35608,-0.37984,0.077949,0.18111,0.049924,0.045401,0.02413,0.13889,-0.13737,-0.059842
-0.0039295,0.0036564,-0.002616,0.035917,-0.048458,-0.0064005,-0.15128,0.035447,0.0079408,0.037359,0.12345,-0.061176,-0.034592,0.12019,-0.15691,-0.0023752,-0.11966,0.061198,-0.22991,0.24427,-0.095045,-0.37936,-0.063352,-0.074155,0.30895,-0.24018,0.16905,-0.24194,0.082889,0.2362,0.049373,0.11084,0.064668,-0.017412,0.037721,-0.032868,0.16089,0.039759,0.047594,-0.14398,0.020275,-0.039311,0.087774,-0.012379,-0.097547,0.055419,0.050963,-0.32244,-0.17956,0.047515,0.13757,-0.072805,-0.015997,-0.040443,-0.010128,0.013335,-0.046551,0.043379,-0.18829,-0.018135,-0.054098,0.032531,-0.027519,0.028126,-0.07977,0.041308,-0.0014855
-0.013547,0.029383,0.025748,0.085763,-0.0025419,0.015956,-0.074769,-0.11508,-0.028934,0.015628,0.15268,0.058572,-0.20456,0.37083,-0.20073,-0.41011,-0.11028,-0.00066406,0.10139,0.19884,0.087407,-0.14871,0.21811,0.22781,-0.14126,0.15729,-0.23293,0.067498,0.25193,-0.13671,0.0023804,0.13194,-0.28531,-0.0075309,-0.021665,0.21743,-0.11787,-0.023685,0.11252,-0.067467,-0.029762,0.011583,-3.9335e-016,-3.1471e-015,4.1633e-017,-4.1763e-016,-5.7853e-016,7.0083e-016,-3.5735e-016,5.8113e-016,-1.249e-016,-2.5153e-016,4.2197e-016,8.6736e-018,-3.2092e-017,1.4745e-017,-1.8648e-016,-1.6783e-016,-2.4286e-017,-2.4286e-017,5.5511e-017,-1.7347e-017,6.1149e-017,-4.5536e-018,1.6133e-016,-1.6849e-016,1.6653e-016
-0.00016184,0.0026079,-0.00055464,0.039558,-0.070856,-0.0027053,-0.0034988,0.02195,-0.0001443,0.017882,-0.068759,0.14516,-0.029716,0.15259,-0.021568,0.061606,0.0025571,0.035384,-0.18469,-0.071253,0.15794,-0.11363,-0.028135,-0.098505,0.036632,0.16015,0.046676,0.030849,-0.18256,-0.071076,-0.012349,-0.080637,-0.057875,0.0964,0.036953,0.067343,0.011405,-0.046345,-0.037873,-0.0013025,-0.0083364,-0.0006906,-0.15353,-0.020415,-0.21228,-0.2662,0.26114,0.015237,-0.065431,-0.17815,0.036456,-0.24246,0.018397,0.17234,0.078537,0.38892,-0.032875,-0.28665,0.12747,0.059641,0.04864,-0.046805,0.098489,0.17724,-0.1118,0.12519,0.28852
-0.00040799,0.024497,-0.010276,-0.0047232,0.0060293,-0.003815,-0.0017035,0.012376,0.073694,-0.01602,0.15237,0.145,-0.034344,-0.1948,0.056177,0.048193,-0.33513,-0.097842,-0.14943,-0.16089,0.20549,0.021292,0.18135,0.19859,0.041356,-0.10659,-0.11255,-0.095023,0.0050612,0.023636,-0.065942,-0.026705,-0.017283,-0.0074796,-0.029943,-0.12307,-0.0093622,-0.0081027,0.013073,-0.028525,-0.13327,-0.031879,0.062958,0.013317,0.30134,0.040619,-0.044495,-0.18088,0.1444,-0.010919,0.021587,-0.21465,0.0029279,0.15543,-0.047495,-0.0033829,0.19421,-0.22552,0.035258,-0.13139,-0.094223,0.048592,0.034362,-0.20314,0.15661,0.36339,-0.010707
