-0.77012,0.61882,0.11742,-0.050821,-0.014565,-0.049212,0.024425,-0.018131,0.052378,-0.021599,-0.019859,0.010931,-0.0042893,0.011329,-0.0057747,0.0022735,-0.0041762,0.0054812,-0.0021452,0.0065891,-0.0030381,-0.0048607,-2.7777e-18,0,0,0
-0.034108,0.019462,-0.31507,-0.024508,-0.34588,0.20167,-0.29762,-0.29298,0.066517,-0.29147,0.30866,-0.007206,-0.11865,-0.20444,-0.32473,-0.19038,0.19217,0.37621,-0.0045394,-0.0080638,0.05492,-0.0058244,-7.9187e-17,-2.4286e-17,-1.3878e-17,1.3878e-16
-0.61512,-0.78056,0.010746,-0.075849,0.0051054,0.00041692,0.05518,-0.0027694,0.033581,-0.039143,-0.0030837,0.010493,0.0022437,-0.0008311,-0.0033615,0.0028896,-0.00056178,-0.00012565,-0.022383,0.0096504,0.0019439,0.00089357,3.1576e-17,5.7268e-18,-3.8361e-17,1.2687e-16
-0.0043124,0.0066829,-0.046733,-0.033373,-0.047318,0.081367,0.044934,0.018009,0.026868,-0.064073,0.080482,-0.37796,0.67437,0.44248,0.067195,-0.37646,-0.076134,0.15772,0.011684,-0.042265,-0.041355,0.013058,-1.0927e-16,8.9182e-17,1.1491e-16,-7.4339e-17
-0.075858,0.0034279,-0.020693,-0.016052,0.47749,0.14969,-0.5651,0.091241,-0.44946,0.069588,0.11708,0.06521,0.32099,-0.19625,-0.11521,0.14738,-0.054653,-0.013697,0.045549,0.06054,0.065495,0.03036,6.9882e-17,1.7076e-17,-1.0392e-16,-9.9206e-17
-0.003263,0.00098618,-0.01105,-0.0069037,0.013049,0.018716,0.0032142,0.0636,0.01233,0.069777,-3.4618e-05,0.023371,-0.066235,-0.022226,0.14957,-0.33297,0.21626,-0.096993,0.28089,0.81159,0.22372,0.088024,2.3973e-18,6.6454e-17,-7.3505e-17,1.1705e-17
-0.0019267,-0.0046878,0.00069441,-0.010212,0.00093749,9.0317e-05,0.015534,-0.0010896,0.015235,-0.021958,-0.0029966,0.011528,0.004146,-0.0019686,-0.010901,0.026697,-0.014878,0.010599,0.32355,-0.088889,-0.010419,-0.0045415,-0.20337,-0.38686,0.61203,0.56503
-0.0020982,0.00029107,-0.046638,-0.0090726,-0.014777,-0.011278,-0.0061167,0.051158,0.02592,0.049236,0.13041,-0.089089,-0.2158,-0.015816,-0.0477,-0.043734,-0.90227,0.22965,0.021269,0.20387,0.063003,0.05356,-7.325e-17,1.6653e-16,8.3267e-17,-4.1633e-16
-0.0010669,-0.0010981,-0.014068,-0.0018282,-0.0062164,-0.011295,-0.036574,0.009945,-0.0082643,-0.0078137,-0.024829,0.036567,-0.013532,0.099165,0.18695,0.15572,0.049225,0.2333,-0.0033217,0.014686,0.10686,0.019118,0.68895,0.22407,-0.14519,0.55865
-0.082483,-0.031453,-0.084215,0.3597,-0.20796,-0.0089661,-0.52072,0.36881,0.1529,0.40478,-0.026554,-0.15039,-0.25868,0.22523,0.058602,-0.15189,0.069733,-0.063091,0.04328,-0.14249,-0.13479,-0.036661,-5.1275e-17,7.2858e-17,8.6736e-17,-4.8572e-17
-0.037534,0.0044449,0.045121,0.41919,-0.14023,-0.065974,0.22627,0.45003,-0.49917,-0.47329,0.21586,0.029479,-0.10124,0.091078,-0.042351,-0.016363,0.035684,4.9879e-05,0.0016399,0.0083594,-0.018941,0.010963,9.3203e-18,5.8981e-17,-2.0123e-16,-4.5103e-17
-0.042313,0.038296,-0.34097,-0.08208,-0.27335,0.4959,0.037428,0.10768,-0.08275,-0.097754,-0.36657,-0.36829,0.023623,-0.021245,-0.016697,0.40083,-0.056978,-0.2602,0.013937,0.12809,0.061912,0.018839,1.9312e-16,-4.8572e-17,-2.0817e-17,-1.4398e-16
-0.0053413,-0.012996,0.0019251,-0.02831,0.002599,0.00025039,0.043065,-0.0030207,0.042236,-0.060873,-0.0083074,0.031959,0.011494,-0.0054576,-0.030219,0.074011,-0.041245,0.029384,0.89698,-0.24643,-0.028885,-0.01259,0.073359,0.13954,-0.22077,-0.20381
-0.0074955,0.010627,-0.080349,0.22814,0.59635,0.19526,-0.063346,-0.21544,0.27492,-0.38775,0.047505,-0.18319,-0.31446,0.34327,0.018868,0.012082,0.028185,-0.11522,-0.0092853,0.022414,-0.058836,-0.0070091,2.7385e-17,-1.0842e-17,1.4051e-16,6.1149e-17
-0.051995,-0.0099791,0.0014101,0.11382,-0.036766,0.0038826,0.10962,-0.55685,-0.58934,0.30371,0.010857,-0.29834,-0.24924,0.075918,0.17882,-0.13578,0.027498,-0.020274,0.050867,-0.099224,-0.0022829,0.013846,-4.6457e-17,1.301e-18,-3.1225e-17,1.5959e-16
-0.0077432,0.0010413,-0.16768,0.00079129,-0.11314,-0.024198,-0.22151,-0.16779,-0.13352,-0.28152,-0.40767,0.40339,0.055978,0.034853,0.31285,-0.19262,-0.16283,-0.021033,0.005582,0.089907,-0.52301,-0.085357,3.7183e-17,2.0123e-16,7.6328e-17,-3.0358e-17
-0.0043301,0.0019385,-0.062509,-0.01096,-0.046051,-0.0066838,-0.10948,-0.025852,-0.03446,-0.11163,-0.18117,0.2075,-0.02354,0.13914,0.099674,-0.15015,-0.073418,-0.094234,-0.033184,-0.21513,0.54738,0.11501,0.17299,0.28359,0.51398,-0.30031
-0.045174,0.036004,-0.73305,-0.087688,0.17378,-0.61703,0.078801,0.074531,-0.038026,0.024823,-0.017229,-0.13086,0.011366,-0.015738,-0.05669,0.043174,0.04913,-0.036335,0.0021689,0.0027852,0.015043,0.00076109,-1.3878e-17,-1.3878e-17,-5.5511e-17,-1.3878e-17
-0.031005,0.027279,-0.25438,-0.06316,-0.1408,0.18142,0.055672,-0.088561,0.045964,0.13504,0.6422,0.34495,0.083323,0.21409,0.28331,0.18113,-0.070856,-0.37558,-0.00059906,0.0013307,-0.044028,-0.016627,9.0206e-17,1.3878e-16,-8.3267e-17,-5.5511e-17
-0.00081749,-0.00030958,-0.019318,0.0094818,0.0078166,0.028879,0.055296,-0.019041,-0.043697,0.10058,-0.040617,0.10707,-0.003177,0.18228,-0.2046,0.07736,0.026747,0.085919,0.0094863,0.085812,-0.076776,-0.012756,0.52636,-0.66537,0.097438,-0.37165
-0.045887,0.047384,-0.30409,-0.035375,0.29643,0.46558,0.35179,0.28454,-0.029476,0.23331,-0.050644,0.1716,-0.10334,-0.20573,0.13317,-0.34349,0.059081,0.25924,-0.036973,-0.20293,-0.053117,-0.021765,-1.1102e-16,4.1633e-17,0,1.1102e-16
-0.004421,0.0027075,-0.072712,-0.00015871,-0.034747,0.032704,-0.025414,-0.055579,-0.073437,-0.0072494,-0.20938,0.29443,-0.015773,0.24322,-0.2731,-0.21876,-0.094052,-0.22119,-0.022139,-0.15128,0.39982,0.090466,-0.16479,-0.27013,-0.4896,0.28606
-0.05972,-0.012312,-0.11928,0.77337,-0.0098218,0.0076598,0.13847,-0.24973,0.20047,0.12481,-0.094812,0.11493,0.33948,-0.26614,-0.0043855,0.11698,-0.079227,0.032442,0.011713,0.06419,0.11288,0.013694,6.9389e-17,-5.5511e-17,-1.249e-16,0
-0.0022741,0.0030621,-0.0035097,0.0015774,-0.0083415,-3.8934e-05,0.0036825,-0.0016855,0.029187,0.0075688,0.009348,0.0071577,-0.0045605,-0.018173,-0.0045415,0.023226,0.036721,0.005395,-0.0077023,-0.047826,-0.20356,0.9761,5.5511e-17,5.5511e-17,3.4694e-18,2.7756e-17
-0.0020141,-0.00076275,-0.047594,0.023361,0.019258,0.071151,0.13624,-0.046913,-0.10766,0.24781,-0.10007,0.26381,-0.0078273,0.44909,-0.50409,0.1906,0.065899,0.21169,0.023372,0.21142,-0.18916,-0.031427,-0.14521,0.38224,0.16376,0.032057
-0.0025434,-0.0026178,-0.033537,-0.0043582,-0.01482,-0.026926,-0.08719,0.023708,-0.019701,-0.018627,-0.05919,0.087174,-0.032259,0.2364,0.44568,0.37122,0.11735,0.55618,-0.0079187,0.035009,0.25475,0.045575,-0.35127,-0.19607,-0.1241,-0.12624
