"d5d6d6","d5d4d5","d4d5d5","d6d5d5","d5d4d4","d6d6d6","d6d6d5","d5d5d6","d4d4d4","d5d5d4","d5d5d5","d4d4d5"
"4.6684e-89","7.027e-78","0.016328","5.6717e-80","0.038098","3.8531e-80","3.4641e-83","4.8208e-82","0.77284","0.032655","0.10198","0.038098"
"0.026577","7.386e-147","1.1634e-116","0.026577","2.1908e-118","0.74415","0.066442","0.066442","3.6963e-86","5.583e-84","0.069809","3.1222e-85"
"2.2787e-18","0.00088028","8.0966e-18","3.2984e-15","3.2918e-22","7.8007e-20","2.7027e-22","1.4605e-20","2.5655e-20","1.6755e-19","0.99912","3.6021e-18"
