"d16d16d15","d15d16d15","d16d16d16","d16d16d17","d9d9d9","d10d10d10","d10d15d15","d15d16d16","d9d15d15","d12d13d13","d13d12d12","d15d15d16","d14d14d15","d17d16d16","d15d15d15","d14d14d16","d14d14d13","d15d15d14","d14d14d14","d14d13d13","d16d15d14","d16d15d15","d13d14d14","d13d13d13","d12d12d12","d13d13d14","d12d12d13","d13d13d12","d14d15d14","d14d15d15","d15d14d15","d15d14d14"
"5.4006e-010","1.2794e-049","6.5167e-009","2.3577e-054","6.7188e-049","0.0014318","0.0014318","6.9808e-007","1.39e-049","3.9176e-053","4.4209e-050","3.9441e-010","0.013973","3.4442e-054","0.023846","8.0117e-054","5.1347e-018","0.017551","0.89057","5.3278e-017","5.5158e-017","7.6686e-006","2.792e-014","4.0778e-028","1.1169e-050","2.084e-018","1.19e-052","8.6738e-055","2.6487e-017","0.026734","5.3462e-018","0.024452"
"0.082706","0.0063649","0.22913","0.0063649","0.0063649","9.814e-079","3.0639e-079","0.089106","0.0063649","0.0063649","0.0063649","0.082474","0.0031867","0.0063649","0.096406","0.0063649","0.019095","0.0060719","1.8773e-009","0.02546","4.8644e-038","0.095098","0.01273","0.095474","0.044555","0.031825","0.01273","0.01273","2.9171e-068","0.0015662","3.5417e-059","0.0087386"
"4.6044e-006","7.117e-019","1.1419e-006","4.4105e-027","4.2371e-018","3.9164e-017","2.9275e-017","2.3027e-008","4.1153e-018","7.8267e-028","3.7701e-019","0.00080528","0.025292","1.1693e-027","0.91171","1.8388e-027","5.0701e-019","0.02533","1.4702e-005","1.5714e-016","0.00077251","4.1484e-005","1.1921e-018","1.869e-020","6.1874e-021","1.7632e-017","7.3467e-022","3.9322e-027","0.0023175","0.019377","0.0023175","0.012012"
