"d14d15d14","d14d15d15","d9d15d15","d9d9d9","d14d14d15","d15d15d15","d15d15d14","d14d14d14","d15d14d14"
"2.0213e-76","3.5969e-56","3.7215e-213","4.4649e-213","0.12493","1.5109e-13","4.7291e-56","0.75015","0.12493"
"0.062518","0.18756","2.1038e-184","2.3319e-184","6.2316e-211","4.9469e-09","0.18756","0.56237","1.7302e-211"
"1.2988e-51","1.8374e-46","0.00072939","0.00072939","2.9171e-73","0.99854","4.8713e-46","1.1946e-44","3.8365e-73"
