"d8d9d8","d7d8d8","d8d8d8","d7d7d8","d8d8d7","d5d5d5","d5d7d7","d7d7d7","d8d7d7"
"0.090204","0.18041","0.48614","2.5535e-22","0.15064","2.5121e-68","1.3862e-68","0.0023807","0.090228"
"2.4281e-29","1.3587e-30","5.346e-21","6.1662e-17","9.0154e-16","0.00077163","0.00077163","0.99846","1.1685e-32"
"2.259e-177","2.8299e-168","0.83691","0.068216","0.083337","1.0091e-158","3.6652e-158","0.00017261","0.011366"
