"d7d8d8","d8d8d8","d7d7d8","d8d8d7","d5d5d5","d5d7d7","d7d7d7","d8d7d7"
"9.2229e-25","1","1.3991e-08","3.3966e-10","9.5809e-27","9.5247e-28","1.6053e-17","5.7346e-11"
"9.4146e-35","1","3.2015e-15","2.5779e-27","3.7687e-33","3.6899e-33","6.2215e-22","7.9293e-13"
"0.019028","0.0010277","0.057084","0.04757","0.009514","0.009514","0.83723","0.019028"
