"d9d9d9","d9d9d8","d19d5d5","d8d13d13","d16d17d15","d1d16d16","d16d17d14","d7d14d14","d9d16d16","d16d17d18","d16d17d17","d16d17d16","d19d19d1","d14d14d17","d14d14d15","d18d18d20","d15d17d17","d14d14d13","d14d14d14","d13d13d13","d18d20d20","d13d13d14","d19d20d20","d10d10d9","d15d16d15","d18d16d16","d18d16d17","d20d20d20","d10d10d10","d18d16d18","d19d20d18","d19d20d17","d19d20d19","d15d16d17","d19d20d16","d15d16d16","d16d14d16","d18d1d17","d16d14d14","d18d19d20","d6d6d14","d10d18d18","d14d13d13","d18d15d17","d20d20d19","d20d20d17","d13d14d14","d13d14d15","d17d13d16","d13d15d15","d18d19d18","d18d19d19","d18d19d16","d18d19d17","d19d19d17","d19d19d18","d19d19d19","d17d18d17","d17d18d19","d17d17d1","d17d18d18","d18d17d16","d17d1d17","d18d17d17","d14d17d16","d17d1d15","d18d17d15","d18d17d18","d17d18d15","d17d16d18","d16d18d16","d19d19d20","d17d16d15","d17d16d16","d17d16d17","d16d15d16","d16d15d14","d16d15d15","d16d18d18","d7d7d14","d19d18d20","d20d1d17","d1d17d16","d19d16d16","d19d16d18","d19d17d15","d15d14d15","d19d17d18","d19d17d17","d15d14d14","d18d18d18","d16d16d15","d19d18d17","d18d18d17","d16d16d16","d18d18d16","d16d16d17","d16d16d6","d16d16d19","d16d16d7","d19d18d18","d19d18d19","d18d18d19","d11d10d10","d17d7d7","d16d16d12","d20d18d17","d20d18d18","d20d19d16","d17d19d18","d16d16d1","d17d6d16","d17d15d16","d15d15d17","d15d15d16","d15d15d15","d20d17d17","d15d15d14","d18d20d18","d17d17d19","d18d20d19","d17d17d18","d17d17d17","d20d19d19","d12d12d11","d20d19d18","d17d17d16","d17d17d15","d14d15d14","d14d15d15","d14d16d17","d17d19d20","d20d19d20","d17d14d17","d17d18d20","d14d15d16","d17d20d18"
"1.432e-019","5.5513e-083","0.0012998","2.0772e-084","4.2474e-009","0.0025996","3.0138e-035","1.2618e-053","9.2384e-019","0.00082762","4.7528e-007","1.5021e-075","3.0438e-057","1.406e-193","1.9831e-024","6.5415e-009","7.2619e-007","2.9967e-123","1.9711e-087","2.3146e-056","1.2171e-028","1.0246e-054","0.040816","2.6273e-083","1.6006e-068","0.0038994","0.0004663","0.13255","0.0012998","7.4136e-013","1.0128e-173","3.7481e-049","0.012093","2.8818e-026","3.0964e-136","2.6265e-032","0.0012998","0.0012998","0.0012998","0.014165","5.4959e-057","0.0012998","2.3766e-029","1.2532e-131","0.04326","1.6178e-069","7.7325e-135","4.2175e-085","8.4893e-012","6.5813e-129","0.0016435","0.020281","1.7686e-156","0.0012998","0.0012998","0.035978","0.34055","9.0024e-022","0.004379","1.2595e-007","3.2099e-008","9.787e-039","2.5131e-052","9.0966e-014","6.7509e-034","0.0012998","2.3941e-082","0.0049218","1.4098e-128","0.0012998","7.4153e-035","0.031195","1.197e-007","0.00043516","3.4576e-028","2.925e-040","2.3103e-125","2.8597e-058","0.0012998","0.0012998","3.6051e-049","0.0012998","5.9217e-057","7.3962e-068","0.0012998","4.1332e-069","1.5029e-134","0.0025996","4.072e-016","3.0877e-073","0.13606","1.2193e-041","0.0041258","0.003966","2.2141e-010","2.3511e-051","1.5301e-005","1.7201e-056","5.3241e-109","0.0012998","0.029062","0.0089967","0.042522","2.2061e-082","2.5242e-052","6.4486e-083","7.793e-058","0.0012998","1.0707e-110","0.0012998","0.0012998","0.0012998","6.4134e-051","5.9705e-073","4.063e-045","5.6958e-066","0.0012998","5.4775e-100","3.4493e-134","1.3821e-009","0.0024082","1.6483e-007","8.458e-013","0.03637","5.602e-084","0.0099111","0.00010211","2.8336e-028","6.6153e-069","2.1814e-056","0.0012998","5.8521e-111","0.0051992","2.2806e-063","0.0012998","2.2117e-083","3.2576e-135"
"0.00058809","0.0011685","5.5316e-098","0.0011685","0.0011684","6.7002e-024","4.4246e-147","8.0652e-125","1.0708e-113","0.0026942","0.020157","0.0023369","0.0011685","3.6329e-125","3.5227e-005","0.0023369","1.333e-005","1.2531e-121","2.3462e-085","3.74e-082","2.2254e-022","7.4668e-128","0.011212","0.0011685","1.0621e-136","1.5119e-032","0.0030862","2.1406e-019","8.1136e-113","0.0011685","1.3534e-084","0.0011685","0.0078239","4.8732e-008","0.0011685","3.1861e-015","1.1434e-023","6.1978e-098","1.3587e-018","0.00502","0.0011685","2.2527e-113","7.8617e-104","2.5203e-084","2.6241e-010","7.3684e-015","1.5792e-084","0.00057145","0.0011685","6.1015e-197","0.0025416","0.036859","0.0011685","1.5996e-084","1.4555e-017","0.014282","2.8251e-010","0.00046755","0.0021507","0.0011683","0.045494","0.0093476","1.4385e-123","0.049075","9.0357e-146","1.0085e-017","5.599e-106","1.1793e-015","1.427e-195","8.1091e-068","9.4862e-147","6.7238e-012","2.1856e-024","0.017315","6.4635e-068","0.010516","3.0113e-066","4.2022e-025","1.7429e-018","1.1727e-097","0.0011685","8.3834e-024","0.0011685","2.1799e-023","3.9018e-076","4.7239e-137","0.0011685","3.6856e-070","0.0035054","8.912e-107","0.23407","3.7436e-012","0.0079756","0.034005","1.1589e-009","0.0023369","0.037078","0.0011685","0.0011685","8.2806e-098","0.028764","0.0024285","0.012019","0.0011685","1.4019e-123","0.0011685","0.0011685","2.0455e-026","1.6736e-064","1.9591e-026","3.1318e-106","1.2146e-097","9.3169e-005","0.0011685","3.0621e-013","7.6122e-010","8.9188e-069","2.6919e-094","0.0011685","0.0070107","0.002509","0.060759","0.24771","0.015212","0.0011685","0.0074489","0.023939","1.1539e-061","8.4949e-137","1.9971e-105","4.8625e-019","1.6252e-064","8.6092e-050","0.0011685","4.0891e-078","8.8586e-087","0.0011685"
"0.0028518","1.6857e-083","3.0288e-030","6.8263e-084","1.9177e-059","3.2326e-117","0.0019054","0.0019054","0.0019054","0.019164","0.050966","4.9546e-042","6.0357e-117","0.0019054","0.0094696","3.0483e-101","0.0056934","0.009527","0.051446","0.02477","0.0057162","0.0076216","6.5372e-006","5.2509e-084","0.0019054","4.7156e-027","1.5659e-019","3.9065e-005","1.2659e-242","2.7606e-083","0.0019054","3.8201e-098","1.7789e-023","0.011432","5.6393e-104","0.041919","1.2574e-182","1.1173e-030","1.6075e-195","0.018684","1.473e-116","9.6653e-243","0.0038108","0.0019054","0.0089894","0.0038108","0.0019054","0.0047843","3.9034e-082","0.0019054","0.0048786","0.0092457","2.2961e-086","1.9141e-075","1.3685e-117","0.007807","3.873e-017","0.0068592","0.012938","9.1332e-151","0.017272","1.3788e-009","0.0019054","9.5622e-013","0.0019054","1.0912e-118","0.0019054","0.0023121","0.0019054","7.7035e-014","0.0019054","1.7352e-057","0.0076214","0.0321","0.0076216","4.4132e-012","0.0038108","0.017149","8.7131e-197","3.8832e-030","1.4983e-207","1.8154e-182","9.3059e-116","0.0038108","3.3619e-191","0.0019054","4.3613e-015","6.2431e-075","5.9368e-019","0.015243","6.7952e-012","0.026676","3.2948e-019","0.014949","0.33345","1.9456e-047","0.008109","3.0116e-115","3.5698e-014","3.9434e-030","0.0038573","1.0327e-077","3.7162e-009","4.7945e-083","0.0019054","2.4272e-083","1.8786e-179","2.5841e-072","0.0019054","4.6381e-073","4.0689e-103","4.034e-030","0.0036589","2.4717e-087","0.015243","0.087649","8.6062e-015","0.0057162","1.6176e-032","2.3553e-089","1.0656e-089","1.9288e-012","4.7287e-014","1.5792e-016","1.1698e-084","1.942e-008","0.017974","0.0019054","0.0019054","0.011432","2.1371e-195","0.0019054","2.0293e-052","2.715e-205","7.2047e-209","0.0038108","6.7399e-016"
