"d18d18d18","d18d18d17","d9d9d9","d19d19d20","d10d10d10","d20d20d20","d19d18d18","d19d18d19","d18d18d19","d10d18d18","d19d19d18","d20d20d19","d19d20d19","d17d17d18","d17d17d17","d20d19d19","d19d19d19","d9d19d19","d17d18d17","d17d18d18","d19d20d20","d18d17d17","d18d19d19","d18d17d18"
"0.97004","9.9912e-014","1.0632e-020","1.4868e-047","0.00089734","2.1389e-038","0.0048178","4.4773e-032","0.0088426","0.00089734","0.0096133","2.9543e-020","6.5702e-049","2.5561e-018","1.0342e-020","9.6815e-038","6.1844e-005","3.2322e-021","2.5807e-026","1.6038e-007","1.532e-031","4.1451e-008","0.0039278","0.00089734"
"6.6661e-009","4.7075e-028","1.1459e-034","0.0032871","6.464e-058","0.044923","0.011648","0.0021914","0.018422","1.0145e-058","0.00088799","0.0021914","0.0010957","9.8391e-034","2.9891e-033","0.0043828","0.89839","6.8783e-036","1.5316e-034","5.3774e-020","0.0021914","1.1004e-022","0.01039","3.515e-056"
"0.18693","0.048808","0.0081347","2.2323e-157","4.6504e-078","3.3948e-080","9.2236e-023","4.8836e-070","0.0027024","6.1316e-079","0.02828","2.8787e-117","4.2991e-159","0.032539","0.57757","2.5104e-075","1.6107e-005","0.0081347","0.0081347","0.040672","1.809e-149","0.032539","0.025546","3.5665e-085"
