"d9d9d9","d9d9d8","d8d9d9","d8d9d8","d5d5d5","d7d6d6","d8d7d8","d8d7d7","d6d6d7","d7d8d8","d5d9d9","d8d8d8","d8d8d9","d7d7d8","d9d8d8","d8d8d7","d9d8d9","d7d7d7"
"0.0012203","7.9407e-18","0.023133","4.116e-57","4.3187e-13","0.0027718","7.9169e-33","0.030363","0.0027718","0.057634","9.7662e-15","0.058689","0.0013518","0.050517","0.0042868","0.03226","1.1223e-56","0.735"
"1.7988e-12","1.5727e-05","9.0233e-07","1.6557e-24","0.0013914","7.2985e-39","0.0027943","0.001439","4.0192e-39","0.00028939","0.001397","0.97125","2.7714e-07","0.012259","0.00051495","0.0074902","3.0166e-12","0.0011574"
"0.68314","0.021945","0.030313","0.00628","1.2976e-05","6.177e-41","4.0194e-39","4.9996e-05","3.067e-40","1.0139e-09","3.8965e-07","0.16846","0.036148","7.7416e-07","0.050507","1.0877e-06","0.00314","5.0041e-09"
