"d15d16d15","d16d16d15","d18d18d18","d18d18d17","d16d16d16","d9d9d9","d16d16d17","d10d10d10","d20d20d20","d18d18d19","d19d19d19","d10d15d15","d15d16d16","d9d15d15","d17d18d18","d16d17d17","d15d15d16","d17d16d16","d15d15d15","d16d15d15","d17d17d18","d17d17d17","d20d19d19","d17d17d16","d20d19d18","d19d20d20","d18d19d19"
"0.00051087","1.8351e-012","1.1454e-025","2.3454e-023","1.5929e-010","1.3271e-018","8.1548e-029","8.2914e-014","3.8284e-019","1.9384e-029","4.1435e-026","7.8704e-014","4.6274e-007","4.1216e-018","2.3853e-026","3.8374e-015","2.0344e-008","1.0948e-028","0.99949","2.1111e-009","3.2957e-028","2.5984e-028","5.202e-029","2.7572e-024","4.684e-025","6.5107e-025","4.8592e-025"
"6.4261e-022","0.0016354","0.013042","1.2502e-057","0.6553","2.5161e-019","0.0065212","9.6305e-068","0.026105","0.0065212","0.013042","7.0543e-068","0.10432","4.7517e-019","0.0065212","0.013042","0.058691","0.0065212","0.0025563","0.027493","0.0065212","0.026085","0.0065212","2.9435e-058","5.6635e-064","0.013042","0.0065212"
"1.9428e-035","0.27421","2.7165e-045","0.051019","0.26818","0.025509","2.8836e-048","0.025509","0.050939","1.7173e-048","3.3291e-046","0.025509","6.5894e-005","0.025509","6.2235e-047","1.1313e-033","4.918e-014","5.8747e-042","0.080492","0.096531","2.6966e-048","3.0624e-043","2.9338e-048","0.051019","0.025509","1.8278e-045","8.4238e-047"
