"d9d9d9","d19d19d18","d19d19d15","d19d19d16","d14d14d7","d19d19d19","d14d16d6","d17d18d17","d17d18d19","d17d18d18","d16d17d15","d7d14d14","d18d17d16","d16d17d18","d18d17d17","d16d17d17","d16d17d16","d18d17d18","d19d19d20","d17d16d16","d14d14d15","d18d18d20","d17d16d17","d16d15d16","d14d14d14","d16d15d14","d16d15d15","d16d18d18","d16d18d17","d18d20d20","d9d19d19","d16d19d17","d19d20d20","d19d17d16","d15d14d14","d19d17d17","d15d16d15","d18d18d18","d16d16d15","d18d16d16","d15d16d14","d19d18d17","d16d16d16","d18d18d17","d18d16d13","d16d16d17","d18d18d16","d16d16d18","d20d20d20","d19d18d18","d10d10d10","d18d18d19","d19d18d19","d19d20d19","d15d16d17","d15d16d16","d19d20d15","d20d18d17","d18d1d17","d20d18d18","d18d19d20","d17d19d19","d15d15d1","d16d13d16","d17d15d16","d17d15d15","d15d15d16","d15d15d15","d15d15d14","d10d18d18","d20d20d19","d18d20d19","d17d17d18","d1d15d15","d20d19d19","d17d17d17","d20d20d18","d17d17d16","d20d19d18","d14d15d14","d14d15d15","d13d15d15","d6d14d14","d17d14d16","d18d19d18","d17d14d15","d18d19d19","d14d16d16","d14d15d16","d18d19d17"
"0.00109","0.026626","7.7307e-071","3.1631e-041","3.8341e-047","0.53076","1.4166e-047","3.217e-013","1.9699e-010","0.0046221","8.4834e-040","5.4834e-047","1.9295e-010","8.0287e-030","6.0186e-014","3.8439e-021","2.0242e-054","8.4249e-016","0.028519","3.3408e-017","1.4702e-071","6.4527e-016","1.0175e-047","4.278e-026","1.8072e-070","8.8177e-035","3.5798e-033","3.2461e-029","2.5729e-075","4.5381e-015","0.00109","3.3353e-018","0.018264","2.1897e-071","5.1413e-071","2.5633e-036","7.3511e-048","0.116","8.0304e-049","2.9254e-018","7.4791e-048","6.7026e-015","4.5483e-013","0.002673","7.7716e-039","3.5247e-015","2.7428e-006","3.5715e-006","0.12971","0.019892","8.7242e-048","0.027505","0.0014009","0.0076172","2.2936e-023","4.5918e-039","6.6019e-047","0.0006568","4.6773e-006","0.0010911","0.0018444","1.1049e-040","7.737e-047","2.9663e-072","1.0478e-039","7.9988e-039","5.2954e-048","4.9477e-032","1.6724e-053","5.6167e-049","0.021825","1.7388e-034","6.4386e-013","3.871e-047","0.021527","2.2712e-009","9.2929e-031","6.5156e-019","0.0046758","8.4334e-054","5.6309e-071","7.9239e-039","2.6693e-047","9.2413e-006","0.005183","1.5736e-040","0.027412","1.073e-041","3.0933e-047","7.3747e-043"
"5.1755e-073","0.010102","5.7849e-015","0.00098382","1.1326e-087","2.0402e-005","1.6357e-088","0.0049191","0.0098382","0.033212","2.041e-020","7.7991e-088","0.0035053","1.5613e-010","0.034126","0.032459","2.0825e-016","0.0067642","0.0029186","0.031509","2.1783e-099","0.0019676","0.0049191","0.0029514","2.0273e-098","0.00098382","5.2245e-028","0.0014428","0.00098382","0.00098382","9.3965e-074","0.00098382","0.0060158","1.4612e-097","1.7333e-098","0.0012967","2.1502e-088","0.29178","6.0949e-019","0.00098382","4.3875e-088","0.0049191","0.056002","0.029068","7.6247e-028","0.028132","0.00098135","0.0009806","2.7427e-012","0.026317","4.3439e-088","0.014644","0.0022414","0.0059861","1.1388e-020","0.001243","3.3921e-088","0.0013748","0.0009796","2.8676e-025","0.0040785","2.4344e-022","1.6769e-087","0.00098382","0.00098382","8.4224e-023","1.4223e-024","2.2999e-029","3.0666e-092","1.7268e-088","0.0039996","3.3464e-012","0.040336","3.9507e-088","0.0051654","0.2371","0.0012291","0.023212","0.0016827","2.1473e-092","6.271e-023","3.2671e-027","2.0193e-088","0.00097548","0.0031925","0.00098382","0.016577","5.2349e-017","1.2234e-088","0.00098382"
"4.9201e-235","0.01529","0.0046268","5.9645e-239","0.0092535","0.0002343","0.0046268","7.1416e-125","2.6823e-131","8.4837e-006","0.0092535","0.0092535","0.011276","0.027761","0.015327","3.5351e-005","0.018507","0.014457","0.013276","0.018381","0.0046268","1.7661e-180","4.6176e-156","9.954e-008","0.0092535","6.8214e-012","0.027761","0.011722","1.2267e-151","4.102e-237","1.6262e-235","2.7127e-104","0.0005996","0.0046268","0.0046268","0.0031553","0.0046268","3.7507e-005","0.027761","2.5087e-104","0.0046268","2.242e-029","0.32886","8.8885e-006","0.0046268","0.029636","2.2767e-175","5.2604e-175","2.5798e-017","8.9184e-007","0.0046268","0.031839","0.0020198","0.0042904","0.01388","0.035795","0.0046268","6.1616e-026","5.0208e-175","0.0046223","0.0053779","0.0046268","0.0046268","1.7826e-146","4.1067e-171","0.0046268","0.023134","0.10642","0.0092535","0.0046268","0.0181","0.0046268","3.1376e-006","0.0046268","1.687e-009","6.4858e-009","0.0034734","0.025014","1.0912e-148","0.0092535","0.0092535","0.0046268","0.0046268","4.208e-174","3.2563e-082","3.9759e-171","1.0225e-005","0.0092535","0.0046268","7.8072e-242"
