"d9d9d9","d9d10d9","d9d9d8","d8d9d9","d8d9d8","d5d5d5","d8d7d8","d8d7d7","d7d8d8","d5d9d9","d8d8d8","d8d8d9","d7d7d8","d8d8d7","d9d8d8","d9d8d9","d7d7d7"
"0.00036266","0.0060574","0.0085399","0.016043","4.7661e-98","2.7566e-92","0.005642","0.054516","0.09086","3.7578e-93","0.019202","0.046088","0.048291","0.078746","0.025975","1.1053e-105","0.59968"
"0.95953","2.0099e-43","0.0056259","0.01832","0.0023871","0.0011935","4.5043e-17","5.5249e-19","4.8343e-17","0.0011935","5.156e-06","0.0039706","2.3758e-26","2.2976e-21","0.0065821","0.0011935","2.0144e-20"
"6.1884e-10","1.1724e-155","0.035394","4.9013e-06","7.2597e-104","9.0182e-163","0.0027255","2.1378e-07","6.244e-10","2.0104e-164","0.94073","0.0078166","7.0691e-05","5.8025e-10","0.013255","5.3798e-152","6.7895e-11"
