"d14d15d15","d9d15d15","d9d9d9","d14d14d15","d10d10d10","d15d15d15","d15d15d14","d14d14d14","d15d14d14","d10d15d15"
"0.44711","4.2017e-063","4.2214e-061","0.00011926","2.6026e-082","0.019774","0.0041613","0.0079591","0.52088","1.383e-081"
"1.9304e-008","4.1372e-134","3.1171e-133","0.054246","8.1496e-133","0.00022255","0.023777","0.92169","6.0364e-005","8.6797e-133"
"9.0928e-024","0.00050743","0.00050743","6.7371e-021","0.00050743","0.99797","3.0938e-022","1.5977e-022","1.0522e-023","0.00050743"
