"d14d15d14","d14d15d15","d9d15d15","d9d9d9","d10d10d10","d15d15d15","d15d15d14","d14d14d14","d10d15d15"
"9.3349e-063","1.529e-055","0.00046882","0.00046882","0.00046882","0.99812","9.3583e-056","4.3079e-056","0.00046882"
"1.9673e-021","0.099988","1.8263e-191","1.5447e-190","2.164e-187","5.6597e-016","0.099988","0.80002","8.8518e-187"
"0.28672","0.18606","1.141e-221","7.3511e-222","2.1099e-220","5.4036e-009","0.18606","0.34116","6.8347e-220"
