"d3d3d4","d9d9d9","d3d3d3","d3d3d1","d3d2d1","d3d2d2","d19d19d18","d19d19d19","d6d5d5","d17d18d18","d6d6d6","d6d6d7","d6d6d5","d18d17d17","d16d17d17","d18d17d18","d9d6d6","d9d17d17","d19d19d20","d17d16d16","d18d18d20","d3d1d2","d16d15d15","d13d13d13","d4d4d4","d4d4d5","d18d20d20","d3d4d3","d4d3d3","d3d4d4","d19d20d20","d4d3d2","d8d8d8","d16d16d15","d18d18d18","d16d16d16","d18d18d17","d19d18d17","d16d16d17","d20d20d20","d19d18d18","d19d18d19","d18d18d19","d5d5d6","d19d20d19","d5d5d5","d15d16d16","d20d18d17","d20d18d18","d18d19d20","d2d3d3","d2d2d3","d2d2d2","d6d7d7","d15d15d16","d15d15d15","d2d1d1","d20d20d19","d18d20d19","d17d17d18","d12d12d12","d20d19d19","d17d17d17","d7d6d6","d17d17d16","d20d19d18","d1d2d2","d1d1d2","d20d19d20","d1d1d1","d18d19d18","d18d19d19","d1d3d2","d11d11d11","d7d7d6","d7d7d7"
"-0.00025128","-0.051914","-0.0029178","-0.00014535","-0.00015211","-0.00013551","-0.0019412","-0.020112","0.0020873","-0.0018452","0.97365","0.00088804","0.0013566","-0.0035021","-0.00022405","-0.00027608","0.0015312","-0.00026995","-0.0024569","-0.00022228","-0.00053194","-0.00035261","-0.00055615","-0.026048","-0.007003","-0.0002476","-0.00075075","-0.00035261","-0.0004715","-0.0001306","-0.0039269","-0.00050645","-0.11535","-0.0010251","-0.048144","-0.023481","-0.0028976","-0.00076185","-0.00012251","-0.01232","-0.0048893","-0.00086348","-0.0025686","0.003857","-0.00069552","0.0097831","-0.00050402","-0.00014721","-0.0016986","-0.001325","-0.00013064","-0.00043261","-0.0020752","0.00088111","-0.0010023","-0.0092799","-0.00085458","-0.0038594","-0.00098764","-0.0018378","-0.1621","-0.0034899","-0.051349","0.0018209","-0.00012855","-0.00043419","-0.00040885","-0.00026439","-0.00044268","-0.00098334","-0.00097898","-0.0023926","-0.00017898","-0.04411","0.004772","-0.024942"
"-0.00019065","-0.048509","-0.0022111","-0.00010868","-0.00011775","-0.00010132","-0.0019192","-0.020005","0.00013724","-0.0019428","0.090501","-0.00056088","0.00015613","-0.0036766","-0.00021136","-0.00029903","0.00013192","-0.00031292","-0.0024587","-0.00020968","-0.00053801","-0.00026754","-0.00045697","-0.025401","-0.0054296","-0.00018786","-0.00074977","-0.00026754","-0.00035833","-0.0001011","-0.0038672","-0.00039602","-0.27012","-0.0008176","-0.050289","-0.020625","-0.0029988","-0.00084387","-0.00013648","-0.012083","-0.0049178","-0.00084574","-0.0025873","0.00032713","-0.00070964","-0.0056232","-0.00041413","-0.00016752","-0.0017347","-0.0012678","-9.7681e-05","-0.00033054","-0.001558","-0.0051075","-0.00081071","-0.007397","-0.00065388","-0.0038326","-0.0009962","-0.0019503","0.86807","-0.0033936","-0.057645","-0.0029647","-0.00014322","-0.0004528","-0.0003094","-0.00020061","-0.0004516","-0.00074399","-0.00094469","-0.0024458","-0.00013382","-0.043059","-0.0020114","-0.39158"
"-0.0001514","-0.040831","-0.0017484","-8.543e-05","-9.3416e-05","-7.9649e-05","-0.0016645","-0.017372","-0.00025345","-0.0017186","-0.011269","0.0013637","-9.0689e-05","-0.0032526","-0.00017988","-0.00026622","-0.00015091","-0.000285","-0.0021416","-0.00017846","-0.00047043","-0.00021246","-0.00037001","-0.021719","-0.0043114","-0.00014919","-0.00065147","-0.00021246","-0.00028378","-8.0206e-05","-0.0033521","-0.000315","-0.49056","-0.00065575","-0.044313","-0.017055","-0.0026397","-0.00075948","-0.00012289","-0.010458","-0.0042891","-0.00073156","-0.0022586","-0.000387","-0.00062192","-0.0081845","-0.00033532","-0.00015185","-0.0015218","-0.0010892","-7.6788e-05","-0.0002624","-0.0012271","0.01091","-0.00065318","-0.0059317","-0.00051811","-0.0033296","-0.00086934","-0.0017295","0.21505","-0.0029297","-0.052017","0.0065958","-0.00012895","-0.00039805","-0.00024401","-0.0001593","-0.0003951","-0.00058853","-0.00081315","-0.0021453","-0.0001052","-0.036832","0.0051467","0.83886"
