"d5d4d5","d9d9d9","d9d9d8","d5d4d4","d3d3d3","d10d10d10","d10d9d8","d10d9d9","d5d5d6","d5d5d4","d5d5d5","d8d7d7","d10d9d10","d6d6d6","d6d6d7","d6d6d5","d9d9d10","d4d5d4","d4d5d5","d9d10d9","d8d9d9","d6d7d7","d5d8d8","d9d10d10","d8d9d8","d4d4d4","d7d6d6","d4d4d5","d5d6d6","d6d8d8","d4d4d3","d3d4d4","d7d8d8","d8d8d8","d8d8d9","d7d7d8","d8d8d7","d9d8d8","d10d10d9","d9d8d9","d7d7d7"
"-0.00068332","0.04276","0.016485","-0.0074101","-0.0052129","0.00082528","0.0012931","0.0073041","-0.0020475","-0.0051716","-0.34303","0.0062866","0.0011185","-0.0059831","-0.00045235","-0.0026045","0.0077792","-0.0021499","-0.010068","0.0062068","0.018439","-0.0010243","0.0014974","0.0058622","0.00048753","-0.29764","-0.00070889","-0.004588","-0.00045453","0.00017943","-0.00067452","-0.00067452","0.0058871","0.88884","0.0094694","0.0039789","0.0018266","0.022476","0.0069947","0.0010407","0.0070273"
"-0.00074313","-0.040642","-0.0012855","0.0040712","0.0075872","-0.0062848","-0.0011426","-0.003855","-0.0030637","0.0042042","-0.53507","-0.00073501","-0.0002551","-0.0071683","-0.00050091","-0.0037241","-0.0016575","0.0037734","0.0053527","-0.0019032","-0.00021479","-0.0022334","0.00014659","-0.0029376","-0.00027447","0.8384","-0.00072081","0.0031081","-0.00051348","-0.00021486","0.00098176","0.00098176","-0.0016498","0.076951","-0.0029518","-0.0013662","-0.0019541","-0.00061879","-0.0016102","-0.00019517","-0.053735"
"-0.00070244","0.42766","0.023571","-0.0060184","0.00077362","0.054506","0.015382","0.043534","-0.0017062","-0.003954","-0.4131","0.012015","0.0035393","0.030359","0.0065321","-0.0018646","0.022081","-0.0012419","-0.0082737","0.022566","0.013905","0.028281","-0.00095902","0.034237","0.0041411","-0.17143","0.0090482","-0.0037008","-8.4353e-05","0.002152","0.0001001","0.0001001","0.024456","-0.24639","0.037163","0.021031","0.026968","0.020065","0.021196","0.0029308","0.73632"
