"d9d9d9","d14d14d7","d14d16d6","d13d11d11","d16d17d15","d7d14d14","d16d17d18","d16d17d17","d16d17d16","d18d18d20","d14d14d15","d14d14d14","d13d13d13","d18d20d20","d13d13d12","d9d19d19","d19d20d20","d10d11d12","d10d11d10","d10d11d11","d11d9d10","d10d10d12","d15d16d15","d10d10d11","d15d16d14","d18d16d16","d18d16d13","d10d10d10","d20d20d20","d11d12d13","d19d20d19","d11d12d12","d11d12d11","d10d10d15","d15d16d17","d19d20d15","d15d16d16","d18d1d17","d15d9d10","d18d19d20","d15d15d1","d13d12d12","d13d12d11","d10d18d18","d14d13d12","d13d10d10","d20d20d19","d20d20d18","d13d15d15","d12d10d12","d18d19d18","d18d19d19","d18d19d17","d19d19d18","d19d19d15","d19d19d16","d19d19d19","d17d18d17","d17d18d19","d17d18d18","d18d17d16","d18d17d17","d12d13d14","d12d13d13","d18d17d18","d12d13d12","d19d19d20","d17d16d16","d17d16d17","d16d15d16","d16d15d14","d16d15d15","d16d18d18","d16d18d17","d12d11d11","d12d11d13","d12d11d12","d16d19d17","d19d17d16","d19d17d17","d15d14d14","d16d16d15","d18d18d18","d18d18d17","d16d16d16","d19d18d17","d18d18d16","d16d16d17","d16d16d18","d19d18d18","d18d18d19","d19d18d19","d11d10d10","d11d10d11","d10d9d9","d10d9d10","d20d18d17","d20d18d18","d17d19d19","d16d13d16","d17d15d16","d20d13d13","d17d15d15","d9d10d11","d15d15d16","d9d10d10","d15d15d15","d15d15d14","d12d12d10","d18d20d19","d1d15d15","d17d17d18","d12d12d12","d17d17d17","d20d19d19","d12d12d11","d20d19d18","d17d17d16","d12d12d13","d14d15d14","d14d15d15","d11d13d12","d6d14d14","d11d11d10","d17d14d16","d17d14d15","d11d11d12","d11d11d11","d14d16d16","d14d15d16"
"-0.0002419","0.0015585","0.00085244","-0.00087054","0.0015194","0.001412","0.0042678","0.017428","0.0019524","0.0022028","0.00012026","0.00016254","-0.00046149","0.0011063","-0.00065858","0.0031252","0.041927","-0.0013042","-0.0053462","-0.033767","-0.0028945","-0.00079577","0.00058153","-0.025423","0.00085244","0.0012731","0.00076741","-0.59949","0.22536","-0.00087054","0.023207","-0.020524","-0.0061895","-0.00087054","0.0023748","0.00085244","0.0026667","0.0013249","-0.00087054","0.0089298","0.00085244","-0.0032084","-0.00087054","0.00070602","-0.00087054","-0.00079577","0.04309","0.0014982","0.0007015","-0.00079577","0.016805","0.0494","0.001361","0.048074","0.00067371","0.0014441","0.62308","0.0061298","0.010414","0.031868","0.0055449","0.024967","-0.00075204","-0.0010426","0.010046","-0.0035824","0.049736","0.018141","0.0037409","0.0023798","0.00059799","0.0017847","0.0029731","0.00059099","-0.021069","-0.00087054","-0.0081015","0.0015371","0.00027896","0.0019848","0.00011942","0.0024303","0.27871","0.025629","0.043162","0.0061664","0.0012004","0.017075","0.0014493","0.041986","0.049125","0.0062875","-0.022309","-0.010697","-0.0037375","-0.003406","0.0027992","0.003876","0.0015409","0.0010745","0.0012269","-0.0023572","0.0012078","-0.0011062","0.002038","-0.0029805","0.0040912","0.00045619","-0.00087054","0.00040094","0.00085244","0.028204","-0.15742","0.1181","0.041804","-0.018055","0.012045","0.015238","-0.0018857","0.00082735","0.00041828","-0.00087054","0.00085244","-0.036792","0.0014493","0.0014202","-0.021468","-0.23476","0.0014995","0.00056642"
"-0.00047375","0.00053964","0.00029517","-0.0027161","-0.00048148","0.00048894","-0.0010698","-0.0025994","-0.0021609","0.00020981","-0.00023975","-0.00032403","-0.0014622","9.8639e-005","-0.0020867","0.001628","0.016883","-0.002377","0.00014976","0.010257","-0.00048861","-0.0024829","0.00020136","-0.0018841","0.00029517","0.00023996","-0.00020171","0.66452","0.11004","-0.0027161","0.0082321","-0.037047","-0.018727","-0.0027161","0.00012838","0.00029517","-0.0016699","-8.4923e-005","-0.0027161","0.0013148","0.00029517","-0.0098956","-0.0027161","0.00024447","-0.0027161","-0.0024829","0.016211","-0.00034886","-0.00018438","-0.0024829","0.006671","0.018044","-0.00014215","0.018049","-0.00046","-0.000116","0.29901","0.00042613","0.0007804","0.0056597","-0.00069146","-0.0007912","-0.0023464","-0.0040781","9.4997e-005","-0.0074072","0.019853","-0.0024782","-0.0018106","-0.00059153","-0.00058102","-0.00058368","-0.0013378","-0.00075422","-0.041703","-0.0027161","-0.016755","0.00028973","-0.00055613","-0.00067782","-0.00023806","-0.00087343","0.066113","0.0026117","-0.0085145","0.0010205","-7.6944e-005","-0.0030583","-9.2901e-005","0.010798","0.017127","0.0020734","0.0039313","-0.0014092","0.0024446","0.0044689","0.00041528","0.00096521","-0.00020672","-0.00068644","-0.00012972","-0.002508","-0.00028039","-0.00089191","-0.00064839","0.0027797","-0.00079369","-0.00012343","-0.0027161","-0.00020156","0.00029517","-1.7147e-005","-0.60817","0.010228","0.016898","-0.046188","0.003963","-0.0038577","-0.0075398","-0.00022385","-0.00061364","-0.0027161","0.00029517","0.0036036","-9.2901e-005","-0.00015016","-0.058952","-0.26477","-0.00043004","0.00019613"
"0.00093901","-0.00019457","-0.00010642","0.0010324","-0.0071804","-0.00017629","-0.019553","-0.077889","-0.02044","-0.0050037","-0.0010895","-0.0014725","0.00084817","-0.002365","0.0012104","0.0041162","0.017437","0.0016597","0.0009516","0.0095279","-0.0006867","0.00094375","-7.2601e-005","0.0057537","-0.00010642","-0.0024447","-0.0026381","0.18604","0.2742","0.0010324","-0.0032112","0.019375","0.0080056","0.0010324","-0.0055121","-0.00010642","-0.018502","-0.0045936","0.0010324","-0.018058","-0.00010642","0.0057774","0.0010324","-8.8143e-005","0.0010324","0.00094375","0.0087945","-0.0077486","-0.0024115","0.00094375","0.0046003","-0.0087341","-0.0072316","-0.0021182","-0.0055712","-0.0070413","0.52418","-0.018621","-0.026462","-0.064806","-0.018842","-0.093927","0.00089189","0.0022958","-0.033186","0.0045439","0.013924","-0.073138","-0.026378","-0.012149","-0.0050585","-0.0065773","-0.016493","-0.0070767","0.02242","0.0010324","0.0058733","-0.0029517","-0.0025272","-0.010238","-0.0010818","-0.01309","-0.46661","-0.06912","-0.19417","-0.0143","-0.004162","-0.074036","-0.0050252","-0.045946","-0.012757","-0.0031934","0.0074515","-0.0011506","0.00047917","0.0010826","-0.0047445","-0.0046301","-0.0048023","-0.0086886","-0.0062768","0.00032501","-0.0051682","-0.00031535","-0.010098","0.00061706","-0.012936","-0.0011314","0.0010324","-0.0022878","-0.00010642","-0.10352","0.42804","-0.33217","0.010966","0.021018","-0.0059299","-0.076878","0.004821","-0.0020519","-0.0044865","0.0010324","-0.00010642","0.0066459","-0.0050252","-0.0072659","0.030174","0.051114","-0.0061904","-7.0714e-005"
