"d3d3d2","d3d3d3","d3d2d2","d5d5d6","d5d5d4","d5d5d5","d8d7d7","d6d5d6","d6d5d5","d6d6d6","d6d6d7","d6d6d5","d2d2d3","d2d2d2","d7d6d7","d4d5d5","d6d7d7","d4d4d4","d7d6d6","d4d4d5","d5d7d7","d5d6d6","d5d6d5","d1d2d2","d4d4d3","d3d4d4","d7d8d8","d8d8d8","d7d7d8","d8d8d7","d7d7d6","d7d7d7"
"-7.5377e-05","-0.0086423","-7.4484e-05","-0.0018202","-0.00021487","-0.013645","0.0020807","-0.00031691","-0.0018014","-0.44503","-0.0043737","-0.0018838","-0.00035759","-0.00044726","-0.00055513","-9.1004e-05","-0.0090767","-0.10233","-0.006547","-0.00011769","0.00010337","-0.0020847","-0.00054516","-0.0001784","-0.00021741","-0.00021741","0.00022388","0.87528","0.0043714","0.0028535","-0.0064811","-0.15767"
"0.00017933","0.025317","0.00017497","-0.00010592","0.001412","0.017149","-0.0032255","2.7293e-05","-0.00012137","-0.28325","-0.0072322","-0.00049037","0.00084739","0.0010545","-0.0011234","0.00062407","-0.016103","0.78732","-0.009755","0.0007455","-0.0010215","-0.00071781","0.00018216","0.00042364","0.0012658","0.0012658","-0.0039013","-0.14655","-0.002612","-0.0047407","-0.01045","-0.52621"
"5.6091e-05","0.0080798","5.468e-05","-0.0021133","0.00046869","-0.002141","0.0041616","-0.0003356","-0.0021425","-0.5903","0.0056522","-0.0025131","0.00026498","0.00032964","0.0012451","0.00020791","0.015084","0.26465","0.0056591","0.00024664","0.0015295","-0.002974","-0.00046101","0.00013249","0.00042133","0.00042133","0.0060029","-0.13376","0.0023293","0.0062519","0.0076389","0.75038"
