"d3d3d4","d3d3d2","d9d9d9","d3d3d3","d9d9d8","d5d4d4","d8d10d10","d3d2d2","d10d9d9","d5d5d4","d5d5d5","d8d7d7","d6d6d6","d6d6d7","d2d3d3","d9d9d10","d2d2d1","d2d2d3","d2d2d2","d4d5d5","d9d10d9","d8d9d9","d6d7d7","d5d8d8","d9d10d10","d2d1d1","d4d4d4","d7d6d6","d4d4d5","d5d3d3","d4d4d3","d1d2d2","d4d3d3","d4d3d4","d3d4d4","d7d8d8","d7d8d7","d8d8d8","d1d1d1","d7d7d8","d8d8d7","d9d8d8","d7d7d6","d7d7d7"
"-0.0046738","-0.0064192","0.0012789","-0.70121","0.00077918","-0.00046494","0.0012069","-0.0059051","0.0017888","-0.00052132","-0.051379","0.0039679","-0.02889","-0.0013572","-0.0036897","0.00071749","-0.00373","-0.0027986","-0.046218","-0.00031301","0.00089573","0.0013548","-0.0020088","0.0010304","0.00062594","-0.0046396","-0.077246","-0.00147","-0.00040393","-0.002087","-0.0062324","-0.0049631","-0.0021634","-0.0012105","-0.0023888","0.0043842","0.0011031","0.70407","-0.0019906","0.0020213","0.0031826","0.0010957","-0.0020783","-0.026456"
"0.0013411","0.0049189","0.00015298","0.65096","0.00028998","-0.001669","4.711e-06","0.004964","0.00050418","-0.0017808","-0.2006","-0.00036946","-0.13747","-0.0098061","0.002872","0.00026702","0.0022072","0.0024273","0.02693","-0.0010931","0.00035182","0.00051694","-0.013451","0.00089179","0.00024585","0.0031881","-0.15007","-0.010017","-0.001409","0.001988","0.0048353","0.0031985","-0.00095335","-0.00011194","0.00093372","0.0019963","0.00072728","0.59968","-0.00010159","-0.0010659","0.001749","0.00024274","-0.01404","-0.36542"
"-0.0038098","0.00078312","0.0011104","0.17121","0.00065882","-0.0028679","0.0013153","0.0011069","0.0013277","-0.0031932","-0.32093","0.0093932","0.037818","0.01842","0.00049017","0.00060665","-0.00010551","0.00059112","-0.0017541","-0.0019008","0.00030935","0.00083655","0.022092","0.00011128","0.00021617","0.00024382","-0.36374","0.016953","-0.0024947","0.0005828","-9.8573e-05","8.4874e-05","-0.0042368","-0.0018179","-0.0014638","0.0039361","0.00068661","0.14039","-0.0011754","0.0074073","0.0029012","0.00073761","0.023497","0.844"
