"d10d10d11","d9d9d9","d9d9d8","d10d10d10","d9d10d10","d11d10d10","d10d9d9","d11d12d12","d12d12d12","d12d12d11","d12d11d11","d10d9d10","d9d9d10","d8d8d8","d11d11d10","d8d8d9","d11d11d12","d11d11d11","d10d11d11","d10d10d9","d9d8d9"
"-0.0039704","0.92407","0.00066652","-0.28868","0.005753","-0.0020892","0.0050545","-0.0024376","-0.22631","-0.002971","-0.0018156","0.0008134","0.0056377","0.0051962","-0.0020755","0.00068329","-0.00080038","-0.10645","-0.001447","0.0057107","0.0034676"
"0.0047963","0.051623","-0.00012389","0.72808","0.0078044","0.0020548","0.0055698","-0.0054019","-0.67827","-0.0067202","-0.0041518","0.0004181","0.0039643","-0.00096589","0.0035684","-0.00012701","-0.001518","-0.083186","0.00088707","0.0047611","-0.00015959"
"0.0077751","-0.13943","0.00024573","-0.35434","-0.0051614","0.0058645","-0.0037293","0.0049632","-0.48746","0.005144","0.0027227","-0.00031985","-0.0028477","0.0019157","0.00023","0.00025192","0.0028975","0.78558","0.0056318","0.00022673","-0.00027422"
