-0.0034917,-0.00033951,-0.0050625,0.00093106,-0.0015003,-0.0015306,0.0012862,-0.0010259,-0.0003166,-0.00096091,-0.0030993,-0.0019585,8.0759e-005,0.0014043,-0.0053622,-0.00060713,-0.00040849,-0.0017503,0.00040998,-0.0011132,-0.00034172,-0.00033048,-0.010011,-0.0019052,-0.0032525,-0.0040481,-0.0082466,-0.00283,-0.00222,-0.0012694,-0.034187,-0.004344,-0.0052451,-0.00044806,-0.0017078,-0.00030162,-0.0020352,-0.0003637,-0.02648,-0.0012856,-0.00067347,-0.003485,-0.0083189,-0.0037015,0.000717,-0.66092,-0.0024391,-0.00073487,0.00061954,-0.00028075,-0.00092626,0.00010017,-0.0016267,-0.00074733,-0.0005556,-0.0013248,-0.00051434,-0.0018531,-0.0051202,-0.0047819,-0.0031737,-0.0045428,0.0011761,-0.0015269,-0.0029424,0.74879,-0.0046353,-0.0015178,-0.00054508,-0.00079467,-0.0014527,-0.0023138,-0.0028777,-0.0019582,-0.00076121,-0.0028143,-0.0013011
-0.03434,-0.0027384,-0.047303,-0.0040283,-0.01436,-0.014032,-0.033154,-0.0094053,-0.0018858,-0.047638,-0.0091527,-0.0093693,0.0015504,-0.0099673,-0.029195,-0.004897,-0.0024332,-0.016046,-0.0021554,-0.010205,-0.0051221,-0.0049537,-0.0033674,-0.011316,-0.0012752,-0.021807,-0.044762,-0.016516,-0.011509,-0.0041753,-0.1424,-0.023715,-0.037391,-0.0026689,-0.00222,-0.0017966,-0.018658,-0.0054516,-0.22252,-0.011786,-0.0037298,-0.028412,-0.37828,-0.01811,-0.045615,0.66464,-0.0056502,-0.0091725,-0.0043972,-0.0042794,-0.0030466,0.001923,-0.012126,-0.012243,-0.0075994,-0.010484,-0.0070351,-0.010275,-0.020565,-0.023972,-0.01215,-0.035394,-0.049812,-0.018627,-0.016908,0.56455,-0.023589,-0.016137,-0.0074555,-0.0073213,-0.01349,-0.011069,-0.019298,-0.01842,-0.0072715,-0.024388,-0.010849
-0.068827,0.0020735,0.05429,0.00654,-0.019619,-0.029583,0.048159,-0.019829,-0.0026486,0.072776,-0.017218,-0.015018,-0.0003229,0.019815,-0.057555,0.0037079,-0.0034173,-0.03383,0.0045266,-0.021516,-0.010533,-0.010187,-0.033221,-0.022288,-0.0028789,-0.051028,-0.06987,-0.03901,-0.016243,-0.011292,-0.43723,-0.056472,-0.066307,-0.0037484,-0.006821,-0.0025233,-0.039337,-0.011211,-0.43165,-0.024849,-0.003652,-0.055966,0.7229,-0.047366,0.071732,0.10266,-0.043833,0.014405,0.0087416,0.0072349,-0.0082396,-0.0004005,0.0051786,-0.028699,-0.013064,-0.02384,-0.012094,-0.019621,-0.019575,-0.0605,-0.035519,-0.066957,0.083083,-0.0088725,-0.038007,0.056838,-0.048502,-0.032333,-0.012816,-0.00036608,-0.029528,-0.017742,-0.036408,-0.033814,0.008737,-0.033536,-0.021969
-0.1043,0.00032234,0.0078229,0.00051473,-0.034776,-0.043724,-0.0060694,-0.029307,-0.00011595,-0.0032251,-0.029762,-0.012912,-0.00059516,0.0021329,-0.010364,0.00057642,-0.0001496,-0.050001,0.00016587,-0.0318,-0.013245,-0.01281,0.013317,0.019264,-0.0012794,0.033754,0.047755,0.026111,0.017233,-0.016482,0.74535,0.016373,-0.082718,-0.0001641,0.010544,-0.00011046,-0.05814,-0.014097,-0.61198,-0.036727,0.001049,-0.081011,0.065864,0.02231,-0.0031312,-0.019884,0.037567,0.001827,0.00094097,0.00083235,-0.012026,-0.0007382,-0.012081,0.022537,-0.014145,0.034514,-0.013095,0.018638,0.012749,0.039634,0.061203,0.010196,-0.0021255,-0.025911,0.0037841,-0.0051512,0.011668,-0.040912,-0.013877,0.014799,-0.040116,-0.015255,-0.041306,-0.050412,0.0012503,-0.035985,-0.027252
-0.14147,0.011028,0.11251,0.0023799,-0.021731,-0.059109,-0.024957,-0.03962,0.024507,-0.029903,0.077753,0.028221,0.0024349,-0.0060431,0.015169,0.019721,0.03162,-0.067595,-0.00098976,-0.04299,0.0015406,0.00149,0.080118,0.027343,0.043761,0.020222,0.62304,0.01873,0.11497,-0.010838,-0.35855,0.0078718,0.013116,0.034683,0.0041049,0.023348,-0.078598,0.0016397,-0.35936,-0.04965,0.082175,-0.039557,-0.31768,-0.039909,-0.022621,-0.17555,0.050542,0.0029165,-0.002666,-0.0020946,-0.0079083,0.00302,-0.013278,0.054899,0.017599,0.013353,0.016292,0.011449,0.17446,-0.035973,-0.037585,0.073543,-0.036445,0.000305,0.003096,-0.17594,0.131,-0.0010453,0.017266,-0.0057216,-0.02176,0.03334,0.028052,-0.028924,0.015643,0.15555,0.0075326
0.27794,-0.012022,-0.13664,-0.0019346,-0.011279,0.11643,0.0032714,0.078043,-0.045898,-0.0011367,-0.19891,-0.11363,-0.0034769,0.0058376,-0.13679,-0.021498,-0.059219,0.13315,8.6722e-005,0.084681,-0.031103,-0.03008,-0.18629,-0.099409,-0.086957,-0.093432,0.59791,-0.037454,0.038979,-0.0026197,0.14104,-0.085829,-0.19161,-0.064956,-0.0079825,-0.043726,0.15482,-0.033103,0.15308,0.0978,0.075379,-0.025846,0.15634,-0.027368,-0.0020546,0.090505,-0.097981,-0.0068975,0.0025753,0.0011378,-0.0019115,-0.0043126,0.00010976,-0.080303,-0.02791,-0.036724,-0.025837,-0.067163,-0.16364,-0.039323,0.0069269,-0.28209,0.0074864,-0.025004,-0.049234,0.0894,0.03429,-0.014755,-0.027381,0.010397,0.011863,-0.13424,-0.12506,0.0030342,-0.019499,0.10122,-0.040455
0.44796,0.032775,0.39991,-0.00054951,-0.072486,0.18644,-0.05254,0.12497,0.01761,-0.04076,0.072061,-0.064939,0.0033278,-0.010275,-0.10489,0.05861,0.022721,0.2132,0.0075557,0.13559,-0.018205,-0.017607,0.10952,-0.013445,0.070474,-0.047413,-0.24564,-0.010162,0.014033,-0.026127,-0.073486,-0.076811,-0.22387,0.024922,0.0037689,0.016776,0.24791,-0.019376,-0.17799,0.1566,-0.027864,-0.15682,-0.17025,-0.07794,-0.0014648,-0.092762,0.071643,0.023441,-0.0045331,-0.0034354,-0.019064,0.0041275,-0.028751,0.055498,-0.010601,-0.0011156,-0.0098134,-0.025412,0.24954,-0.081801,-0.0089143,-0.10542,-0.043148,-0.046928,-0.037727,-0.092514,0.0097157,-0.071619,-0.0104,-0.004775,-0.086575,-0.07672,-0.083371,-0.10738,0.057951,-0.11,-0.03307
0.061659,-0.040394,-0.5041,0.0012594,-0.00045021,0.023089,0.043542,0.015476,-0.0060315,0.024383,0.37565,-0.0798,0.0040908,0.0076464,-0.072722,-0.072234,-0.0077821,0.026404,0.016632,0.016793,0.0163,0.015764,0.52512,-0.0036201,0.24492,0.040459,0.0085174,0.10294,-0.035703,-0.012494,-0.0031316,-0.042755,-0.13734,-0.0085361,0.007571,-0.0057462,0.030702,0.017348,-0.014452,0.019394,0.0010318,-0.029415,0.044799,-0.055298,-0.033132,-0.013643,0.31475,-0.030491,0.0033733,0.0046637,-0.0091167,0.005074,-0.0010163,0.0085657,0.076923,-0.039307,0.071211,-0.012141,-0.096259,-0.079793,-0.041613,-0.14672,0.027429,0.065258,-0.034303,-0.0089142,-0.072612,0.036466,0.075466,0.01414,-0.038493,-0.094277,0.015424,-0.030246,-0.073388,0.083912,0.057922
-0.22623,0.048965,0.62076,-0.010889,0.036048,-0.094015,-0.050893,-0.063017,-0.06131,-0.013471,0.072769,-0.1132,-0.00018033,-0.027994,-0.09649,0.087562,-0.079105,-0.10751,-0.00465,-0.068377,0.0078587,0.0076003,0.1938,-0.089929,0.07358,-0.0068265,0.021582,0.066554,-0.086795,0.020208,0.071687,-0.05438,-0.093572,-0.086769,-0.0066049,-0.05841,-0.12501,0.0083642,0.12591,-0.07897,-0.00014886,0.096568,-0.003627,-0.00060062,0.052671,0.026378,0.16016,0.040783,-0.01235,-0.0036463,0.014745,-0.00022367,0.009511,-0.095179,0.068104,-0.070382,0.063047,-0.058022,-0.35883,-0.031466,-0.023117,-0.29364,-0.0034982,0.063765,-0.031663,0.031546,0.03576,0.0998,0.066814,0.0059982,0.05907,-0.13374,0.00058273,0.065884,0.090655,0.09621,0.064359
-0.22516,-0.0091185,-0.13933,0.0072063,0.043081,-0.093144,0.0227,-0.062433,-0.036776,0.012965,-0.066002,-0.18676,-0.0013925,0.0075684,-0.084056,-0.016306,-0.04745,-0.10652,-0.007229,-0.067743,0.003542,0.0034255,-0.090476,-0.13306,-0.049262,-0.12297,-0.14061,-0.0024859,0.095239,0.042499,0.027451,-0.103,-0.18997,-0.052047,-0.00071536,-0.035036,-0.12385,0.0037698,0.091977,-0.078238,-0.021674,0.12819,-0.019427,-0.04111,0.0093827,-0.011268,-0.020402,-0.0091329,0.0033389,0.003382,0.03101,-0.0017272,0.042313,0.1066,0.020472,-0.01773,0.018952,-0.10714,0.64741,-0.037792,0.022348,-0.3299,0.025489,0.040638,0.046779,-0.012136,0.19307,0.071304,0.020085,0.0057693,0.074743,-0.22064,-0.078154,0.08197,-0.021033,0.010306,0.040024
