-0.0017789,0.09688,-0.0033089,0.0041333,0.0010716,0.0018587,0.00060482,0.0054479,-0.00048982,0.80598,0.0097764,0.00050337,0.0082184,0.0101,0.00064087,0.099064,-0.003702,-0.0016497,0.00072686,-0.00085916,0.0088996,0.00060383,0.0074253,0.0019386,0.001548,0.016044,0.00030609,-0.0018268,0.0024782,-0.57122,0.00077052,0.013101,-0.0029055,0.0037253,0.056509,0.0075589,0.0013636,0.0023134,0.021366,0.004957,0.001611,0.00035351,0.00030816,0.014168,0.00055962,0.00048732
0.0018526,-0.25132,-0.0047881,-0.01471,-0.323,-0.011302,-0.014892,-0.017576,-0.0037651,0.5341,-0.018865,-0.0046855,-0.022554,0.0037783,-0.0059654,-0.14075,0.0016233,0.001839,-0.0089,0.00044559,-0.023342,-0.0044173,-0.032258,-0.018414,-0.0031218,-0.0034038,-0.0046009,-0.0056518,-0.012916,0.65255,-0.011679,-0.0057104,-0.0031285,-0.016251,-0.3084,-0.020926,-0.024375,0.00076445,-0.0028186,0.0049015,-0.024215,-0.0053136,-0.0046319,-0.010518,-0.0084117,-0.007325
-0.0011478,-0.36948,0.017969,0.011654,0.84743,0.00012198,-0.005689,-0.017249,-0.0053504,0.11274,-0.013271,-0.0084746,-0.0041286,-0.0055653,-0.010789,-0.28733,0.0074229,-0.0010586,-0.012632,0.0010821,-0.023398,-0.0070013,0.0013379,0.02062,-0.0062792,-0.0081178,-0.0018869,0.011128,0.021699,0.025114,-0.012146,-0.008693,0.015282,-0.0052713,-0.20457,-0.019102,0.047494,0.005306,-0.011874,0.0025257,-0.0099314,-0.0021793,-0.0018997,-0.031919,-0.0034499,-0.0030042
0.00020474,-0.26109,-0.0025234,0.0083483,-0.11002,0.010327,-0.0065425,0.0030136,0.020321,0.075406,-0.010108,-0.014202,-0.023016,-0.018552,-0.018081,-0.51804,-0.0016163,0.00033365,0.0066365,-0.0002824,0.023579,-0.0047291,0.027141,0.0071147,-0.0065375,-0.0092679,-0.0019536,-0.001093,0.0082527,0.048432,0.0506,-0.018593,-0.0044807,-0.00039443,0.79633,-0.0026523,-0.012594,0.0032549,-0.018453,0.00026417,-0.010282,-0.0022562,-0.0019668,-0.042975,-0.0035717,-0.0031102
5.3874e-005,-0.67186,-0.0019289,-0.0012243,0.00030025,-0.010225,-0.0031893,-0.010893,0.010624,-0.014123,-0.02657,0.0092463,-0.026377,0.032611,0.011772,0.69748,9.0414e-006,0.00014833,-0.026232,-1.9235e-005,-0.028431,0.00046427,-0.020411,0.0061228,-0.023249,-0.0024633,-0.0009691,-0.010041,-0.0022072,0.0090184,0.026486,-0.01594,-0.0060553,-0.018993,0.23388,0.0022398,0.0027181,0.0023323,0.0088878,0.0050882,-0.0051006,-0.0011192,-0.00097565,0.0012422,-0.0017718,-0.0015429
0.0017997,-0.21244,0.0011991,0.001461,-0.15301,-0.0034393,0.43984,-0.01074,-0.0016012,-0.064988,-0.0096278,-0.003257,-0.0094858,-0.00096421,-0.0041466,-0.14527,0.00082244,0.0010814,-0.0057565,0.0023781,-0.01139,-0.0021743,-0.014899,-0.0029087,-0.0025265,-0.003878,0.13369,0.00026423,0.00058431,-0.1669,-0.00533,-0.0022467,-0.0016722,-0.0065055,-0.1535,-0.013846,-0.0057806,0.0060927,-0.0027078,0.0014095,0.70364,0.1544,0.13459,-0.01228,0.24442,0.21284
0.023959,-0.29217,0.22291,0.32363,-0.23768,0.07842,-0.10157,-0.0014894,-0.014755,-0.11898,0.15357,-0.011406,0.20928,0.049478,-0.014522,-0.18741,0.011413,0.011986,-0.028878,0.00089911,0.10418,0.0046615,0.054576,0.14878,-0.011757,0.12947,-0.031078,0.13713,0.21735,-0.23485,-0.051565,0.31756,-0.019055,0.07,-0.20766,-0.069668,0.16914,0.21739,0.349,0.016107,-0.16357,-0.035892,-0.031288,0.038494,-0.056819,-0.049479
-0.0025346,0.021624,-0.026463,-0.19872,0.03147,-0.0043025,0.010863,0.066796,0.013797,0.0025962,-0.16421,0.0016649,0.088803,0.26218,0.0021197,-0.013965,0.002353,0.00048813,-0.04199,0.00098304,-0.24496,-0.032137,0.2147,-0.20569,0.016071,-0.43751,0.0031706,-0.14452,-0.04694,0.026003,0.034038,0.22865,0.0094864,-0.0082209,0.031212,-0.0024598,-0.033771,-0.23734,0.59035,-0.049595,0.016688,0.0036618,0.003192,0.14039,0.0057968,0.0050479
0.006056,-0.062519,0.043296,-0.036623,-0.054395,-0.12241,-0.013626,0.061398,-0.03012,-0.0061555,-0.057744,-0.015084,0.34088,-0.23306,-0.019205,-0.0122,-0.0057272,-0.00093242,-0.15036,-0.0011781,-0.27125,-0.015546,0.42253,-0.034234,0.1568,-0.060127,-0.0039851,-0.0066973,0.11116,-0.031989,-0.074468,0.026641,0.0037406,0.18991,-0.04409,0.56135,0.037947,-0.008759,-0.24845,0.01799,-0.020974,-0.0046024,-0.004012,-0.23252,-0.0072859,-0.0063446
-0.014457,0.040552,-0.13906,-0.058198,0.054527,0.11458,0.017714,-0.12941,0.067387,0.014092,0.0044943,0.029292,0.37722,-0.23923,0.037293,0.027543,-0.014517,0.014502,-0.0016438,-0.0024991,-0.18982,-0.079618,-0.28797,-0.1242,-0.040359,0.33013,0.005752,-0.19263,-0.057549,0.048766,0.15156,0.56353,-0.046993,-0.15753,0.058898,-0.0851,-0.071339,-0.17194,-0.086987,0.13605,0.030274,0.0066431,0.0057909,-0.013598,0.010516,0.0091577
