0.0012669,-0.00034931,-1.0925e-005,9.1236e-005,-0.00075091,0.0014139,0.73726,-0.00099585,-0.0012931,0.0036063,0.0017114,0.0014336,-7.667e-005,-1.2618e-005,0.0036639,-0.0011608,-0.67558,-1.3082e-005
-5.966e-005,0.27438,0.083445,0.0029854,0.00128,0.019132,-0.50253,0.0051661,0.018478,0.03078,0.003932,0.0061557,0.58559,0.096372,0.025279,0.0034079,-0.54831,0.099916
-0.0086817,-0.14358,-0.043399,0.0015603,-0.0027764,0.27716,-0.17441,0.021827,0.23904,0.62236,-0.00163,0.054203,-0.30456,-0.050122,0.539,0.0047104,-0.1838,-0.051965
-0.0015795,-0.015744,-0.0044957,-0.0012214,-0.0023727,-0.36281,-0.020785,-0.06285,0.59847,-0.51959,-0.00036051,0.078168,-0.031549,-0.0051921,0.4773,-0.0023864,-0.024499,-0.0053831
0.0040287,-0.054905,-0.016596,0.012466,-0.001053,0.41092,-0.074079,0.14646,0.6324,-0.06456,0.022502,0.19315,-0.11647,-0.019167,-0.58077,0.0093934,-0.084399,-0.019872
0.0028865,-0.050715,-0.015546,0.032791,0.000724,0.19367,-0.074966,0.86095,-0.23222,-0.31119,0.05391,0.014626,-0.1091,-0.017954,0.19393,0.028908,-0.082672,-0.018615
0.013024,-0.078155,-0.025553,0.4177,0.013662,-0.069012,-0.12457,-0.15111,-0.095415,-0.069304,0.79026,0.0093892,-0.17932,-0.029511,-0.054169,0.28592,-0.13468,-0.030597
-0.0044974,-0.010502,-0.0040907,-0.025028,0.0070024,0.60264,-0.020375,-0.41417,-0.26656,-0.40865,-0.092583,0.4082,-0.028707,-0.0047245,0.22173,0.018824,-0.020244,-0.0048982
0.066694,-0.041309,-0.013441,0.20552,0.0067085,-0.10737,-0.064998,-0.0042558,-0.02847,0.0013986,-0.47764,0.020264,-0.094323,-0.015523,-0.058403,0.82945,-0.073819,-0.016094
0.0055588,-0.0054068,-0.0047522,-0.033996,0.024408,-0.39643,-0.021726,0.12616,-0.11216,0.18609,0.0060406,0.87261,-0.033349,-0.0054884,-0.089383,-0.079202,-0.022013,-0.0056902
0.98626,-0.021487,-0.010512,-0.046265,0.031169,-0.019347,-0.05099,-0.025211,-0.024114,-0.023491,-0.0075492,-0.028308,-0.073771,-0.012141,-0.016853,-0.095249,-0.053905,-0.012587
-0.059636,0.27736,-0.032278,-0.037387,0.9182,-0.031219,-0.062074,-0.024533,-0.02419,-0.032602,-0.041949,-0.051925,-0.22652,-0.037279,-0.032857,-0.048474,-0.069462,-0.03865
0.13705,0.29374,0.075037,0.090351,0.16796,0.21542,0.36548,0.14529,0.18826,0.17992,0.21708,0.14529,0.47685,0.074658,0.20209,0.27308,0.40104,0.081215
0.013429,0.034398,0.035785,0.87615,0.014114,0.021108,0.035812,0.014236,0.018446,0.01763,-0.29376,0.014236,0.042663,-0.0077279,0.019802,-0.36955,0.039296,0.0071356
-5.5147e-005,0.8354,-0.019546,-0.0041834,-0.34884,-8.6678e-005,-0.00014706,-5.846e-005,-7.5749e-005,-7.2397e-005,0.001419,-5.846e-005,-0.40636,0.12157,-8.1317e-005,0.0017851,-0.00016137,-0.010522
-0.0015537,0.048298,0.86833,-0.030035,-0.023455,-0.002442,-0.0041431,-0.001647,-0.0021341,-0.0020396,0.0080768,-0.001647,-0.065938,-0.48527,-0.002291,0.010161,-0.0045462,-0.046302
-2.5066e-005,-0.13865,0.35097,-0.0006296,0.057825,-3.9398e-005,-6.6843e-005,-2.6572e-005,-3.443e-005,-3.2907e-005,0.00018299,-2.6572e-005,-0.19857,0.5718,-3.6961e-005,0.00023019,-7.3346e-005,0.69847
-1.5472e-005,0.077511,-0.32268,-0.00029544,-0.032389,-2.4319e-005,-4.126e-005,-1.6402e-005,-2.1253e-005,-2.0312e-005,7.9102e-005,-1.6402e-005,-0.0050621,-0.63397,-2.2815e-005,9.951e-005,-4.5274e-005,0.69776
