0.0030255,0.003474,0.0035006,0.0027571,0.0021638,-0.0003479,0.0088574,0.71555,0.00091828,0.0080316,0.0074934,0.0030153,0.017736,0.0084749,0.00072826,-0.69809,0.0033014
0.11685,0.12185,0.1171,0.092231,0.067726,0.0018609,0.01887,-0.5396,0.018233,0.038191,0.020634,0.0075856,0.59331,0.039637,0.014174,-0.53377,0.11044
-0.074481,-0.075142,-0.073114,-0.057586,-0.0039936,0.0010794,0.29442,-0.19023,0.18837,0.55879,0.25419,0.097969,-0.37044,0.503,0.074952,-0.18628,-0.068953
0.015387,0.015186,0.015362,0.0121,-0.049347,-0.0016705,0.26925,0.041831,-0.52888,0.58379,-0.46034,-0.00046342,0.077835,-0.2566,-0.12558,0.046286,0.014488
-0.027612,-0.025136,-0.025528,-0.020106,0.34555,0.0030122,-0.16618,-0.057889,-0.2377,-0.085933,-0.32555,-0.064675,-0.12934,0.18573,0.78545,-0.066229,-0.024075
0.022081,0.020183,0.027435,0.021609,-0.1134,-0.019602,-0.51108,0.086837,0.1596,0.17418,-0.43073,-0.2733,0.139,0.54203,-0.27957,0.088955,0.025874
0.0059678,0.002619,0.0025253,0.0019889,-0.079678,1.9561e-005,-0.13417,0.0011081,-0.52367,-0.22471,0.079287,0.67788,0.012795,0.39172,-0.17726,0.0046578,0.0023815
-0.053815,0.33663,-0.037363,-0.029428,-0.047868,0.89897,-0.069171,-0.08608,-0.011161,-0.035306,-0.068973,-0.015005,-0.18931,-0.050035,-0.061988,-0.095444,-0.035237
0.97009,-0.04099,-0.042903,-0.033791,-0.028432,0.0080683,-0.024541,-0.033086,-0.0018968,-0.012096,-0.025746,-0.0060762,-0.21738,-0.020047,-0.013112,-0.037081,-0.040462
-0.020159,-0.019312,-0.0059289,-0.0046697,0.049006,-0.031579,-0.46451,-0.016377,0.38542,0.34585,-0.11489,0.5866,-0.03004,-0.37394,0.11403,-0.022168,-0.0055915
0.013817,0.0136,0.0061452,0.00484,0.029959,0.017359,-0.51406,0.024466,-0.39709,0.3153,0.61072,-0.29268,0.031135,-0.1124,0.058529,0.026729,0.0057954
0.18622,0.19311,0.097267,0.071066,0.16017,0.21533,0.2194,0.37222,0.14797,0.19173,0.18325,0.14797,0.51449,0.20583,0.24698,0.40844,0.076136
0.0012038,-0.0010047,-0.00026449,0.020978,0.90398,0.0023325,0.0014183,0.0024062,0.00095654,0.0012394,0.0011846,0.00095654,-0.10245,0.0013305,-0.41099,0.0026403,0.054267
0.0038596,0.087924,0.19145,0.40317,-0.07133,-0.030569,0.0045472,0.0077148,0.0030668,0.0039738,0.003798,0.0030668,-0.2562,0.004266,0.03923,0.0084654,0.84831
-0.0002497,0.89637,-0.14149,0.02946,-0.0054012,-0.37457,-0.00029418,-0.00049911,-0.00019841,-0.00025709,-0.00024571,-0.00019841,-0.13564,-0.00027599,0.0020387,-0.00054767,-0.12997
-0.00022069,0.030917,0.82432,0.36201,-0.00069116,-0.013256,-0.00026,-0.00044112,-0.00017536,-0.00022722,-0.00021716,-0.00017536,-0.15015,-0.00024392,-6.3613e-005,-0.00048404,-0.40715
3.7238e-006,-0.11488,-0.47994,0.82773,0.00024991,0.047961,4.3872e-006,7.4433e-006,2.9589e-006,3.834e-006,3.6644e-006,2.9589e-006,0.037876,4.1159e-006,-0.00010779,8.1675e-006,-0.25998
