-0.0035255,-0.030026,-0.038405,0.00037628,-0.0026833,0.00023767,-0.0039113,4.7954e-005,0.00072593,-0.0012642,-0.0012568,-0.020585,-0.0011227,-0.00036732,0.001141,0.00068454,-0.00093717,0.014373,-0.0020676,-0.01753,0.027298,0.00072593,-0.00145,-0.56802,0.010267,0.032732,-0.002949,0.81064,0.017099,0.00099131,-0.012995,0.10842,-0.0026782,0.01281,0.01373,-0.00039167,-0.00018759,-0.0011532,-0.002593,-0.001759,-0.0016141,0.035832,-0.0066531,0.031608,0.0011698,0.00099487,0.00081967
0.00088711,-0.0029508,0.035476,0.0055167,0.00045108,0.006633,-0.00061082,0.0096318,0.0036874,-0.0020113,0.0054514,0.019825,0.0020469,0.020676,0.0057957,0.0034771,0.021417,-0.00098418,0.00090632,-0.00042862,0.015484,0.0036874,0.001732,-0.34481,0.072594,0.034525,9.4808e-005,-0.35955,0.080605,-0.00061478,0.030196,0.84915,0.058225,0.07235,0.065516,0.0016988,0.0068608,-0.00019058,0.011246,0.0078887,-0.0060143,0.018808,-0.0074919,-0.01286,0.0059421,0.0050535,0.0041635
-0.0087857,-0.13312,-0.52273,-0.040216,-0.012194,-0.046128,-0.019897,-0.084255,-0.030169,0.0039205,-0.0039692,-0.15111,-0.0061717,-0.06256,-0.047419,-0.028449,-0.080038,0.00051388,-0.0089722,-0.096475,0.0041333,-0.030169,-0.0092048,0.54063,0.0094254,0.065957,-0.027711,0.28639,0.00015379,-0.0084771,-0.10168,0.39422,-0.30989,0.0027965,-0.0048244,-0.0012369,-0.029251,-0.0036407,-0.0086486,-0.033022,0.0046571,-0.00663,0.015387,-0.031792,-0.048616,-0.041346,-0.034065
-0.0063539,0.050295,0.66037,-0.061183,-0.0095724,-0.088548,0.022675,-0.11436,-0.044461,-0.0015249,-0.0026518,0.088058,-0.013213,-0.12074,-0.069883,-0.041926,-0.16805,0.0011677,-0.011389,0.036274,-0.064519,-0.044461,-0.018953,0.089749,-0.032435,-0.0014797,0.038098,0.095468,-0.043989,0.010408,0.041107,0.11532,-0.62014,-0.035115,-0.029562,-0.00082638,-0.067389,0.001893,-0.031541,-0.074067,-0.013218,-0.087199,-0.0087329,-0.12298,-0.071647,-0.060933,-0.050202
-0.012402,0.092527,-0.18631,0.014102,0.01622,-0.06269,-0.0096287,-0.0045922,0.014138,0.01248,0.056978,0.098033,-0.0073075,-0.0066019,0.022223,0.013332,-0.071991,-0.028774,0.00944,0.015343,0.65248,0.014138,-0.012042,-0.18447,0.12568,0.52231,-0.015552,-0.14872,-0.073767,0.0026241,0.0078744,-0.15469,-0.28048,0.1419,-0.061165,0.017756,-0.019565,0.01212,0.01369,-0.027702,0.10118,-0.084364,-0.020741,-0.089238,0.022784,0.019377,0.015964
-0.0062189,-0.090589,-0.087853,0.25002,-0.0057904,-0.069551,0.01977,0.36199,0.20519,0.0015087,0.0014823,-0.10506,-0.0085537,0.12316,0.32251,0.19349,-0.15892,-0.0070762,-0.0064372,-0.050612,-0.17972,0.20519,-0.0020613,-0.09246,-0.15379,-0.017733,-0.002237,-0.06036,-0.0029802,-0.0012891,-0.059048,-0.03428,-0.29566,-0.15124,0.20257,0.00046193,-0.088416,-0.00082656,-0.0057969,-0.077769,-0.0097491,-0.03794,0.0055066,-0.15285,0.33066,0.28121,0.23169
-0.0076941,-0.34344,0.093374,-0.029968,-0.0044314,0.050568,-0.018099,-0.030255,-0.02448,-0.0013336,-0.022822,-0.12961,0.00071967,-0.033032,-0.038477,-0.023084,-0.041279,-0.049094,-0.0052142,-0.13546,-0.15414,-0.02448,-0.001513,-0.034276,-0.14997,0.45471,-0.0033502,-0.075564,0.033372,0.0035136,0.12021,-0.056792,-0.027102,-0.11588,0.013299,-0.0071122,-0.045713,-0.0014489,-0.021016,-0.037062,0.047421,0.70868,-0.017525,0.13858,-0.039448,-0.033549,-0.027641
0.013504,0.56576,-0.24113,-0.047544,0.047568,-0.02641,-0.0045407,-0.086499,-0.038963,-0.010474,0.047857,0.16421,0.0014751,-0.027582,-0.06124,-0.036741,0.033841,-0.02976,0.03281,0.34281,-0.068486,-0.038963,0.011875,-0.071374,-0.3661,0.044301,-0.011897,-0.032616,0.19788,-0.00041561,0.032576,0.0052405,-0.12805,-0.41312,0.19179,0.014914,-0.014799,0.010035,-0.031947,-0.0038104,-0.022302,0.15772,-0.046675,0.03024,-0.062787,-0.053397,-0.043994
-0.02548,-0.028217,-0.16052,-0.011139,0.051181,-0.02429,-0.017653,-0.010923,0.0033027,-0.021404,0.035727,0.012426,-0.032732,0.037436,0.005191,0.0031144,-0.096711,0.12027,0.066509,0.053708,0.058116,0.0033027,0.027603,-0.12322,0.067953,-0.40813,-0.019802,-0.10605,0.21522,-0.011201,0.19863,-0.10464,-0.35766,0.35332,0.0027317,0.011134,-0.085461,0.00027147,0.050423,-0.073782,-0.0011705,0.17109,0.034785,0.57944,0.0053221,0.0045262,0.0037291
0.028905,0.34019,-0.15915,0.033463,0.0032356,-0.012626,0.019049,0.039246,0.020172,-0.016409,-0.084315,0.16796,0.018255,-0.050938,0.031706,0.019022,-0.077937,-0.018131,-0.01271,0.16773,-0.41438,0.020172,-0.035341,-0.03521,0.41505,0.075713,-0.0092082,-0.004325,-0.39316,0.001046,0.003879,-0.019433,-0.071233,0.29688,-0.19497,-0.026275,0.00047473,0.0034703,-0.021018,-0.0085498,-0.11102,0.3005,-0.074568,-0.17113,0.032507,0.027646,0.022777
