-0.0051967,-0.028035,-0.63391,-0.0042574,-0.0019777,-0.010876,-0.010848,-0.00082442,-0.0020508,-0.0018225,0.0011362,-0.0053767,-0.00025723,0.00983,-0.020838,-0.0011008,-0.0016833,0.0058935,-0.0027503,-0.00038707,0.00030709,0.00054584,-0.001106,0.0002912,-0.0013913,-0.004023,-0.001322,-0.02991,-0.00065911,-0.0077251,-0.00087456,-0.0012713,0.0020596,-0.0013181,-0.00080117,0.7454,-9.6589e-006,-0.00053651,0.0001016,-0.00070661,-0.0021523,0.00098718,0.0011812,-0.0080094,0.00029821,-0.00145,-0.013948,-8.5039e-005,-0.0078279,-0.18946,-0.017898,-0.0082772,-0.001322,0.00055183,-0.0006009,-0.00068598,-0.0081065,-0.00065911,-0.00063625,-0.0044488,-0.0022318,0.00066182,0.00077447,0.00076172,-0.007301,0.0022516,-0.0013372,-0.0018938,-0.00145,0.0017524,-0.0030036,-0.00062539,-0.00079877,-0.029858,-0.00145,-0.0033723,0.0061494,-0.014373,-0.026358,-0.002588,-0.005289,-0.0043407,-0.0089041,-0.0005407,-9.3278e-005,-0.00065911,0.00063995,-0.0006009,-8.5039e-005,-0.0046581,-0.032718,0.00056917,0.0003302
0.010439,-0.018802,-0.55828,0.0064246,0.0063223,-0.0075865,0.029797,0.0035455,0.0099394,0.041884,0.0044635,0.066727,0.0050875,-0.0011783,-0.0066356,0.0034623,0.0095608,0.0055577,0.027372,0.0087296,0.0069672,0.0017334,0.007178,0.011376,0.0099726,-0.0023446,0.0064555,-0.003183,0.0074733,0.024297,0.0055753,0.0039986,-0.00017182,0.0041457,0.0051415,-0.48298,0.01062,0.00086596,0.0020585,0.0052321,0.13942,0.037188,0.011983,0.027925,0.0025197,0.007081,-0.00989,-0.001442,-0.0042264,-0.078238,-0.016683,-0.0060985,0.0064555,0.00059014,0.0068133,0.0044522,-0.0061915,0.0074733,0.0027363,-0.004247,0.031827,0.004912,0.0024595,0.014007,-0.0069387,-0.00093942,0.0099293,0.010756,0.007081,0.0052898,0.033951,0.004059,0.0054653,-0.0098254,0.007081,0.0046265,0.057962,0.63828,-0.0036969,0.019965,0.043165,0.0049515,-0.0028141,0.003784,-0.0015817,0.0074733,-0.0019782,0.0068133,-0.001442,-0.003125,-0.012768,0.0042244,0.00279
0.012101,-0.014801,-0.36559,0.0026888,0.0036715,-0.015389,-0.011559,0.0017897,0.0031072,-0.0050326,0.0023937,-0.004622,0.0007061,-0.0016536,0.068593,0.0035245,0.0023279,0.015553,7.6646e-006,0.0023383,-0.001605,0.0010823,0.0044503,0.0034314,0.0037965,0.0013566,0.0022921,0.031515,0.0023335,0.024733,-9.2788e-005,0.0040705,0.00073774,0.0042202,0.00063482,-0.086911,0.0055897,0.00019059,0.011382,0.010788,0.017182,-0.0054801,0.0028937,-0.0037007,0.0014939,0.0025142,0.017422,-0.0026878,0.002357,0.87296,-0.027084,-0.0034226,0.0022921,0.00095219,0.0021274,0.0027603,0.01358,0.0023335,0.0013812,-0.0075501,0.002633,0.0038266,0.0015356,-0.0035615,-0.0022489,-8.491e-005,0.019819,0.0026189,0.0025142,0.0028242,0.005571,0.0025165,0.0066701,0.038301,0.0025142,0.0056988,-0.0077216,-0.28179,0.063972,0.0051974,-0.00068559,0.013654,0.024383,0.0055543,-0.0029482,0.0023335,0.018872,0.0021274,-0.0026878,0.004988,0.020191,0.0032909,0.0016541
-0.084807,-0.057643,0.25953,0.0088885,-0.004766,0.0032798,-0.098994,-0.0091887,-0.043205,-0.022189,-0.028192,-0.12144,-0.015877,-0.0065228,0.0016155,-0.025988,-0.026649,-0.0002335,-0.070086,-0.030841,-0.0062915,-0.010967,-0.03183,-0.044336,-0.034397,0.0012135,-0.024875,-0.0079224,-0.029311,-0.18237,-0.022822,-0.030014,-0.010192,-0.031117,-0.011264,0.31253,-0.052951,-0.014438,-0.00039576,-0.026356,-0.38635,-0.0022791,-0.048258,-0.070857,-0.015082,-0.027285,-0.0034637,-0.0033163,0.0053938,0.36318,-0.038795,-0.0026029,-0.024875,-0.0053757,-0.026722,-0.019743,-0.018972,-0.029311,-0.0070914,0.00090988,-0.092674,-0.036547,-0.015561,-0.011393,-0.0066276,-0.0080175,-0.015777,-0.02998,-0.027285,-0.031677,-0.095733,-0.017999,-0.025607,-0.00696,-0.027285,-0.01253,-0.0062605,0.64732,0.019536,-0.014337,-0.034421,-0.0027888,0.011036,-0.018121,-0.0036376,-0.029311,-0.0032871,-0.026722,-0.0033163,-0.0016815,-0.030303,-0.031431,-0.0167
0.376,-0.0019466,-0.025795,0.0022747,-0.0042891,-0.00062227,-0.04873,-0.0062458,-0.0084916,-0.018956,-0.0065243,-0.099705,-0.015559,-0.0080566,-0.012342,0.1144,-0.007872,0.0026276,-0.045556,-0.011416,-0.0044284,-0.0069827,-0.0033725,-0.034438,-0.02083,0.0014679,-0.0049932,0.0062516,-0.016958,0.8028,-0.008185,0.13212,-0.0029004,0.13698,-0.005026,-0.020064,-0.030669,-0.0085151,0.0014854,-0.009407,-0.35282,-0.016435,-0.044337,-0.050147,-0.002665,-0.0054769,-0.0036704,-0.0002654,-0.00051226,-0.023536,-0.0054117,0.0049796,-0.0049932,-0.003491,-0.01546,-0.0020918,-0.0029432,-0.016958,-0.0048202,-7.3392e-005,-0.059451,-0.025956,-0.0099075,-0.0021378,0.0028845,3.5471e-005,-0.0020043,-0.008856,-0.0054769,-0.018408,-0.065768,-0.001907,-0.0055906,-0.0038926,-0.0054769,-0.0050163,-0.026872,0.033679,0.00099567,-0.010563,-0.046326,0.0034637,-0.00068674,-0.004733,-0.00029112,-0.016958,-0.00084476,-0.01546,-0.0002654,0.0034988,-0.0040273,-0.022322,-0.0029509
0.092351,-0.3645,0.16921,-0.010659,-0.0082675,0.025061,-0.18604,0.00061785,-0.13952,-0.10054,-0.063469,0.091269,0.027902,0.012089,-0.047748,0.027785,0.0025936,-0.066256,-0.0028366,0.0045553,-6.75e-005,0.0083906,-0.011726,0.057455,0.011608,0.0029623,-0.080344,-0.21041,0.012779,0.19499,-0.042234,0.03209,-0.0056793,0.03327,0.007596,0.12411,0.018416,0.0044476,-0.031842,-0.017759,0.52827,-0.059909,0.078697,-0.0084979,-0.040388,-0.088128,-0.13833,-0.0073831,0.015551,0.12664,-0.26116,-0.054065,-0.080344,0.0037191,0.01165,-0.0072731,-0.091615,0.012779,0.00047683,0.0042057,0.071188,0.040732,0.011905,-0.071599,-0.037536,-0.0124,-0.092469,0.0029179,-0.088128,0.021237,0.098921,-0.0066307,-0.012935,-0.11814,-0.088128,-0.028573,-0.076536,0.11281,-0.11437,-0.0085553,0.066518,-0.089152,0.013671,-0.010099,-0.0080984,0.012779,-0.036877,0.01165,-0.0073831,-0.079218,-0.30306,0.03503,-0.044721
0.011294,0.1169,0.040692,0.002961,-0.0063898,0.0091399,0.10232,-0.0078677,0.36158,-0.17765,0.17678,0.10736,0.0070379,-0.0095579,-0.043921,0.0044823,-0.0030938,-0.050163,0.087554,-0.041448,0.0068281,0.0014039,-0.028589,0.013537,-0.082285,-0.0086736,0.24912,-0.18313,-0.086531,0.031455,-0.051995,0.0051767,-0.002153,0.0053671,-0.0047781,0.043849,-0.031078,-0.025964,-0.020143,-0.032378,0.045647,-0.12137,0.027405,0.14671,-0.043955,0.27326,-0.14518,0.0099908,0.0023189,0.058305,-0.29679,-0.022909,0.24912,-0.00061354,-0.078889,-0.017732,-0.072192,-0.086531,-0.006072,0.0139,-0.067186,0.017531,0.001992,-0.058084,0.0060129,-0.0023103,-0.12621,-0.0034805,0.27326,0.002675,0.023486,-0.016166,-0.026787,-0.1351,0.27326,-0.039006,-0.17537,0.062271,-0.1344,-0.032145,-0.016218,-0.051833,-0.0042436,-0.019978,0.010959,-0.086531,0.0053936,-0.078889,0.0099908,0.061943,0.2287,0.015077,-0.04867
0.032441,0.13277,0.030557,0.0069107,0.0030224,-0.012047,-0.0065354,0.013654,-0.043528,-0.10114,-0.051181,-0.11202,0.049274,0.008856,0.079155,0.010067,-0.11583,0.089678,-0.15856,-0.16144,-0.018669,-0.0086868,-0.149,0.0038013,-0.1991,-0.0015148,-0.039255,0.17797,-0.24739,0.070648,-0.0047181,0.011627,-0.022693,0.012054,-0.034143,0.051714,-0.051693,0.0050626,0.016329,-0.067994,0.36155,0.17019,0.099288,0.060164,-0.0072616,-0.043059,0.081689,-0.010272,-0.0066371,-0.00020696,0.01688,0.012884,-0.039255,-0.0019178,-0.22554,-0.092418,0.05852,-0.24739,0.010538,0.00026459,-0.27767,-0.0080871,-0.012325,0.11501,0.02256,-0.029725,-0.037019,-0.13031,-0.043059,-0.025315,-0.1111,-0.084255,-0.09578,0.026764,-0.043059,0.030431,0.23576,0.027258,0.1621,-0.059793,0.12527,0.028777,-0.0042649,-0.061276,-0.011267,-0.24739,0.016831,-0.22554,-0.010272,-0.0030434,0.1584,-0.0069549,-0.0080406
-0.0027281,-0.11763,0.010007,0.022527,-0.0022719,0.014141,0.3757,0.010783,-0.013703,0.22938,-0.013981,0.0050604,-0.013519,0.04278,0.065328,-0.0026208,0.0080108,-0.069832,0.059134,-0.063401,0.038799,0.013086,0.023582,0.0021189,-0.13797,0.014914,0.0042026,-0.18027,-0.17296,-0.018392,0.18778,-0.0030268,-0.016787,-0.0031382,-0.0015729,-0.012344,0.066788,-0.02796,-0.018878,0.18908,-0.08865,0.040231,-0.0041733,-0.021399,0.165,0.0046098,-0.12276,0.013363,0.0085534,-0.0011336,-0.12779,-0.099907,0.0042026,-0.0037351,-0.15769,0.014627,-0.13889,-0.17296,0.0083222,-0.0064727,-0.13193,0.013411,0.018568,-0.080645,-0.089614,-0.019252,0.3278,0.0090122,0.0046098,0.0076103,0.031993,0.013335,0.092728,0.25687,0.0046098,0.023373,0.052293,-0.032703,-0.1517,0.19454,-0.061545,-0.0051663,0.0071053,0.085531,0.014658,-0.17296,-0.036696,-0.15769,0.013363,-0.016278,-0.27346,0.011534,0.1827
-0.041039,-0.16382,-0.05404,0.014253,0.0079392,0.0089916,-0.13547,-0.03076,-0.073494,-0.16665,-0.02102,0.077284,-0.0032193,-0.054076,-0.13222,-0.01114,0.21758,0.067923,-0.055029,0.084421,0.0063716,0.0030911,0.30427,0.027603,-0.19177,-0.011379,-0.05021,0.1163,-0.18722,-0.078176,-0.11835,-0.012866,0.01486,-0.013339,0.077874,-0.075916,0.074485,0.012376,0.0021144,0.053239,-0.25306,0.082869,-0.0071472,0.057976,-0.10346,-0.055074,0.013912,-0.001305,0.0071928,-0.058007,-0.20115,0.072544,-0.05021,-0.0014778,-0.17069,0.18873,0.020958,-0.18722,-0.023739,0.0032097,0.066001,0.038961,0.0043858,0.051833,0.081957,0.022695,-0.041339,0.24478,-0.055074,0.069728,0.24628,0.17206,0.15835,-0.2138,-0.055074,-0.031799,0.044803,-0.082394,0.12332,0.014167,0.0099603,-0.023268,0.009347,0.088724,-0.0014314,-0.18722,0.0088307,-0.17069,-0.001305,0.040264,0.01157,0.033507,-0.11456
