"d16d16d15","d16d16d16","d10d10d11","d9d9d9","d9d9d8","d8d10d10","d8d9d9","d10d10d10","d15d15d16","d15d15d15","d16d15d15","d10d10d15","d10d15d15","d9d15d15","d8d8d8","d11d11d11"
"0.00087498","0.016573","0.0027385","0.0077366","0.0025827","0.002719","0.0019818","0.0036695","0.0029324","0.94023","0.001064","0.0021385","0.000644","0.0014293","0.010222","0.002467"
"6.058e-005","0.0010877","4.5916e-005","0.00048539","6.4405e-005","0.00017322","0.00043353","0.00064868","0.00041135","0.98696","0.00012185","0.0003131","0.0085983","0.000256","0.00023901","0.00010371"
"0.00031134","0.0015458","3.9245e-005","2.7864e-005","1.7799e-006","2.5154e-005","0.00017012","0.00044773","0.00044047","0.9914","0.00023063","0.0003985","0.00483","6.2559e-006","0.00011618","6.8177e-006"
