"d15d16d15","d16d16d15","d16d16d16","d10d10d11","d9d9d9","d10d14d14","d10d10d14","d8d10d10","d10d10d10","d14d14d9","d15d16d16","d10d16d16","d9d14d15","d9d9d14","d8d9d9","d17d16d16","d15d15d16","d14d14d15","d14d13d14","d15d15d15","d15d15d14","d16d15d16","d14d14d13","d14d13d13","d2d1d1","d14d14d14","d16d15d15","d13d13d13","d13d14d14","d13d13d14","d13d14d13","d14d15d14","d14d15d15","d1d1d8","d8d8d8","d13d15d14","d1d1d1","d15d14d15","d15d14d14","d9d2d2","d11d11d11","d14d15d16"
"0.0025698","0.013912","0.082593","1.119e-020","1.8995e-015","0.0011064","0.00093946","2.4771e-021","0.0013934","4.1683e-012","0.013952","0.0011557","0.00077224","2.5515e-013","8.5713e-021","0.00042515","0.010738","0.013129","0.0017858","0.043614","0.014418","0.0022096","0.0040241","0.0026641","1.982e-021","0.50058","0.012945","0.23816","0.0016003","0.0016536","0.0023477","0.0047208","0.011421","5.7659e-021","7.3935e-021","0.00056361","5.6636e-021","0.002268","0.011663","3.2938e-021","1.2862e-022","0.00067489"
"7.409e-016","3.9163e-014","2.8723e-013","0.031306","0.52735","4.3989e-015","2.9795e-016","0.031814","0.0040158","0.039836","7.3242e-015","9.686e-016","6.4005e-015","0.039836","0.025057","1.3947e-015","3.6726e-014","1.3457e-013","8.7424e-016","5.7452e-014","1.3232e-014","2.3196e-015","1.3758e-014","1.3921e-015","0.030406","1.3701e-012","9.9106e-015","7.926e-014","1.8853e-015","1.1238e-015","8.5128e-016","3.6304e-015","2.5696e-014","0.045811","0.11723","2.0526e-016","0.032985","7.2868e-015","1.8455e-014","0.045811","0.028546","1.6587e-015"
"0.0044244","0.077728","9.4259e-005","1.3537e-019","1.29e-013","0.00067962","0.00023331","1.6081e-020","0.015588","3.5835e-011","0.014396","0.00070936","0.001247","5.7368e-012","2.085e-019","0.0017156","0.015324","0.068872","0.00040279","0.10586","0.024809","0.0025513","0.0056135","0.0016082","1.9201e-021","0.49316","0.020869","0.11268","0.0034479","0.0021674","0.0025285","0.0015577","0.0027532","2.7776e-020","8.5142e-020","0.00025385","1.1776e-019","0.0071599","0.011421","2.5221e-020","5.6806e-020","0.00015333"
