"d18d18d18","d18d18d17","d10d10d11","d9d9d9","d9d9d8","d8d10d10","d20d20d20","d10d10d10","d19d18d18","d19d18d19","d18d18d19","d10d19d20","d19d19d18","d10d10d18","d19d19d19","d17d18d17","d17d18d18","d10d19d19","d18d17d17","d18d17d18","d9d17d18","d19d19d20","d8d9d9","d20d20d19","d17d17d18","d20d19d19","d17d17d17","d19d20d20","d8d8d8","d18d19d18","d18d19d19","d11d11d11"
"0.54282","0.0034446","2.6812e-008","4.535e-007","3.0964e-008","2.7832e-007","4.1098e-006","6.418e-005","0.01822","0.0062337","0.014051","2.307e-006","0.018229","0.00092131","0.27727","0.0017729","0.0025971","0.0020588","0.0036898","0.0010843","0.0013266","3.2627e-005","1.7586e-007","0.0010002","0.0026431","1.726e-006","0.08425","4.3667e-006","1.9504e-008","0.0010615","0.017222","1.4428e-009"
"0.002667","7.6207e-005","0.0031076","0.0073458","0.0029409","0.0031576","0.39556","0.0044187","0.0011843","0.00025238","0.0011116","0.0039506","0.0015509","0.00081983","0.52444","0.00034328","0.00035969","4.8458e-006","0.00019459","1.5509e-005","8.5564e-005","0.0077435","0.002487","0.0019845","1.0067e-005","0.0036641","0.00098929","0.003174","0.013091","0.0026673","0.0077754","0.0028337"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
