"d12d8d8","d9d9d9","d1d12d12","d9d9d8","d12d2d1","d12d7d7","d14d14d7","d9d16d15","d16d17d18","d16d17d17","d10d17d15","d3d6d6","d14d14d15","d14d14d13","d14d14d14","d13d13d13","d13d13d14","d5d7d7","d13d13d12","d9d12d12","d8d8d8","d8d8d9","d8d8d7","d10d10d12","d10d10d11","d8d10d10","d10d10d10","d11d12d12","d15d16d17","d15d16d16","d10d10d17","d1d6d12","d10d16d16","d9d9d12","d9d9d11","d13d12d12","d13d12d13","d6d7d7","d14d13d14","d14d13d13","d13d14d14","d13d14d15","d14d13d1","d6d11d12","d7d12d12","d7d7d8","d18d19d18","d7d7d7","d12d12d1","d8d7d7","d7d7d11","d7d7d12","d17d18d18","d6d6d7","d18d17d17","d12d12d8","d12d1d12","d1d5d6","d12d13d14","d12d12d7","d12d13d13","d8d9d9","d17d16d15","d13d13d1","d17d16d16","d17d16d17","d16d15d14","d16d15d15","d13d12d1","d8d8d11","d8d8d12","d1d7d7","d15d14d13","d5d6d7","d13d12d7","d12d1d5","d13d13d6","d13d13d7","d9d8d8","d1d6d7","d15d14d14","d1d6d6","d16d16d15","d18d18d18","d18d18d17","d16d16d16","d16d16d17","d9d11d11","d9d11d12","d13d1d3","d13d1d6","d13d1d5","d13d1d7","d8d11d12","d13d1d12","d13d1d13","d15d14d1","d15d15d16","d9d10d10","d15d15d15","d15d15d14","d13d5d6","d12d12d12","d17d17d18","d7d6d6","d17d17d17","d17d17d16","d12d12d13","d8d12d12","d6d8d8","d14d15d15","d8d7d12","d13d7d8","d13d7d7","d7d8d8","d15d14d5","d13d8d8","d11d11d12","d11d11d11","d14d15d16","d13d7d12"
"0.0024577","0.00018175","0.0029877","0.0010467","0.0017667","0.0023038","2.5322e-006","0.00086401","0.00057314","0.0020086","0.00012575","0.001016","0.009136","0.01388","0.081949","0.0066264","0.026396","5.2636e-006","0.0097012","1.1383e-005","0.10369","0.00022437","0.0027979","4.8674e-005","0.0011192","0.001107","0.00017383","0.0023476","0.00064671","0.013013","0.0010104","0.0026844","1.6914e-005","2.8607e-006","1.8818e-005","0.0075625","0.00075755","0.014472","0.00011272","0.017614","0.021399","0.0031676","0.0083121","0.00011008","0.0047175","0.013482","1.2679e-006","0.041838","0.002182","0.0039725","0.001159","0.0053324","0.00031442","0.0042129","0.00018593","0.00069522","0.0016494","0.0026063","0.0027539","0.0034916","0.016031","0.00076349","0.0035629","0.0074971","0.010593","0.0016632","0.00051438","0.0052571","0.0017787","0.00035959","0.013063","0.0025734","0.0020041","0.0016472","0.00012557","0.00077375","0.00021429","1.0668e-005","0.0018029","0.0084247","0.019229","0.0012694","0.012956","0.00021511","0.00024184","0.14142","0.0021605","0.0011611","0.00029056","0.0012685","0.003446","0.00081487","0.0023472","0.0018681","0.0014127","0.00030587","2.3362e-006","0.013174","9.8866e-006","0.015902","0.014145","0.001156","0.11564","4.951e-006","0.00039997","0.028879","0.0050854","0.023021","0.013608","0.0011839","0.020064","0.0012896","0.0033504","0.0015467","0.015632","7.1638e-006","5.5065e-005","3.7409e-005","0.00074025","0.00047147","0.0014732"
"0.0017767","0.092455","9.7155e-005","0.0084987","2.918e-005","1.7232e-005","0.0017256","4.2327e-005","1.8812e-005","0.0093723","0.002765","0.0006857","0.02284","0.014395","0.004882","0.26322","0.014633","0.0029994","0.0022384","0.0063586","0.093043","0.011757","0.00040496","0.0020814","0.00019117","0.00025326","0.0030936","0.0046886","0.00027508","0.0016219","0.00013093","4.6062e-005","0.0022707","0.0023318","0.0033108","0.0025809","0.0035156","0.00078112","0.0014309","0.01161","0.0044579","0.0053602","0.0020166","0.0017497","0.00080778","0.0087071","0.0016648","0.00011122","7.7319e-005","0.00043584","3.0599e-006","0.00019777","0.0014654","0.0008877","0.00024231","5.3086e-005","0.00025689","0.00026465","0.0014671","0.00019642","0.021289","0.014379","0.0026749","0.0064241","0.003387","5.3928e-005","0.01785","0.01859","7.0105e-006","0.0044595","0.0027326","0.0002183","0.0095436","3.7661e-005","0.0023188","7.374e-005","0.0013127","0.0025429","0.0030863","0.011067","0.0026795","6.7748e-006","0.0013751","0.0023558","0.00030174","0.0073083","0.017586","0.0003327","0.001822","0.00019882","0.024616","0.00023525","0.00036426","0.0048668","9.0485e-005","0.0019686","0.0030051","0.013524","0.0013649","0.0042056","0.00014047","6.1915e-005","0.0042068","0.001062","0.00056703","0.084858","0.022691","0.011876","0.003103","0.00070563","0.0061092","0.00023804","0.00013439","0.00015098","0.0097454","0.0029958","0.0045881","0.0009965","0.00071804","0.0096305","0.00027701"
"0.0014363","4.3978e-005","2.0181e-006","3.9117e-005","8.0272e-006","2.0578e-005","2.5271e-007","7.6088e-005","1.1581e-005","0.00070335","3.905e-006","2.6676e-005","0.0043629","0.0036826","0.01864","0.78607","0.0054039","6.7784e-007","0.00018225","1.993e-006","0.0019806","3.1952e-005","2.0414e-005","1.9453e-006","4.2688e-006","3.8193e-006","9.1202e-005","0.00017053","3.9286e-006","0.012954","7.7158e-005","4.4276e-008","0.0020856","4.2725e-007","9.6907e-006","3.9556e-006","0.0020613","0.00093354","0.0031672","0.040857","0.0045814","0.00092042","0.00040461","0.00010473","6.4566e-005","0.00036901","0.00058284","7.1081e-005","4.8005e-006","6.6631e-005","3.2678e-007","8.4021e-005","4.0612e-005","0.00045454","1.8983e-005","1.893e-005","9.4543e-006","1.3947e-005","1.2518e-005","8.66e-006","0.0020849","0.0001814","0.0012558","0.0001676","0.0036289","0.00059311","0.0012977","0.0074876","7.1303e-007","0.00069392","0.00017147","3.7483e-006","0.00018293","1.5009e-005","8.2751e-006","1.0352e-005","1.2344e-005","1.4515e-006","5.0599e-005","0.00035929","0.010437","2.2543e-006","0.00052589","0.0010619","3.1733e-005","0.0074083","0.020751","6.7801e-006","5.3875e-006","1.736e-006","0.0015315","2.9203e-005","0.00016223","4.8994e-005","0.00036996","9.3576e-006","5.7677e-007","0.0028296","3.1384e-006","0.0047954","0.00052489","5.3668e-006","0.0003317","0.00028458","0.0010517","0.017477","0.011736","0.0012549","0.00040925","3.7175e-005","0.0043213","1.0923e-005","0.00056238","6.4812e-006","0.00040925","1.2156e-007","3.9935e-005","5.9551e-006","8.8009e-006","0.00023722","6.277e-005"
