"d3d3d4","d10d10d11","d9d9d9","d3d3d3","d9d9d8","d5d4d4","d8d10d10","d3d3d1","d10d10d10","d10d9d9","d3d2d2","d5d5d6","d5d5d4","d5d5d5","d10d7d7","d6d6d6","d2d3d3","d6d6d7","d6d6d5","d2d2d1","d2d2d2","d9d6d6","d8d9d9","d6d7d7","d8d9d8","d2d1d1","d4d4d4","d7d6d6","d4d4d5","d1d2d3","d4d4d3","d1d2d2","d1d1d2","d8d8d8","d8d8d9","d1d1d1","d9d8d8","d11d11d11","d7d7d7","d10d10d8"
"0.0024967","0.0014139","0.28989","0.025737","0.0013753","0.00089916","0.0016063","0.0011678","0.0024117","0.0013631","0.0024402","0.0011394","0.00078381","0.033348","0.0019217","7.0589e-006","0.0017176","9.6151e-006","0.0010783","0.00091148","0.0054197","0.00088493","0.001234","0.0033957","0.0020755","0.0044915","0.033265","6.9631e-005","0.0017795","0.0024402","0.0016576","0.0020283","0.0014894","0.0015439","0.00052783","0.0056048","0.0044573","0.0014353","0.55448","5.6264e-007"
"2.5466e-012","0.0001757","1.1899e-007","1.3144e-009","8.5258e-005","1.1527e-012","5.579e-005","5.9272e-012","5.2934e-008","1.0077e-010","7.5734e-012","1.7742e-006","8.7295e-012","4.5605e-008","5.1741e-012","0.27652","7.1199e-011","0.0024055","6.8834e-006","3.7592e-010","1.3769e-010","0.00011402","6.6543e-005","0.00049179","2.1114e-005","2.4427e-011","2.1239e-011","0.0042339","2.2208e-011","2.7046e-012","1.6398e-012","2.2631e-011","1.2139e-012","0.71405","0.00058217","9.4642e-011","7.1202e-005","5.4444e-005","5.1769e-008","0.0010668"
"1.5352e-005","0.0003235","0.0043846","0.00065376","0.00093417","3.0086e-006","7.675e-005","3.6378e-005","9.0652e-005","4.5222e-006","2.2803e-005","9.1258e-007","3.3626e-005","0.00043567","3.3273e-006","0.0041654","6.6618e-006","6.8899e-005","1.5843e-006","2.6549e-005","4.7624e-006","9.1797e-007","5.3394e-005","1.3645e-006","0.0060913","0.00026332","0.00049289","1.642e-005","9.4708e-005","1.1198e-005","1.5331e-005","8.2797e-006","1.1636e-006","0.97126","0.0013593","7.3209e-005","0.00030256","3.9616e-005","0.0083333","0.00028941"
