"d15d16d15","d16d16d15","d16d16d16","d9d9d9","d16d16d17","d10d14d14","d10d14d15","d10d10d10","d11d12d12","d10d10d15","d15d16d17","d15d16d16","d9d15d15","d12d13d13","d16d20d20","d8d9d9","d13d12d12","d14d13d14","d17d16d16","d15d15d16","d14d14d15","d9d10d10","d14d14d16","d15d15d15","d14d14d13","d15d15d14","d16d15d16","d14d14d14","d14d13d13","d16d15d14","d16d15d15","d13d13d13","d12d12d12","d13d14d14","d13d13d14","d17d17d17","d13d14d15","d17d17d16","d13d13d12","d12d12d13","d14d15d14","d14d15d15","d15d14d15","d15d14d14","d11d11d11","d10d11d11","d14d15d16"
"0.0014888","0.017768","0.027054","0.0016446","0.0013752","0.0013038","2.8729e-009","0.0025625","0.0010624","0.0010509","0.0016558","0.013274","0.0007065","0.003976","0.0016695","0.0010028","0.0039929","0.0026479","0.0012016","0.013187","0.032842","0.001062","0.00089759","0.37216","0.010219","0.033992","0.0013712","0.22937","0.012404","0.000531","0.011817","0.094642","0.012325","0.011516","0.0097141","0.00051952","0.0011718","0.00047808","0.0025164","0.0019458","0.0035782","0.026639","0.0038841","0.021417","0.0017115","0.0014569","0.0011994"
"0.00010692","0.0077328","0.04804","0.0001295","0.0020066","0.00064173","0.10592","0.039526","0.00011679","3.4099e-005","0.00064225","0.0033844","8.3047e-005","0.0048878","0.00020476","4.6907e-005","0.001136","0.00025855","4.3925e-005","0.0013979","0.00066342","0.00014053","0.00026016","0.32801","0.00087098","0.0015678","0.00049394","0.072744","0.00030826","0.003044","0.0018742","0.0018063","0.0029756","0.0027386","0.00089463","4.3763e-006","2.5391e-005","0.00022979","6.5331e-005","1.3824e-005","0.0016455","0.10684","0.0028383","0.25314","0.00021729","0.00010011","0.00014181"
"0.00042593","0.0024641","0.022665","2.0125e-005","0.0017783","9.377e-005","1.2492e-007","0.00034584","1.9552e-006","0.00044417","0.0022754","0.0015102","0.00013011","0.00038456","1.8067e-005","7.9902e-006","0.0017902","0.00025534","0.00010976","0.00035473","0.023292","1.3681e-005","9.3093e-005","0.52594","0.002027","0.023998","0.0011188","0.077507","0.0021846","0.0026601","0.0007995","0.016066","0.00084145","0.00034617","0.0026407","0.00012686","7.13e-005","0.00019295","0.00011232","0.00025163","0.00036864","0.087356","0.0051989","0.19168","2.0369e-005","6.6465e-006","1.1685e-005"
