"d16d16d15","d10d10d11","d16d16d16","d9d9d9","d9d9d8","d8d10d10","d8d9d9","d15d15d16","d14d14d15","d10d10d10","d15d15d15","d16d15d16","d15d15d14","d14d14d14","d16d15d15","d10d10d16","d10d15d15","d15d16d16","d14d15d14","d14d15d15","d9d15d15","d8d8d8","d15d14d14","d11d11d11"
"0.0074516","0.0035997","0.0011475","0.010401","0.0034066","0.0036581","0.0028812","0.0037868","0.0038041","0.0052107","0.87825","0.0011237","0.0028248","0.035539","0.0032941","0.0021504","0.0063382","0.00087139","0.0030477","0.0012293","0.0019954","0.01348","0.0012276","0.0032824"
"0.00025915","3.1465e-010","0.06707","7.8919e-009","3.4887e-011","1.7343e-009","9.0264e-010","0.00036889","2.0206e-005","2.8609e-005","0.92637","0.00094926","4.9484e-006","6.4104e-005","0.0022683","0.00099303","0.00052087","0.00023559","7.1977e-007","3.0467e-007","3.5079e-005","2.7172e-009","0.00081153","8.2339e-009"
"2.1322e-012","8.8294e-020","1","9.1099e-019","3.2012e-020","4.6664e-020","4.774e-019","9.1893e-010","1.466e-016","1.2563e-016","2.8531e-012","1.1583e-012","1.1904e-017","5.3715e-016","3.2832e-010","3.7991e-012","1.9263e-015","2.3712e-015","5.6455e-017","2.5282e-018","9.5639e-016","1.9483e-019","4.2802e-016","6.5899e-019"
