"d7d6d7","d6d7d7","d5d5d6","d7d6d6","d5d5d5","d8d7d7","d6d6d6","d6d6d7","d6d6d5","d7d8d8","d8d8d8","d7d7d6","d7d7d7"
"-0.0023765","-0.00049489","0.0050604","-0.023025","0.0010552","-0.068584","0.025556","-0.05523","0.16292","0.98208","0.00020981","-9.9926e-17","-1.5082e-16"
"-0.028514","-0.0060392","0.098004","-0.82148","-0.12007","0.070895","0.020132","0.28488","0.45614","-0.074933","0.0064568","3.7561e-17","1.6638e-16"
"-5.2771e-05","-6.3553e-05","0.019898","-0.23667","-0.072115","0.21701","-0.027045","-0.35388","-0.2556","0.032787","-0.0027555","-0.49582","-0.67312"
