"d7d6d7","d4d5d6","d3d3d3","d6d7d7","d5d5d6","d4d4d4","d5d5d4","d7d6d6","d5d5d5","d5d6d6","d5d6d5","d6d5d6","d6d5d5","d4d3d3","d6d6d6","d3d4d4","d6d6d7","d6d6d5","d7d7d6","d7d7d7"
"-0.012192","0.0070434","0.01472","0.29833","0.0034566","-0.20524","0.069534","-0.10601","-0.63214","-0.56318","-0.36359","0.022783","-0.043215","0.025124","0.019554","-2.7269e-16","2.1645e-16","1.296e-16","-9.5839e-18","1.6365e-16"
"-3.4939e-05","0.015572","-0.0070357","-0.0069284","0.46018","-0.0033731","-0.24066","-0.23098","-0.000212","-0.11078","0.19275","0.20413","-0.0078116","-0.1906","-0.031444","0.251","-0.57243","-0.39407","-0.044716","0.013501"
"-1.3407e-05","0.0059753","-0.0026997","-0.0026586","0.17658","-0.0012943","-0.092349","-0.088632","-8.135e-05","-0.042508","0.073962","0.078329","-0.0029975","-0.073138","-0.012066","-0.58765","0.15562","-0.11346","-0.19714","0.71567"
